transliteration,translation
um-ma ša-lim-a-šùr-ma a-na en-nam-a-šur ù a-la-hi-im qí-bi-ma KÙ.BABBAR 1 GÍN bu-lá-tù-ni ma-lá a-ma-kam i-ba-ší-ú lu KÙ.BABBAR 1 GÍN ša li-bi-kà ú li-bi a-lá-hi-im ù-lá na-ṭù-ma a-na a-lim{ki} ú-lá ni-ša-ma <gap> KÙ.BABBAR 1 GÍN ú-lá e-li ù-lá a-na ṣí-ib-tim ni-da-šu-ma KÙ.BABBAR 1 GÍN e-li a-na-kam ší-a-ma-tum-ma 1.3333300000000001 ma-na 5 GÍN KÙ.BABBAR KÙ.BABBAR 1 GÍN pá-hi-ra-ma a-na-kam <gap> KÙ.BABBAR 10 ma-na <gap> kà <gap> <gap> KÙ.BABBAR 1 GÍN <gap> ta-du-nu a-na en-nam-a-šur qí-bi-ma lu AN.NA lu ṣú-ba-tù ma-la e-li-ú-ni-ku-ni a-na ší-a-ma-tim i-ba-ší 2 ma-na <gap> ša-am-ší <gap> i ta-<gap> šu-ma ru-<gap>-ni ma-lik-DINGIR-šu tù-qá-a 1 (TÚG)ṣú-ba-tum ša i-ba-ší-ú a-na a-lá-hi-im ù a-lu-a dí-in-ma lu-ub-lu-nim a-na da-áš-i-šu ba-a-nim lu iš-té-ni-ú-tù-ma KÙ.BABBAR lu ší-im hu-sà-ri lu ší-im ṣú-ba-tí lu <gap> ki bu <gap> ú <gap> ku-nu-tí tí-ir-ta-ak-nu li-li-ik-ma KÙ.BABBAR <gap>,"From Šalim-Aššur to Ennam-Aššur and Ali-ahum: As for every shekel of silver of our funds as much as is there, as well as every shekel of silver in your possession and in Ali-ahum's - it is not a good idea for us to send it to the City. Either a single shekel will accrue, or we should give every shekel of silver as interest-bearing loans, so a profit of some shekels of silver will accrue. Here purchases are possible and of 1⅓ mina 5 shekels of silver ... Collect every shekel of silver so here ... at least 10 minas of silver ... To Ennam-Aššur: Tin as well as textiles, what accrues to you is available for purchases. 2 minas ... you await Malik-ilišu. Every textile that is available give that to Ali-ahum and Aluwa so they may bring it. Leave in the spring. May for the very first time the silver, the proceeds from the lapis lazuli or from the textiles. ... send me word ..."
62 ku-ta-ni a-na ir-i-bi-im ù šé-ep-IŠTAR e-zi-ib ŠÀ.BA 30 ku-ta-ni a-na šu-pu-nu-ma-an ni-dí-in 5 TÚG a-na ra-dí-im iš-hi-a-ni-tí-im 11 ku-ta-ni i-na na-ru-qá-tim du-ur-kà-ma a-šu-mì da-dí-a e-ez-ba a-dí tí-ir-tí i-lá-kà-ni ší-tí ku-ta-ni-a 16 TÚG i-ší-tù-nim wa-ar-ki-a-ma a-na ší-tí-im ma-lá ta-du-nu-šu-ni a-ṣé-ri-a šé-bi-lá-šu-nu,"I left 62 kutānus with Ir'ibum and Šēp-Ištar. We gave thereof 30 kutānus to Šuppunuman; 5 textiles for the guide from Išhianit. Pack 11 kutānus in the sacks and leave them in Dādiya's name until my instructions arrive. The rest of my kutānus - 16 textiles remain. After I left, with respect to the remainder, send me as much as you will sell."
40 ma-na URUDU KI i-ku-pí-a-šur DUMU šu-IŠTAR 1 ma-na-am 12 GÍN i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.1.KAM na-ar-ma-ak a-šur li-mu-um šu-hu-bur 37.33333 ma-na URUDU KI DINGIR-ba-ni DUMU ib-ni-lí 1 ma-na 15 GÍN KÙ.BABBAR iš-tí šál-ma-a-šur DUMU up-ha-qí-im lu i-na a-lim{ki} lu i-na GÁN-lim a-le ni-na-mu-ru i-ša-qal 0.5 ma-na KÙ.BABBAR KI a-šur-SIPA 1 ma-na um 10 GÍN.TA ṣí-ib-tám ú-ṣa-áb re-eš15 ITU.KAM hu-bu-ur li-mu-um šu-hu-bur 18 GÍN KÙ.BABBAR iš-tí i-zi-iz-mì-šar ITU.KAM ma-hu-ur-ì-lí a-na 6 ITU.KAM i-ša-qal li-mu-um šu-hu-bur 9 ma-na 10 GÍN URUDU iš-tí en-nam-ì-lí DUMU du-uk-ší-im 9 ma-na URUDU iš-tí ib-ni-{d}IŠKUR ma-za-zi-im 20 ma-na URUDU iš-tí šu-be-lim DUMU da-a-a 0.66666 ma-na KÙ.BABBAR be-ú-lá-at a-šur-SIPA DUMU i-dí-IŠTAR,"40 minas of copper due by Ikūn-pī-Aššur, son of Šu-Ištar, per 1 mina he will add as interest 12 shekels per month; month II III, eponymy of Šu-hubur. 37⅓ minas of copper due from Ilī-bāni, son of Ibni-ilī. 1 mina 15 shekels of silver due from Šalim-Aššur, son of Uphāqum, he shall pay wherever we meet, either in Anatolia or in the City. 0½ mina of silver due from Aššur-rē'ī, he will add an interest of 10 shekels per month; beginning of month VI, eponymy of Šu-hubur. 18 shekels of silver due from Izziz-Mīšar, month IV, he will pay within 6 months; year eponymy of Šu-hubur. 9 minas 10 shekels of copper due from Ennam-ilī, son of Dukšum. 9 minas of copper due from Ibni-Adad, the . 20 minas of copper due from Šu-Bēlum, son of Dāya. 0⅔ mina of silver, the working capital of Aššur-rē'ī, son of Iddin-Ištar."
19 GÍN KÙ.BABBAR SAHAR.BA ší-im 1.8333300000000001 ma-na LÁ 2 GÍN AN.NA ša kà-nu-tim i li-bi a-mur-IŠTAR DUMU i-da-a a-na ITU.1.KAM i-ša-qal ITU.KAM qá-ra-tum IGI šál-ma-{d}IŠKUR nu-a-ri-im IGI i-dí-sú-in DUMU a-ta-na-ah,"19 shekels of 'dust silver', the price of 1 mina and 48 shekels of tin, which Kannutum has as claim on Amur-Istar, son of Idaya - within one month he will pay. Month VIII. In the presence of Salim-Adad, the musician, of Iddin-Suen, the son of Atanah."
KIŠIB šu-be-lim DUMU i-dí-a-bi4-im a-na i-ku-nim DUMU {d}UTU-ba-ni e-ni-iš-ta-ri-im ù a-lu-wa,"Sealed by Šu-Bēlum son of Iddin-abum; to Ikūnum son of Šamaš-bāni, Eništarum and Aluwa."
a-na a-lá-hi-im qí-bi-ma um-ma SIG5-pí-a-šur-ma a-dí tí-sú-bi ša e-na-nim 10 GÍN KÙ.BABBAR ša ILLAT-tim ša IGI ú-ṣú-ra-nim iz-ku-a-ni 10 GÍN KÙ.BABBAR i-na KÙ.BABBAR-pì-a a-na-ku-ma ta-aṣ KÙ ta-lá-qé,"To Ali-ahum from Damiq-pī-Aššur: Concerning Ennānum's additions, the 10 shekels of silver from the caravan that became available to me with Uṣurānum as witness, pay him 10 shekels of silver out of my silver that I left with you and then set witnesses for him. He seized me here and said: Give me the silver"" I answered: ""...you will receive the silver."""""
KIŠIB PUZUR4-{d}EN.ZU KIŠIB šu-bé-lim KIŠIB <gap> 1 GÚ LÁ 10 ma-na URUDU i-ṣé-er PUZUR4-{d}EN.ZU e-lá-ma i-šu i-na ad-ri-im i-ša-qal URUDU ta-pá-ša-ta-i-am za-ak-wa-am šu-ma i-na ú-me-šu lá iš-qú-ul ki-ma a-wa-at kà-ri-im tù-ur-hu-mì-it ṣí-ib-ta-am ú-ṣa-áb 10 GÍN KÙ.BABBAR a-ha-ma i-na ku-bu-ur ú-ṭí-tí-im i-na kà-ni-iš i-ša-qal šu-ma lá iš-qú-ul i tù-ur-hu-mì-it i-ṣé-ri-šu a-lá-qé,"Seal of Puzur-Suen, seal of Šu-Bēlum, seal of .... 50 minas of copper Puzur-Suen owes to Elamma. At the time of the threshing he will weigh out pure copper of Tappašatta. If he does not pay when his term is up, he will add interest in accordance with the rule of the Durhumit colony. Separately he will pay 10 shekels of silver in Kanesh, when the barley is ripe. If he does not pay I will collect it in Durhumit for his account."
(4 broken lines) <gap> an-ma-ma tí-ir-tí i-sú-ri-ik a-na ṣé-ri-a i-li-kam-ma <gap> ší-ri-e a-hi-šu <gap> a-na ṣé-ri-a <gap> KÙ.BABBAR i-na <gap> a-bi-kà al-qé <gap> 1 GÚ ù ma <gap>-ma <gap> na na <gap>-ul <gap>-kà ú ša ki-ma (large break) <gap> a-lim{ki} i ta-<gap> e-ru-ub-ma ṭup-pé ša a-bi-kà lu-lá-mì-id-kà-ma lu i-na a-lim{ki} KÙ.BABBAR lu ta-ad-mì-qá-tim lu hu-bu-ul a-bi-kà KÙ.BABBAR ma-sà-am ú-ša-qí-il5 um-ma šu-ut-ma mì-nam we-dam i-a-tí tù-la-ma-da-ni a-hu-ú-a lá-šu-ú šu-ma-ba KÙ.BABBAR tù-ša-qí-il5 KÙ.BABBAR-áp-kà ni-ta-pá-al IGI a-mur-{d}UTU IGI na-áb-sú-in DUMU {d}AB-ba-ni IGI i-ku-pí-a-šùr DUMU šu-IŠTAR a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš{ki} i-dí-ni-a-tí-ma ṭup-pá-am IGI GÍR ša a-šùr i-ba-ab DINGIR-lim ni-dí-in,"... Issu-arik's instructions arrived to me, and ... let me inform you of your father's tablet and either in the City, whether silver from free loans or from the debt of your father, I had washed silver paid. He said: Why do you inform me alone My brothers are not present. If you have had the silver paid then we shall balance your own silver."" Witnessed by Amur-Šamaš, witnessed by Nab-Suen son of Illil-bāni, witnessed by Ikuppi-Aššur son of Šu-Ištar. The Kanesh colony gave us for these proceedings, and we gave a tablet in front of Aššur's dagger in the Gate of the God."""
um-ma a-šur-DU10-ma a-na a-na-na qí-bi-ma 16 GÍN KÙ.BABBAR ša tù-šé-bi-lá-ni ší-im li-bi4-šu šu-ut-ma iš-a-am la iš-e-li sà-áp-tí-nu-um i-na ra-mì-ni-a ú-ba-la-am,"From Aššur-ṭāb to Anna-anna: As to the 16 shekels of silver that you sent me, he made purchases after his own will without asking me. I personally bring you a ."
a-na en-um-a-šur ù a-lá-hi-im qí-bi-ma um-ma šu-{d}DUMU.ZI-ma šu-ma a-hu-ú-a a-tù-nu-ma ta-ra-a-ma-ni ki-ma a-na-ku a-na-kam ki-ma ku-nu-tí am-ta-hu-ṣú-ma a-na a-wa-tí-ku-nu a-za-zu 26 ma-na KÙ.BABBAR É a-<gap> a-dí-šu ú a-ni-<gap> 2 né-nu na-al-pu-ta-ni a-ša-me-ma e-pì-iš-tí a-we-lim ša-ah-lá-at šu-ma a-we-lúm É-tám i-šu-ma na-ru-qú-šu šál-ma-at a-ni-tum lá a-ni-tum tí-ir-ta-ak-nu za-ku-tum li-li-kam šu-ma a-we-lam5 ta-da-ga-lá-ma lá i-dum ki-ma i-a-tí mì-ta-ah-ṣa-ma ša <gap> ku <gap>,"To Ennam-Aššur and Ali-ahum from Šu-Tammuzi: If you are my brothers and love me, since I here fight for you and take care of your affairs, 26 minas of silver ... I gave and ... the two of us have been booked. I hear that the man's actions are in disorder. Send me a clear report whether it is so or not that the man has a house and his joint-stock capital is safe. If you observe that the man has no sense, then do your very best, acting for me, and ..."
10 GÍN KÙ.BABBAR ša a-lá-hi-im i li-be a-ni-na,10 shekels of silver belonging to Ali-ahum is owed by Annina.
21.33333 ma-na KÙ.BABBAR ku-nu-ki-ni a-na hi-na-a ni-ip-qí-id IGI šu-IŠTAR DUMU lu-zi-na IGI en-na-nim DUMU am-ri-a,We entrusted 21⅓ minas of silver under our seals to hinnaya.
KIŠIB a-šùr-ma-lik DUMU DINGIR-ba-ni KIŠIB a-la-hi-im DUMU i-na-ah-DINGIR KIŠIB a-mur-IŠTAR DUMU mì-šu-GAL KIŠIB a-gu-a KIŠIB i-dí-a-bi-im ša 24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu-ú iš-tù ha-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ha-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb šu-ma ṭup-pu-šu i-lá-pu-tù 6 ma-na KÙ.GI šu-mì a-šùr-be-el-a-wa-tim i-lá-pá-at,"Seal of Aššur-malik son of Ilī-bāni, seal of Ali-ahum son of Inah-ilī, seal of Amur-Ištar son of Miššu-rabi, seal of Aguwa, seal of Iddin-abum. Concerning 24 minas of refined silver that Iddin-abum owes to Aššur-bēl-awātim. Reckoned from the week if Libbaya and Iliš-tikal he must pay within 20 weeks. If he has not paid in time, he must pay interest at the rate 1½ shekel per mina per month. If they write his tablet, he must book 6 minas of gold in the name of Aššur-bēl-awātim."
4 ma-na KÙ ṣa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ša-bu i-na ILLAT šu-{d}EN.LÍL a-na i-dí-a-bi4-im a-na e-bu-ṭim i-dí-a-šùr i-dí-in IGI a-šùr-ba-ni IGI lá-qé-ep,"Iddin-Aššur has given 4 minas of refined silver, its import duty added, its transport tariff paid for, from the caravan of Šu-Illil, to Iddin-abum as an investment loan. Witnessed by Aššur-bāni, by Lā-qēp."
i-na 0.33333 ma-na 4 GÍN KÙ.BABBAR ší-im am-tí-im ša a-na a-ta-na-ah a-dí-nu-šu-ni 4 GÍN KÙ.BABBAR a-na a-hu-qar i-dí-in 11.83334 GÍN KÙ.BABBAR a-na bé-lúm-ba-ni i-dí-in 7 GÍN KÙ.BABBAR hu-bu-ul <gap>-<gap>-<gap> 1.16666 GÍN KÙ.BABBAR ú 0.5 GÍN ṣí-ib-ta-am i-<gap>-<gap>-<gap> a-na a-ta-na-ah ni-dí-in <gap> 0.5 GÍN KÙ.BABBAR i li-bi4 a-hu-ša DUMU ku-ra 0.5 GÍN KÙ.BABBAR i li-bi4 za-ga-al-i IR-dí-šu 0.83334 GÍN dá-a-tí 5 ma-na KÙ.BABBAR.KÙ.BABBAR mu-ṭá 0.5 GÍN KÙ.BABBAR bi4-it-qá-at ma-na-im ša AN.NA-ki-im ša 5 ma-na KÙ.BABBAR 0.5 GÌN KÙ.BABBAR a-na a-šur-DU10 a-dí-in mì-ma a-nim i li-bi4 a-ta-a DUMU i-ku-nim ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42.5 ma-na AN.NA i li-bi4 a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu 15 GÍN KÙ.BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi4 na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-ah be-lúm-ba-ni i-šu IGI a,"Of 24 shekels of silver, the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ahu-waqar; 11⅚ shekels of silver he gave to Bēlum-bāni. 7 shekels of silver, the debt of..., 1⅙ shekels of silver and 0½... as interest ... ... Atanah we gave. 0½ shekel of silver is owed by Ahuša, son of Kura. 0½ shekel is owed by Zagalʾu, his slave, 0⅚ shekel my road-tax. 5 minas of silver - the deficiency on the silver is 0½ shekel of silver, due to the underweight of the 1-mina-weight used for tin for a value of 5 minas of silver - I gave this 0½ shekel of silver to Aššur-ṭāb. All this is owed by Ataya, son of Ikūnum. Travel expenses, road-tax cost of transport and deficiency on the 10-mina-weight used for weighing 42½ minas of tin is also owed by Ataya, son of Ikūnum, to Bēlum-bāni. 15 shekels of refined silver, 3 minas of native copper, two ... saddlecloths as - all this is owed by Narām-Suen, son of Kakkiya, and Iddin-Nirah to Bēlum-bāni. Witnessed by Ali-ahum, son of Enah-ilī. 7 shekels of refined silver due by Šu-Kūbum, son of Šu-Bēlum, to Bēlum-bāni, witnessed by Ali-ahum, son of Enah-ilī, and by Asānum, son of Abirušakum. 30⅚ minas of carnelian, our joint property, cost 5 minas 5 shekels of silver. 3 minas 5 shekels of silver thereof belong to Bēlum-bāni, 1⅓ mina of silver to Zagalʾu, 0⅔ mina of silver to Adad-bāni. 6 belts, 2 saddlecloths, 1 cup, 2 black donkeys worth 0⅓ mina and 6⅓ shekels of silver, and a slave-girl, equivalent of 0⅓ mina of silver, they brought here. All this Asānum gave to Bēlum-bāni. 11 shekels of refined silver Laqēpum, the scribe, son of Abaya, owes to Bēlum-bāni; for it he will let 24 shekels of silver reach me in the City. Witnessed by Ikūnum, son of Aššur-bāni, and by the son of Šu-Ilabrat."
6 ma-na KÙ.BABBAR ṣa-ru-pá-am KI ku-lá-ba šu-pu-na-ah-šu ù ha-nu-nu 6 ma-na KÙ.BABBAR ṣa-ru-pá-am KI be-lúm-ba-ni DUMU kà-sí-a 1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am KI a-mur-IŠTAR DUMU šál-ma-a-šur 5 ma-na KÙ.BABBAR li-tí KI šé-ep-IŠTAR DUMU a-lá-hi-im 1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-IŠTAR DUMU šu-ki-tim 0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am KI en-um-{d}IM DUMU a-šur-ma-lik 6.66666 ma-na 8 GÍN KÙ.BABBAR ṣa-ru-pá-am KI en-na-sú-in DUMU i-dí-a-bi4-im 2 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am KI i-ri-ší-im DUMU a-mur-{d}UTU 2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am KI i-ku-pí-a DUMU a-šur-ba-ni 0.66666 ma-na KÙ.BABBAR li-tí KI i-lá-li-iš-kán ù šu-pu-na-ah-šu 2 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-lu-wa 0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at lu-lu DUMU a-šur-iš-tí-kál 1 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at šu-IŠTAR DUMU šu-ki-tim 1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-ma-li-ba-a-šur 5.5 GÍN KÙ.BABBA,"6 minas of refined silver is owed by Kulaba, Šupun-ahšu and hanunu. 6 minas of refined silver is owed by Bēlum-bāni son of Kasiya.1⅓ mina of refined silver is owed by Amur-Ištar son of Šalim-Aššur. 5 minas of litu-silver is owed by Šēp-Ištar son of Ali-ahum. 1 mina of refined silver is owed by Šu-Ištar son of Šukkutum. 0⅓ mina of refined silver is owed by Ennam-Adad son of Aššur-malik. 6⅔ minas 8 shekels of refined silver is owed by Enna-Suen son of Iddin-abum. 2 minas 10 shekels of refined silver is owed by Irišum son of Amur-Šamaš.2½ minas of refined silver is owed by Ikūn-pīya son of Aššur-bāni. 0⅔ mina of litu-silver is owed by Ilališkan and Šuppun-ahšu. 2 minas 5 shekels of refined silver is owed by Aluwa. 0⅓ mina of refined silver is the working capital of Lulu son of Aššuriš-tikal. 1 mina of refined silver is the working capital of Šu-Ištar son of Šukkutum. 1 mina of refined silver is owed by Šumma-libbi-Aššur. 5½ shekels of refined silver is owed by Nannaya. 10 shekels of litu-silver is owed by Aššur-rabi son of Lā-qēp. 0⅔ mina of refined litu-silver is owed by Šu-Ištar. 0⅓ mina 1 shekel of litu-silver is owed by Ašed and his son Adiya. 1½ mina of refined silver is owed by Ilī-muttabbil son of Amur-Ištar. 20 minas of washed copper is owed by Tutaya son of Anah-ilī. 1⅚ mina 4 shekels of refined silver is owed by Aššur-taklāku son of Ikūnum.0½ mina 1⅚ shekels of litu-silver is owed by Waldi-ilum son of Šu-Bēlum. 0⅚ minas of refined silver is owed by Amur-Aššur son of Abiya. 0½ mina of refined silver is the working capital of Ibni-Adad.10 shekels of refined silver is owed by Ikūn-pī-Aššur son of Puzur-Ištar. 12½ minas 6 shekels of refined silver is owed by Amur-Šamaš son of Šu-Anum.0½ mina 1½ shekel of refined silver is owed by Abu-šalim. 1 mina 7½ shekels of silver is owed by Atata son of Ennānum. 3⅚ minas 5½ shekels of refined silver is owed by Amur-Šamaš son of Šu-Anum. 1½ mina of refined silver is owed by Amur-Šamaš son of Šu-Anum. 0⅓ mina of refined silver is the working capital of Kize. 1 mina of refined silver is owed by Abu-šalim. 2 minas 16 shekels of lapis lazuli of good quality from the votive offerings for Aššur, 45 ordinary kutānus, 30 minas of tin plus 2 black donkeys and their harness has the merchant given to Šu-Ištar son of Šukkutum. 0½ mina of refined silver is owed Šuppun-uman. 10 shekels of refined silver is owed by Šu-Bēlum son of Kuziziya. 2 minas 4 shekels of refined silver is owed by Šu-Ištar son of Aššur-lamassī. 12 shekels of refined silver is owed by Ennam-Aššur son of Erra-idī. 0½ mina 2½ shekels of silver is owed by Amur-Ištar."
a-na a-lá-hi-im qí-bi-ma um-ma a-mu-ur-ša-ra-sú ù šu-{d}EN.LÍL-ma a ma-lá a-šur-{d}UTU-ši ù da-da-a iš-pu-ru-ni-ku-ni a-na-kam a-na-ku ù šu-{d}EN.LÍL lá <gap>-<gap> ni-ma iš-pu-ru-ni-ku-um a ma-lá a-we-lu iš-pu-ru-ni-ku-ni šu-ma a-wa-tum tí-ir-ta-kà li-li-kam-ma a-wi-lam KÙ.BABBAR lu nu-ša-áš-qí-il5 iš-tí a-li-ki-im pá-ni-e-ma i-hi-id-ma tí-ir-ta-kà li-li-kam a-na kà-lá KÙ.BABBAR lá-qá-im ú-za-kà lá i-ba-ší ku-ra-<gap> lá i-ša-qal a-<gap>-mì-kà,"To Ali-ahum from Amur-šarrassu and from Šu-Illil: In accordance with what Aššur-šamšī and Dadaya wrote to you I and Šu-Illil here ... and they have written to you. In accordance with what the men wrote to you, if there is a case, then send me word so we may have the man pay the silver. Pay attention and send me word with the first transport. Do not focus on taking all of the silver. Kura will not pay ..."
<gap> ú a-lá-hi-im iš-tù ha-muš-tim ša i-tur4-DINGIR ITU.KAM ma-hu-ur-ì-lí li-mu-um e-na-sú-in iš-qú-lu-nim IGI a-hu-qar DUMU šu-IŠTAR IGI a-šur-du-gul DUMU pì-lá-ah-IŠTAR IGI a-ni-na DUMU MAN-a-na,"... and Ali-ahum. Reckoned from the week of Itūr-ilī, month Mahhur-ilī, in the eponymy Enna-Suen, they paid me. Witnessed by Ahu-waqar son of Šu-Ištar, by Aššur-dugul son of Pilah-Ištar, by Annina son of Puzur-Anna."
<gap> ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ì-lí-a-lim šu-IŠTAR i-šu IGI ì-lí-dan DUMU id-na-a-šur IGI i-ku-pí-a-šur DUMU PUZUR4-iš8-tár IGI šu-ku-bi-im i-na <gap> lu iš-tù ku-bu-ur-na-at ú-šé-ba-lam lu i-na ba-a-áb-tí-šu a-lá-qé ší-tí KÙ.BABBAR a-na ṣí-ib-tim a-la-qé-ma KÙ.BABBAR ù ṣí-ba-sú ì-lí-a-lim ú-ma-lá,"x minas and 2 shekels of refined silver Ilī-ālum owes to Šu-Ištar. Witnessed by Ilī-dān, son of Iddin-Aššur, by Ikūn-pī-Aššur, son of Puzur-Ištar, and by Šu-Kūbum. On ... ... ... ... ... ... he will send it me from Kuburnat or I will take it from his outstanding claims. The rest of the silver I will then borrow at interest and the silver and the interest on it Ilī-ālum will compensate."
um-ma šu-IŠTAR-ma a-na zi-zi-zi-i ù IŠTAR-lá-ma-sí qí-bi4-ma 10 GÍN AN.NA a-nu-pí-a na-áš-a-ku-nu-tí um-mì a-tí e-lá-nu-ki ma-ma-an lá i-šu ṣú-ùh-ra-am lá tù-me-sí a-ṣé-er <gap>-<gap> ú a-nu-pì-a <gap> ga <gap>-zi-ik <gap> DUG ar-ša-tim li-dí-na-ki-NU-tí ú-dí a-na-ma a-na-kam ú-ša-hi-sú ú a-tí a-wa-tim ša nu-a-im 3 GÍN KÙ.BABBAR ša e-zi-bu KÙ.BABBAR lu a-na-ku áš-qúl lu a-bu-ša-lim iš-qúl tí-ir-ta-ku-nu li-li-kam,"From Šu-Ištar to Zizizi and Ištar-lamassī: Anupiya brings you 10 shekels of tin. My dear mother, without you I have no one. Do not let the children starve. ... to ... and Anupiya ... ... He should give you ... a jar of wheat. Certainly, in this way I instructed him here and as for you, in the matter of the Anatolian, send me word about the 3 shekels of silver that I left, whether I myself paid the silver or whether Abušalim paid it."
1 ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a ni-sà-ba tù-ra-mì-ili5 i-šu iš-tù ha-mu-uš-tim ša DINGIR-na-da a-2 ITU.KAM a-na kà-né-eš ú-šé-ba-lam 1.5 GÍN.TA a-1-ma-na-im i ITU.KAM ú-ṣa-áb IGI na-áb-sú-in IGI šu-ku-bi4-im,"1 mina 2 shekels of refined silver Anisaba owes to Tūram-ilī. Reckoned from the week eponymy of Ilī-nādā he will send me the silver to Kanesh in 2 months. If he does not send it he will add as interest 1½ shekel per mina per month. In the presence of Nabi-Suen, of Šu-Kūbum."
<gap> GÍN KÙ.BABBAR a-na du-li i-na ú-lá-ma a-dí-in um-ma šu-ut-ma ku-ta-nam ú-šé-ba-lá-kum 1.3333300000000001 ma-na KÙ.BABBAR KI ha-lu-a <gap>,"I gave Duli in Ulama x shekels of silver. He said: I will send you one -textile."" 1⅓ mina of silver is with halua ..."""
a-na ma-nu-ki-a-šùr ù a-na-a-na qí-bi-ma um-ma en-um-a-šùr-ma 1.5 ma-na KÙ.BABBAR ú 5 GÍN KÙ.GI ku-nu-ki-a a-na ṣé-er i-tur4-DINGIR ša-lim-ar-dí na-ší a-na ma-lá <gap> ša-lim-ar-dí i-tur4-DINGIR <gap> e-<gap> ṭù-ur-da-ni-im <gap> ú-qá-a ú a-na ú-ṭí-tí-a ih-da-ma ma-lá <gap> ta <gap> lu ú-ṭá-tum e-<gap> úz-ni pé-té-a a-na a-na-a-na qí-bi-ma ša-am-nam ṭá-i-bi ù a-na mì-ma ša áš-pu-ra-ki-ni ku-un-ki-ma iš-tí ša-lim-ar-dí šé-bi4-li-im ú a-dí ša lá-qé-ep <gap> šu-up-ri-im a ma-nu-ki-a-šur qí-bi-ma ší-im ṣú-ba-tí-kà i-na a-lá-ki-a ú-ba-al,"To Mannum-kī-Aššur and Anna-anna from Ennam-Aššur: Šalim-wardī brings 1½ mina silver and 5 shekels of gold under my seal to Itūr-ilī. In accordance with ... Šalim-wardī Itūr-ilī ... send to me ... I await it. Also take care with my grain and in accordance with ... both the grain ... Inform me. To Anna-anna: Make the oil sweet; also, seal all that I write you about and send it with Šalim-wardī. Also, write me about the affair concerning Lā-qēp. To Mannum-kī-Aššur: I shall bring the proceeds from your textiles when I arrive."
1 GÚ 1 ma-na 1 GÍN KÙ.BABBAR ù 1 ma-na 1 GÍN KÙ.GI qá-qá-sú ma-sà-a-am ù 3 ma-na KÙ.GI ša-am-ša-am ik-ri-bi a-na a-šùr ha-bu-lá-ku a-na iš-ta-ar a-šu-ri-tim qá-at-ni-tim ù dí-me-tim ù-re-e ik-ri-be ha-bu-lá-ku a-na a-nu-ni-tim ú-ra-am ha-bu-lá-ku 0.5 ma-na KÙ.BABBAR ni-is-ha-tim a-na a-šur ha-bu-lá-ku,"I owe as votive offering to Aššur 1 talent 1 mina 1 shekel of silver plus 1 mina 1 shekel of gold, to purify his head, plus a sun-disk of 3 minas of gold. I owe vulva-ornaments as votive offerings to Ištar of Assur, of Qatna and of Dim."
