source_pdf,transliteration,translation
AKT 8 2015.pdf,#E  a-!u-um-ke 15  #E,"1/12 shekel for onions, 1/12"
AKT 8 2015.pdf,a-qá-nu-e  !a  ki-ra-tim,"shekel for reed for the jars,"
AKT 8 2015.pdf,1/6  GÍN a-na  UDU e-ri-/im,2 1/6 shekels for a ‘naked’  sheep;
AKT 8 2015.pdf,ki-ra-tim  $ GÍN  7#  #E,"7 jars of beer we drew, 3/8 shekel;"
AKT 8 2015.pdf,ni-is-bi4 : i-na  !a-nim  u4-mì-im,on the second day
AKT 8 2015.pdf,ki-ra-tim  ni-is-bi4,4 jars of beer we drew;
AKT 8 2015.pdf,1 GÍN  KÙ.B.  DUMU A-!ur-dan  ù,1 shekel of silver (for) the son of A!!ur-d%n
AKT 8 2015.pdf,1$ GÍN a-na  Lu-lu  a-na  GIG,"and 1, shekel for Lullu, for wheat,"
AKT 8 2015.pdf,u.e. nu-ra-dí  #  GÍN 15 <#E>  a-na,we added; 7/12 shekel for
AKT 8 2015.pdf,ki-ra-tim ni-i!-qúl,2 jars of beer we paid;
AKT 8 2015.pdf,GÍN  KÙ.B. a-na  UDU  ni-i!-qúl,1 shekel silver we paid for a sheep.
AKT 8 2015.pdf,"What I!tar-lamass"" and presumably her sons left behind was more than cash money. Lines","*179:13-27 of the last will mention “tablets”, probably recording debts for which houses were"
AKT 8 2015.pdf,XI.  IR’AM-A!!UR (189-205),"Ir’am-A!!ur was the son of Id(d)i-b""ni74 and married to #alimma, a daughter of Elamma, as"
AKT 8 2015.pdf,"Ir’am-A!!ur’s name is usually spelled Ir-ma-A!!ur, with contraction, but occasionally Ir-","am-A!!ur (*226A:1//B:18) and he even occurs as Na-ra-am-A!!ur, son of Id(d)i-b""ni (in *233:"
AKT 8 2015.pdf,"DUMU I-dí-ba-ni, shows that NI- is to be read Ì-, but I do not know what the name means. Ir’am-A!!ur’s","son was named after this grandfather, see *192:15-16."
AKT 8 2015.pdf,"3, 27a:1; 5, 26d:14; CTMMA 78c:1; EL 93:1; 235:9.27.30 (correct in both texts Abum-A!!ur into Ir-ma-","A!!ur); KTBl. 5:16; Prag I, 535:23; 653:6; 750:2; RA 58 no. 22:18. 24; TC 3, 67-69 (letter of Enlil-b""ni"
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  268,"have sworn an oath by the City and they have been entitled77, so that they will not raise claims"
AKT 8 2015.pdf,"A.  Ir’am-A""""ur and Ennam-A""""ur (189-194)","The next six texts document business relations between Ennam-A!!ur, a son of Elamma"
AKT 8 2015.pdf,En-um-A-!ur-ma  i-nu-[mì  i-na],Ennam-A!!ur: “When in Hurama
AKT 8 2015.pdf,Hu-ra-ma  na-á!-pè-er-tá[m],you wrote for me a document
AKT 8 2015.pdf,a-dí  TÚG.HI.A  tù-lá-pì-ta-[ni],"concerning the textiles, apart from"
AKT 8 2015.pdf,e-lá  2# GÍN KÙ.B. !a  [Ø],the 2%  shekels of silver that you had
AKT 8 2015.pdf,gám-ra-am  !a  ha-ra-nim  a-qá-[tí-a],"cash the travel expenses’,"
AKT 8 2015.pdf,dí-na-am  um-ma  a-ta-ma  a-°dí¿,but you answered me:
AKT 8 2015.pdf,TÚG.HI.A  ta-!a-lá-ha-ni  ù a-na-ku,‘Only when you salvage the textiles
AKT 8 2015.pdf,a-lá-ak-ma  i!-tù  Ha-hi-im,I will go and send you from Hahhum
AKT 8 2015.pdf,ú-!é-ba-lá-kum  ù  a-dí  ma-lá ù !í-/ni-!u,expenses’. Then I wrote a few times
AKT 8 2015.pdf,a-na  Ha-hi-im  á!-pu-ra-ku-ma  a-ta,"to you in Hahhum, but you did not send"
AKT 8 2015.pdf,mì-ma  lá  tù-u!-té-bi-lam  i-nu-mì,me anything. Did you not know that when
AKT 8 2015.pdf,ta-tal-ku : lá  tí-dí-e  ki-ma  ha-ra-na-tum,you had left the roads were in turmoil
AKT 8 2015.pdf,sà-hu-a-ni  ù  É.GAL-lu  da-nu-ni,and the palaces were headstrong?
AKT 8 2015.pdf,a-dí  a-wa-tum  iz-ku-a-ni  ITU.8. KAM,Until the matter was cleared I had
AKT 8 2015.pdf,i-na  li-bi  ma-tim  as-hu-ur,to stay 8 months in the interior.
AKT 8 2015.pdf,TÚG.HI-tù  i-na  a-lá-ni  a-!ar  ib-!í-ú-ni,"I went to where the textiles were, in the"
AKT 8 2015.pdf,TÚG.HI.A a-%é-er  !a-zu-za-tí-kà  a-na,great effort I brought the textiles into
AKT 8 2015.pdf,Wa-ah-!u-!a-na  °ú¿-!é-ri-ib-ma,Wah!u!ana to your representatives.
AKT 8 2015.pdf,TÚG.HI.A a-gám-ri-im  i-gi5-im-ru,Three textiles were spent for expenses.
AKT 8 2015.pdf,TÚG.HI.A   sà-sà-am  lá-áp-tù-ma,The textiles are affected by moth and in
AKT 8 2015.pdf,!í-mu-um  lá  i-ba-!í  Pì-lá-ah-I!tar,"them for sale, but there were no buyers."
AKT 8 2015.pdf,a-ma-kam  lá  e-ta-wu-ku-um   ki-ma,Did Pilah-I!tar not tell you there that
AKT 8 2015.pdf,sà-sú-um  u!-ta-am-ri-%ú-!u-nu,moths have spoiled them and that one
AKT 8 2015.pdf,ù  !í-ma-am  ba-at-qám   ú-kà-i-lu-ni,offers a bad price for them?
AKT 8 2015.pdf,TÚG.HI.A  a-na  2$ ma-na  KÙ.B.,Ten textiles have now been sold for 2&
AKT 8 2015.pdf,[ ta-/ad-nu,[ minas of silver.
AKT 8 2015.pdf,KÙ.B. !a  ki-ma  ku-a-tí ik-nu-ku-nim-ma,Your representatives sealed the silver
AKT 8 2015.pdf,a-na-kam  i-ba-!í  ki-ma  i-na  Hu-ra-ma,and it is here. While you instructed me in
AKT 8 2015.pdf,tù-na-hi-dí-ni  um-ma  a-ta-ma  !u-ma,Hurama as follows: ‘If your sister goes
AKT 8 2015.pdf,a-ha-at-kà  a-na  a-limki ta-lá-kam KÙ.B.,"to the City, give the silver, the price the"
AKT 8 2015.pdf,!í-im  TÚG.HI.A dí-!í-ma  °lu¿ ta-li-kam,"textiles yielded, to her and let her come"
AKT 8 2015.pdf,a-na-kam  ki-ma  ku-%ú  da-nu-ni-ma,here’. But since a severe cold reigns here
AKT 8 2015.pdf,[ lá  na-&ù-ma,[ it is not feasible for her
AKT 8 2015.pdf,lá  ta-lá-kà-ni  a-dí  ki-am  KÙ.B. lá,to go and therefore I did not yield the
AKT 8 2015.pdf,[ ú-!ar-!í-im,[ silver to her.
AKT 8 2015.pdf,a-ta  a-ma-kam  ma-lá-kà  3 ma-na  LÁ,It is up to you there what to do. I sent
AKT 8 2015.pdf,KÙ.B.  i!-tí  (u-Sú-en6  i!-tù  Ha-tim,"of silver with #u-Suen from Hattum,"
AKT 8 2015.pdf,ú-<!é>-bi-lá-ku-ma  um-ma  a-na-ku-ma,"thinking: ‘He is my father, he will go"
AKT 8 2015.pdf,i-lá-ak-ma  i!-tù A-limki  AN.NA ú-!é-lá-°ma¿,and bring tin up for me from the City so
AKT 8 2015.pdf,KÙ.B. 1 GÍN e-li-a-ma ù KÙ.B. a-DAM.,that I obtain at least some silver and also
AKT 8 2015.pdf,[  [GÀR-ri-a],[can pay silver to my creditor and send
AKT 8 2015.pdf,a-![a-qa]l-ma a-na !a &up-pì-a ú-!é-b[a-al],(what I owe) on the basis of my tablet’.
AKT 8 2015.pdf,a-ta  um-ma a-ta-ma  KÙ.B. a-ha-[at-kà],"But you, you said: ‘Your sister needed"
AKT 8 2015.pdf,ta-°ah¿-!a-ah-ma  a-na  !a  &up-p[ì-kà,silver and I have given it to her on the
AKT 8 2015.pdf,[ a-tí-dí-!í-im],[ basis of your tablet’.
AKT 8 2015.pdf,ur-ki-tám i-°ba¿-áb ha-ra-ni-kà  [um-ma,"Later, when you were about to set out on"
AKT 8 2015.pdf,[  a-ta-ma],"[ a journey, you said: ‘Give me"
AKT 8 2015.pdf,KÙ.B.1 GÍN i-!u qá-tí-kà dí-na-[ma AN.NA],every single shekel of silver you have
AKT 8 2015.pdf,ma-na  lá-á!-a-ma-ku-ma  KÙ.B.,"then I will buy for you tin, 10 minas, so"
AKT 8 2015.pdf,[ li-li-a-ku-ma li-ba-am],[ that you can obtain silver and gather
AKT 8 2015.pdf,ri-!í  a-ta  ki-ma  li-bi4-i[m  ta-da-nim],"courage’. But instead of encouraging me,"
AKT 8 2015.pdf,ma-na  14  GÍN KÙ.B.  ni-[is-ha-sú DIRI,(for) the 1 mina 14 shekels of silver - its
AKT 8 2015.pdf,!a-du-a-sú  !a-bu a-ha-m[a $ ma-na KÙ.B.],"and in addition & mina of silver, temple"
AKT 8 2015.pdf,ik-ri-bu  !a  A-!ur  ni-is-h[a-sú  DIRI,"funds of A!!ur -  its excise added, its"
AKT 8 2015.pdf,[  <!a-du-a-sú>,[ transport fee paid – that I gave you
AKT 8 2015.pdf,°!a¿-bu  IGI  A-zu-ta-a  ù  Ì-d[í-ba-ni],"in the presence of Azutaya and Idi-b""ni"
AKT 8 2015.pdf,le.e. a-na  !í-a-ma-tim  a-dí-na-kum a-ta a-dí,"to make purchases with, until this very"
AKT 8 2015.pdf,[ u4-mì-im  a-nim  °AN.NA¿ / !í-im,[day you have not sent me the tin bought
AKT 8 2015.pdf,[ KÙ.B.-pì-a lá  tù-u!-té-bi4-la-am,[ with  my silver!
AKT 8 2015.pdf,col. I  um-ma  a-na-ku-ma  a-bi  a-ta,"I had said: ‘You are my father, my boss,"
AKT 8 2015.pdf,be-lí  a-ta  AN.NA. 10 ma-na,"purchase for me tin,"
AKT 8 2015.pdf,!a-ma-ma  !é-bi4-lam,"10  minas, and send it me’."
AKT 8 2015.pdf,col. II  a-bi4  a-ta  be-lí  a-ta  !í-im  KÙ.B.,"Please, my father, my boss, send what"
AKT 8 2015.pdf,!a  a-dí-na-ku-ni  AN.NA-!u  !é-bi4-lam,"was bought with the silver I gave you, its"
AKT 8 2015.pdf,e-en6  A-!ur <!a-mì-ra-ni>,tin. Enable me to face A!!ur!”
AKT 8 2015.pdf,"Earlier I had restored !a-[ni-tám la] taddinanni, a reading taken over in Geography footnote","438, but it is impossible, since it does not explain the subjunctive of the verbal form."
AKT 8 2015.pdf,a-na  Ir-ma-A-!ur  ù  dUTU-ba-ni,"To Ir’am-A!!ur and #ama!-b""ni,"
AKT 8 2015.pdf,a-na  Ir-ma-A-!ur  qí-bi-ma,"and in particular to Ir’am-A!!ur,"
AKT 8 2015.pdf,ma-na  LÁ 3 GÍN KÙ.B. i-pá-ni-tim,“Previously I sent you 2 minas
AKT 8 2015.pdf,i!-tù  Ha-tim  i!-tí  (u-Sú-en6,57 shekels of silver from Hattum
AKT 8 2015.pdf,ú-!é-bi-lá-ku-ma  um-ma  a-na-ku-ma,with #u-Suen and I thought:
AKT 8 2015.pdf,a-bi  !u-ut  i-lá-ak-ma  i!-tù,"‘He is my father, he will go and send"
AKT 8 2015.pdf,a-limki AN.NA 10 ma-na ú-!é-ba-lá-ma,me from the City at least 10 minas of tin
AKT 8 2015.pdf,li-ba-am  i-da-nam  ù  KÙ.B.,and thereby encourage me. And when some
AKT 8 2015.pdf,GÍN  e-li-a-ma  KÙ.B. a-na,silver becomes available for me I will then
AKT 8 2015.pdf,DAM.GÀR-ri-a  a-na  !a  &up-pì-a,be able to send silver to my creditor
AKT 8 2015.pdf,ú-!é-ba-al  a-ta  um-ma  a-ta-ma,on the basis of my tablet’. But you said:
AKT 8 2015.pdf,KÙ.B. a-ha-at-kà  ta-ah-!a-ah-ma,"‘Your sister needed the silver, so I gave it"
AKT 8 2015.pdf,a-na  !a  &up-pì-kà  a-tí-dí-!í-im,to her on the basis of your tablet’.
AKT 8 2015.pdf,ur-ki-tám i-ba-áb  ha-ra-<ni>-kà,"Later, when you were about to set out on"
AKT 8 2015.pdf,um-ma  a-ta-ma  KÙ.B. 1  GÍN,"a journey, you said: ‘Give me every single"
AKT 8 2015.pdf,i-!u  qá-tí-kà  dí-na-ma  AN.NA,shekel of silver you have available then I
AKT 8 2015.pdf,ma-na  lá-á!-a-ma  lu-!é-bi4-lá-ku-ma,"will buy for you and send you tin, 10"
AKT 8 2015.pdf,KÙ.B. li-li-a-ku-ma  li-ba-/am,"minas, so that you can obtain silver and"
AKT 8 2015.pdf,ri-![í]  um-ma  a-ta-ma,gather courage!’ You also said: ‘You must
AKT 8 2015.pdf,ù  [a-n]a  TÚG.HI-tí-a  a-na-ah-ma,also exert yourself for my textiles and
AKT 8 2015.pdf,TÚG.HI-tù  lá  i-ha-li-qú  °i¿-nu-mì,The textiles must not get lost!’ When
AKT 8 2015.pdf,ta-tal-ku  lá  tí-dí-e  ki-ma,"you left, did you not know that the roads"
AKT 8 2015.pdf,ha-ra-na-tum  ù  É.GAL-lu,and the palaces were causing difficulties?
AKT 8 2015.pdf,da-nu-ni a-dí TÚG.HI.A á!-lu-hu ITU.7./,Until I had salvaged the textiles I stayed
AKT 8 2015.pdf,i-na li-bi  ma-tim as-hu-ur         [ KAM,seven months in the interior. Three textiles
AKT 8 2015.pdf,TÚG.HI.A  a-gám-ri-im !a ha-ra-nim,"were spent for the expenses of the trip,"
AKT 8 2015.pdf,i-gi5-im-ru-ma TÚG.HI.A  ku-nu-ki !a,but I managed to ship the textiles under
AKT 8 2015.pdf,a-%é-er !a-zu-za-tí-kà ú-<!é>-li-ma,Kulumaya’s seals to your representatives.
AKT 8 2015.pdf,TÚG.HI.A  sà-sà-am  !a-am-ru-%ú-ma,The textiles are badly affected by moth
AKT 8 2015.pdf,a-na  3$  ma-na  KÙ.B. ta-ad-nu,and have been sold for (only) 3& minas
AKT 8 2015.pdf,KÙ.B. i-ku-<nu>-uk  !a-zu-uz-tí-kà,"silver. The silver, under the seals of your"
AKT 8 2015.pdf,i-ba-!í  a-bi4  a-ta  be-lí  a-ta,"Please, my father, my boss, to whom"
AKT 8 2015.pdf,e-lá-kà  a-ma-nim  a-da-gal  KÙ.B.,else but you can I look (for help)? I collec-
AKT 8 2015.pdf,GÍN i-!u qá-tí-a ú-pá-he-er-ma,ted every single shekel I had available and
AKT 8 2015.pdf,[ 1  ma-na / 14  GÍN,"[ 1 mina 14 shekels of silver,"
AKT 8 2015.pdf,ni-is-ha-sú  DIRI  !a-du-a-sú  !a-bu,"its excise added, its transport fee paid,"
AKT 8 2015.pdf,ku-nu-ki-a IGI  A-zu-ta-a IGI Ì-dí-ba-ni,"funds of A!!ur, I gave you in the presence"
AKT 8 2015.pdf,i-na  Hu-ra-ma  a-na  !í-a-ma-tim,"of Azut""ya and of Idi-b""ni in Hurama"
AKT 8 2015.pdf,IGI A-zu-ta-a IGI Ì-dí-ba-ni a-dí-na-kum,for making purchases << in the presence of
AKT 8 2015.pdf,um-ma a-na-ku-ma a-bi4 a-ta be-lí a-ta,"Azut""ya and of Id$-b""ni >>  and I said:"
AKT 8 2015.pdf,AN.NA 10  ma-na,"‘Please my father, my boss, buy for me"
AKT 8 2015.pdf,l.e. I !a-ma-ma  !é-bi4-lam-ma,"tin, 10 minas, and send it to me and"
AKT 8 2015.pdf,e-en  A-!ur  ù  e-né-kà,so allow me to face A!!ur and
AKT 8 2015.pdf,!a-mì-ra-ni  mì-nam,and you!’ What misdeed
AKT 8 2015.pdf,l.e. II ar-!í-a-ku-ma  ù  a-dí-i,against you that until this
AKT 8 2015.pdf,lá  tù-!é-ba-lam !í-im KÙ.B.-/pì-a,the tin?  Send me the tin
AKT 8 2015.pdf,AN.NA  !é-bi-lam,bought with my silver!”
AKT 8 2015.pdf,Either add <i-na> or read ur-ki-tam with *189:46.,"21. See for the verb an""hum, Veenhof, Lex., s.v."
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  272,"occurrence in a letter of #at-A!!ur, BIN 4, 22:11 and 30, of ú-lá-ku-a-tí and a-lá-ku-a-tí (see"
AKT 8 2015.pdf,um-ma  En-um-A-!ur-ma,thus Ennam-A!!ur: “I sent you
AKT 8 2015.pdf,ma-na  LÁ 3 GÍN  KÙ.B. i-pá-ni-tim,earlier 2 minas 57 shekels of silver
AKT 8 2015.pdf,a-na  Kà-ni-ì!  ú-!é-bi4-lá-ku-ma,to Kanesh and you brought
AKT 8 2015.pdf,KÙ.B  a-na  a-limki  tù-bi-il5-ma,that silver to the City and I thought:
AKT 8 2015.pdf,[um-ma] a-na-ku  a-bi  !u-ut  i-lá-ak-ma,"‘He is my father, he will go and [bring"
AKT 8 2015.pdf,[i!-t]ù  a-limki  AN.NA  10  ma-na,"up] from the City tin, 10 minas, so that"
AKT 8 2015.pdf,[ú-!é-lá]-ma KÙ.B 1 GÍN e-li KÙ.B,I can seal and send at least some silver
AKT 8 2015.pdf,[  a-!a  &up-pì-a,[ on top of
AKT 8 2015.pdf,[a-kà-n]a-ak-ma  ú-!é-ba-al,that (owed) according to my tablet’.
AKT 8 2015.pdf,[a-ta AN.N]A  lá  ta-á!-ta-ma-am,"But you have bought no tin for me,"
AKT 8 2015.pdf,[um-ma a-ta]-ma  KÙ.B  a-ha-at-kà,with the argument: ‘Your sister needed
AKT 8 2015.pdf,[ta-ah-!a-ah]-ma °a-na  a¿-ha-tí-kà,"the silver, so I gave it to your sister"
AKT 8 2015.pdf,[a-!a &up-pí-kà  a-t]í-dí-!u-um-ma,[on the basis of you tablet] and ...
AKT 8 2015.pdf,[1 ma-na 14 G]ÍN KÙ.B ni-is-ha-[sú],"[1 mina 14] shekels of silver, its excise"
AKT 8 2015.pdf,[DIRI  !a-d]u-a-sú  !a-bu  a-ha-ma,"added, its transport fee paid, and separately"
AKT 8 2015.pdf,[$ ma-na  KÙ.B]  ni-is-ha-sú  DIRI,"[& mina of silver], its excise added, its"
AKT 8 2015.pdf,[  !a-du-a-sú,"[ transport fee paid,"
AKT 8 2015.pdf,"[!a-bu  ik]-ri-bi4  !a  A-!ur  ku-nu-ki-a,","temple funds of A!!ur, I gave you under"
AKT 8 2015.pdf,[IGI  A]-zu-ta-a  IGI  Ì-dí-ba-ni,"my seals in Hurama, with Azutaya"
AKT 8 2015.pdf,i-na  Hu-ra-ma  a-dí-na-ku-um,"and Idi-b""ni as witnesses. I said:"
AKT 8 2015.pdf,AN.NA  !a-ma-ma  !é-bi4-lálam,"me tin and send it to me’, but"
AKT 8 2015.pdf,a-ta  mì-ma-!a-ma  lá  tù-u!-té-bi4-lam,you have not sent me anything!
AKT 8 2015.pdf,TÚG.HI-tù  !a  i-na  Lu-hu-sà-dí-a,As for the textiles you entrusted to me in
AKT 8 2015.pdf,tap-qí-da-ni  ha-ra-na-tum  sà-ah-a-ma,Luhusaddiya – there was trouble on the roads
AKT 8 2015.pdf,a-dí-i  a-wa-tum  iz-ku-a-ni TÚG.HI-tù,and the textiles stayed in the villages until
AKT 8 2015.pdf,a-lá-ni-ma  ib-!í-ú  ITU.6.KAM,the situation was cleared. Six months ago
AKT 8 2015.pdf,i-na  Hu-ra-ma  gám-ra-am  e-ri-/i!-kà,I asked from you in Hurama (to pay) my
AKT 8 2015.pdf,um-ma  a-ta-ma  a-lá-ak-ma,expenses. You said: ‘I will go and
AKT 8 2015.pdf,ù  2  ma-na  [ú-!é-ba-lá-kum],minas of tin. But you have not
AKT 8 2015.pdf,mì-ma  lá  tù-u!-té-[bi-lam],sent me anything!
AKT 8 2015.pdf,ma-na 14  GÍN KÙ./B.,"1 mina 14 shekels of silver,"
AKT 8 2015.pdf,a-ha-ma $ ma-na  KÙ.B.,"separately & mina of silver,"
AKT 8 2015.pdf,ik-ri-bu ku-nu-ki,"temple funds, under the seals"
AKT 8 2015.pdf,!a  DAM.GÀR En-um-A-/!ur,"of tamk""rum, Ennam-A!!ur"
AKT 8 2015.pdf,ip-qí-id-ma  a-na,Ir’am-A!!ur and
AKT 8 2015.pdf,a-limki a-na  !í-a-ma-/tim,he brought it to the City
AKT 8 2015.pdf,IGI A-zu-ta-a  DUMU,"In the presence of Azut""ya, son"
AKT 8 2015.pdf,IGI Ì-dí-ba-ni,"of Idi-b""ni,"
AKT 8 2015.pdf,DUMU Ir-ma-A-!ur.,son of Ir’am-A!!ur.
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  274,"7-8. “Seal of the tamk""rum” could be used to keep the name of the owner secret, be short for"
AKT 8 2015.pdf,5/6 ma-na 7 G[ÍN],2 minas 57 shekels of silver
AKT 8 2015.pdf,°KÙ.B.¿ ku-nu-ki !a En-um-/A-!ur,"under the seals of Ennam-A!!ur,"
AKT 8 2015.pdf,DUMU E-lá-ma,"son of Elamma,"
AKT 8 2015.pdf,(u-Sú-in  DUMU Ì-lí-a,"#u-Suen, son of Iliya,"
AKT 8 2015.pdf,ù Ir-ma-A-!ur ip-qí-id-/ma,and Ir’am-A!!ur and
AKT 8 2015.pdf,KÙ.B. Ir-ma-A-!ur,Ir’am-A!!ur will bring
AKT 8 2015.pdf,a-na a-limki A-!ur,the silver to the
AKT 8 2015.pdf,ú-ba-al-!u  a-na,city of Assur . He
AKT 8 2015.pdf,rev.  En-um-A-!ur,the debt of Ennam-A!!ur
AKT 8 2015.pdf,a-na  DAM.GÀR i-!a-qal,to the creditor.
AKT 8 2015.pdf,KÙ.B. a-!u-mì En-um-A-!ur,The silver will travel overland
AKT 8 2015.pdf,GÁN-lam e-tí-iq,in the name of Ennam-A!!ur.
AKT 8 2015.pdf,IGI A-!ur-ba-ni  DUMU,"and by A!!ur-b""ni, son of"
AKT 8 2015.pdf,um-ma Dan-A-!ur ù,"Thus D""n-A!!ur and"
AKT 8 2015.pdf,TÚG.HI.A ku-nu-ki  !a,“10 textiles with the seals of
AKT 8 2015.pdf,ub-lam  #À.BA 2 TÚG,brought us. Two of these are
AKT 8 2015.pdf,ù  TÚG.HI-tù,and these textiles
AKT 8 2015.pdf,(a-lá-du-a-ar,brought them into
AKT 8 2015.pdf,ú-!é-ri-ib-!u-nu-ma,#aladuwar and
AKT 8 2015.pdf,GÍN.TA !í-im-!u-nu,"he gave us 15 shekels apiece,"
AKT 8 2015.pdf,i-dí-ni-a-tí-ma 2$ ma-/na,"the price made for them, and"
AKT 8 2015.pdf,KÙ.B. ku-nu-ki-ni,Ennam-A!!ur is now on his way
AKT 8 2015.pdf,En-um-A-!ur,to you with 2& minas of
AKT 8 2015.pdf,na-á!-a-ku-um  a-ma-kam,silver under our seals. Over there
AKT 8 2015.pdf,le.e. li-iz-ku,these textiles.
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  276,"be in financial problems, because he has to pay one or more creditors in Assur. The background"
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  277,"of 1 mina 44 shekels of silver (*189:50-52//190:36-39//191:22-25), sufficient to buy ca. 20"
AKT 8 2015.pdf,"(*191:31-32). A situation with unsafe roads (stative of sah""’um, D-stem) and unyielding local","palaces (dannum, *189:16) had obliged E. to wait many months “in the interior” until the trade"
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  278,had to pay expenses and wrote for E. a “document concerning the textiles” (see the note on
AKT 8 2015.pdf,"Ennam-A!!ur was in Luhuzattiya, Irma-A!!ur sent him a letter [from Hurama? *189:3], some",silver and an order on what to do with a consignment of textiles arriving in Hurama from
AKT 8 2015.pdf,"Assur. Thereupon [*189:14f. //*190:23f.] Irma-A!!ur continued his journey to Hahhum, where",he stayed for a while [*189:10-13] before finally leaving for Assur [implied by *189:41ff.].  In
AKT 8 2015.pdf,"situation had settled down, Ennam-A!!ur sent the goods from Hattum to Wah!u!ana [*189:21-","22, cf. *190:30]. Furthermore, he sent #u-Suen from Hattum to Irma-A!!ur in Kane! with a"
AKT 8 2015.pdf,XI.  IR’AM-A##UR (189-205)                                                  279,order to come to Luhusaddiya / Hurama to receive a new consignment. Why this consignment
AKT 8 2015.pdf,"A letter of Ir’am-A!!ur, perhaps sent from Assur,  to three persons in Kanesh about a payment","they have to make for him, about how they should act in connection with a shipment of silver,"
AKT 8 2015.pdf,ù En-um-A-!ùr  qí-bi-ma,and Ennam-A!!ur:
AKT 8 2015.pdf,ma-na KÙ.B. ku-nu-ku-a : !a,"“1 mina of silver under my seals,"
AKT 8 2015.pdf,(u-Lá-ba-an ù Ku-ra-ra  dí-na-!u,"there to #u-Lab""n and Kurara"
AKT 8 2015.pdf,ù !í-bé !u-uk-na  ki-ma KÙ.B.,and you must set witnesses
AKT 8 2015.pdf,!a Sú-en6-na-da °il5¿-qé-ú-ni,"that they received Suen-n""d""’s silver."
AKT 8 2015.pdf,a-na %é-er A-!ur-GAL dEN.LÍL-ba-ni,"under my seals, I sent Ellil-b""ni, son of"
AKT 8 2015.pdf,a-!a-me-ma : a-dí-ni : a-ma-kam,I hear that he is still staying there
AKT 8 2015.pdf,wa-!a-áb : !u-ma a-na pá-ni,and if he has indeed not left
AKT 8 2015.pdf,KÙ.B.  pu-u&-ra-ma AN.NA,unpack the silver and buy for me
AKT 8 2015.pdf,lu 9 GÍN.TA lu ma-lá,tin at 9 shekels per (shekel of silver)
AKT 8 2015.pdf,ta-le-e-a-ni !a-ma-ma,or as favorably as you can and
AKT 8 2015.pdf,dEN.LÍL-ba-ni ù  dUTU-e-nam,"send Ellil-b""ni and #ama!-ennam"
AKT 8 2015.pdf,KI a-lí-ki-im pá-nim-ma,here with the first caravan.
AKT 8 2015.pdf,&ur4-da-nim : a-!u-mì  &up-pé-a,As for my tablets recording that I became
AKT 8 2015.pdf,!a a-na  I-na-a DUMU E-lá-lí,"indebted for silver to Inn""ya, son of El""l$,"
AKT 8 2015.pdf,En-na-Sú-en6 DUMU (u-I!tar,"to Ennam-Suen, son of #u-I!tar"
AKT 8 2015.pdf,ù A-!ur-ma-lík DUMU Qá-a-tim,"and to A!!ur-m""lik, son of Qa’""tum,"
AKT 8 2015.pdf,KÙ.B.  a-hi-ib-lu  KÙ.B.  ú-!é-bi-lá-/,"I have sent them the silver, they"
AKT 8 2015.pdf,!a-bu-ú : &up-pé-a  i!-tí          [!u-nu-tí,are satisfied. Are my tablets with
AKT 8 2015.pdf,Lá-ma-sà-tim  i-ba-!í-ú,Lamassutum or does someone
AKT 8 2015.pdf,lu [ma]-ma-an  i-na  !a-zu-uz-[tí-a],from my representatives have them
AKT 8 2015.pdf,°ú¿-kà-al-!u-nu : a-dí [ma-lá],in his possession? I have written
AKT 8 2015.pdf,ú !í-ni-!u  á!-pu-r[a-ku-nu-tí],you several times. Why has
AKT 8 2015.pdf,le.e. [m]ì-!u-um : ma-tí-ma : té-er-ta-ku-/nu,no report of yours ever
AKT 8 2015.pdf,lá  i-lí-kam-ma  úz-ni,reached me and do you not
AKT 8 2015.pdf,"Ik)n-p$-A!!ur must be the same man as in *240:16, where he figures alongside Ir’am-A!!ur. I","have restored Lamassutum’s name, because she should be informed about Ir’am-A!!ur’s request"
AKT 8 2015.pdf,"#u-Lab""n could be the man who had invested in Elamma’s joint-stock capital, *2:3.","9. It is not clear whether tamk""rum here means “the creditor” (whose name is not revealed) or"
AKT 8 2015.pdf,"10, 14. A!!ur-rabi according to *200 – if it is the same man – was in Ir’am-A!!ur’s service as","harnesser, having received from him a “working capital”. This fits the fact that the silver is sent"
AKT 8 2015.pdf,KI#IB kà-ri-im Kà-ni-i!,Seal of the Kanesh colony
AKT 8 2015.pdf,%a-he-er GAL kà-ru-um,in plenary session. The Kanesh
AKT 8 2015.pdf,[x  m]a-na  KÙ.B.,"“[x] mina of silver,"
AKT 8 2015.pdf,[be-ú-lá]-at  Zi-ki-im,[the working] capital of Zikum
AKT 8 2015.pdf,"A debt-note dated to eponymy year REL 92, recording that Imlik-A!!ur owes Ir’am-A!!ur a","small amount of gold, payable within 15 weeks."
AKT 8 2015.pdf,°2¿ GÍN KÙ.KI,2 shekels of kupur!innu-
AKT 8 2015.pdf,ku-pu-ur-!í-ni-in,gold of fine quality
