tablet_id,transliteration,translation,source_pdf
294. kt 94/k 1133,"a-na 1-lí-e-mu-qì Šu-Ta-mu-zi -bi₄-a-a E-la-a it La-ma-šì qí-bi-/ma um-ma A-dí-da it A-la-hu-/um-ma iš-tit Ša-lim-A-šur: me-tit-/u DAM.GAR-ru-u: ša a-bi₄-ni ša a-ma-kam KB ša ha-bu-lu-ni i-a-tí it En-um-A -šur La-am-ni-/iš e-pu-šu-ni-a-tí-ma : ší-ku-ni it ba-a-ba-tit-ni a-tit-nu : ta-tiŠ-me-a-ma a-na -lim{ki} ta-li-ka-ma :A -lu-um : dí-nam i-dí-in-ma : šu-ma KB Ša-lim-A -šur i-na eq-lim : ha-bu-ul: i-na tup-/pi-šu it 5í-biršu : i-ku-an-ma i-na ša-bi-tí-Šu : KB-ap-šu i-La-qe: a-na hu-bu-ul Ša-lim-A -/šur ša i-na -lim{ki} ha-bu-lu ma-ma-an KB i-na eq-lim r /a₁ i-la-qe ma-ma-an e. ša r il₅-qtí-lu u-ta-ar [ša la u-ta-e-]ru i-ša-ri-iq-,1_5um] r. [ ... m ]e-er [ ... ] [ ... ] [ ... ]-ku-nimJ ma 1 [ ... ] [ ... šju A_rlam ha x lu₁ [ ... ] r li-mu-um : r ni-ta šu rna mz₁ [ ... ] Ša-lim-A-šur 3 r x x x x x xI x₁ i-za-zu : a-na r -lim x ta-li-kt/-ni₁ me-eh-ra-at tup-pz-im ša -lim{ki} A-ba-ba: [ub]-la-ma: KB ša : r u₁-še-ru-ma : r ší-ki-ni₁ u-ka-lu : iš-tu a-hi-i : me-tu-u i-a-tí U4-ma-am a-dì-ni u-ka-lur -ni₁ la li-bi DINGIR-ma a-hi-i-ma me-r et₁ ki-ma a-hi-i : me-tu-u tup-pa-r am 1 ša - l. zm ki : u À - b a- b ra- b. v ni-it-ru-dam a-hu-ni a-tu-nu tup-pa-r am 1 ša <A-> lim{ki} ša me-ha-ar-šu A-ba-ba ub-la-ni : li-ta-ki-ru-ma a-na -lim{ki} al-ka-ma ' l ki tup-pa-am -am ša-aš-me-a-rna v 'V tup-pa-am šu-a-tí le-qe-a-nim a-na 6 e. ITI.KAM la-li-kam-ma ší-ki u ba-a-[ ba-]tí-a I.e. ba-ab-tì lu-za-ki-ma ša-li-[ kam x x x x]","To Ili-emuqi, Su-Tammuzi, Abiya, Elaya and Lamassi from Adida and Ali-ahum: After Salim-Assur died our father's cus- tomers to whom he owed silver there treated me and Ennam-Assur badly, we were detained and our outstanding claims blocked, and you heard about it and went to the City assembly, and the City gave a verdict as follows: if Salim-Assur owed silver abroad, it must be proved with his tablet and witnesses and he (the creditor) may then receive his silver from the funds available; as for the debt that Salim-Assur owed in the City, noone could take any silver abroad. Whoever took any would have to return it; who did not return it would have it taken away by force. the eponym .. . Salim-Assur .. . they will stand ... To the City ... Ababa, the attorney brought a copy of the tablet of the City and they released all the silver that had been confiscated, but they detained us. After my brother died they still detain me today! Sadly, my brother died. As my brother died, we sent the tablet of the City and the attorney Ababa. Our dear brothers, they should annul the tablet of the City of which Ababa brought a copy, then go to the assembly and have the City hear the letter and take this tab- let. I shall come in 6 months and I and my outstanding claims shall be released(?). Let me clear my outstanding claims and come.",AKT 6a.pdf
295. kt 94/k 1217,iš-tu En-urn-A -/šur me-tit-u 2 ma-na 15 GIN KB A-ba-ba il5-qe ITLKAM Ku-zal-li li-mu-um e. En-na-Šu-in DUMU Šu-A-šur r. IGI E-na-ah-DINGIR DUMU Šu-A-šur IGI A-dí-da DUMU IR-ad-i-li-šu IGI šd-na-a,"After Ennam-Assur died the attorney Ababa received 2 minas 15 shekels of sil- ver. Month Kuzallu, eponymy Enna-Suen son of Su-Assur. Witnessed by Enah-ili son of Su-Assur, by Adida son of Warad-ilisu, by Idnaya.",AKT 6a.pdf
296. kt 94/k 753,a-na En-nam-A -šur qi-bi-ma um-ma -la-hu-um-ma a-hi a-ta a-ma-kam iš-tu : a-wa-tu-um i-ba-tu-qu-ni 5 act ti-ir-ta-ka li-li-kam-ma a-ma-la : ti-ir-ti-ka le-pu-uš a-ṣe-er ANSE 10 Dispatch a-ni-u-tim 3 ANSE u ṢU-ha-ri še-ri-a : a-ma-la I tìer-ti-ka : le-pu-uš tions.,"Ennam-Assur from Ali-ahum: dear brother, send me word there after matter has been dropped, then I shall in accordance with your instructions. 3 donkeys and servants in additi- on to these donkeys. shall act in accordance with your instruc-",AKT 6b.pdf
297. kt 94/k 1689'',a-na[ ... ] A-la-hi-im qi-bi-ma um-[ma] specifically En-um-A -šur-ma a-r na 1 -La-[ hi-im] [qzúbi-ma a-di ša um-r me₁[-a-ni ša] [a ]-bi-ni ti-ir-ti: a-di [ ma-la1 5 u šz-nz-šu 'l'k'[k a- um-ma ] 44 Letters - Family Correspondence [nu]-za-ka-nim₁ u a-na[ ... ] [x] ša qa-šu-nu iPku-nu-ni₁ [i-na] na-ap-tu ha-ra-[nim] u [x x] i-na wa-ar-ki-tim ki-ma iŠ-tu Ša-la-tu-[ ar J r im-qu-tu-ni-ni-ma KB mi-ma la ub-lu-ni-ni u r X X X 1 tu-ša-aí-/ni-U r x x x x ₁-ni um-me-r 1[-••• ] two lines broken two three lines illegible three lines illegible ' k' J u wa-ar- a-ša ša nt-ša-me- -v [' u ... \V URUDU i-ša-r rl₁-du-šu-ma aJ na₁₁ rKB₁ i-tu-ar a-wa-tum iš-tí Ma-ma-hi-ir i-bi-ti-iq KB f1 GIN₁ ša i-ma-ah-ri-šu-nu a-ša-kan URUDU ša rrzš šu₁₁ 2 ANSE.HLA r10₁ i-la-r tim 1 u r u-nu-šu-nu 1 Ši-ep-ŠŠtar z!₁-ra-di-a-ku-[nu-ttj r x 1 ma-na ša a-ma-[kam] r i-za-zu-ni₁ 3 GU URUDU KI₁ Ma-ma-hi-ir ša ku-a-ti r X SIGs ša e-₁-zi-ba-ku-nu[ -ti-ni] rest illegible,"... and Ali-ahum from Ennam-Assur; to Ali-ahum: messages have come to you a couple of times concerning the investors of our father, that we should clear (the matter); also, for--- on which they have laid claim, when the road opens ... Later, as the servants arrived from Salatuwar and did not bring any silver, and in addition to you repeated ... investors ... . .. and its resolution that we shall hear about ... as the copper, they will pack it to for him and it will be exchanged for silver. The matter with Man-mahir has been settled. Every shekel of silver that I have produced, I shall place before them. Sep-IStar leads the copper ... , 2 black don- keys, 10 bags plus their harness to you. In addition to x mina which stand there, 3 talents of copper, owed by Man-mahir, that he left with you ...",AKT 6b.pdf
300. kt 94/k 662,um-ma En-um-A _r šur ₁-ma a-na A-na-a-na qi-bi-ma a-na-kam a-ba-ru-um ša I-tur4-/DINGIR ih-li-iq-ma 1 GIN 15 SE KB a-na Ša-lim-be-li a-dí-in a-ma-kamKB Ša-lim-be-li li-di-na-/ki-im a-pu-tum a-ma-kam lu a-ba-ba-ti lu a-na E I be-ti-a ld ta-ša-li-ti a-wa-ti ša 1-li-dan u I-di-A -šur Šu-Htar al-/tìqe ha-ra-ni a-ta-ld-kam a-dì En-na-Šu-in ša-li-ma šu-ma iš-tit -lim{ki} uz-ni pìd-a 48 Letters - Family,"From Ennam-Assur to Anna-anna: Itur-ili's lead has been lost here, and I gave 1 shekel 15 grains of silver to Salim- beli, his servant. Let Salim-beli give you the silver there. Urgent, do not act rashly there with re- gard to either the outstanding claims or my house. I have accepted the proposal of Ili-dan, Iddin-Assur and Su-IStar. I shall come on my trip. Ask about Enna-Suen, and inform (plu- ral) me if he has left the City. Correspondence",AKT 6b.pdf
301. kt 94/k 642,"um-maA-šur-D""UG.rma₁ a-na -na-na rqí.lbi-ma 16 GIN rKB₁ ša tu-šlbi-ta-/ni šP im 1 li-bi4-šu šu-ut-ma iš-a-am Ia iŠ-e-li š?hi,p-tí-nu-um . ' . z-na ra-mz-m-a u-ba-la-am","From Assur-tab to Anna-anna: As to the 16 shekels of silver that you sent me, he made purchases after his own will without asking me. I personally bring you a šaptinnu.",AKT 6b.pdf
302b. kt 94/k 1488B,"a-na E[n-nam-A-šur qi-bi-ma] um-ma A-n[a-a-na-ma] 2 TUG Lci-qt-e[p ... ] 1 ma-na 10 G[IN ... ] wa-ta-ar-ta1m ... ] al-qri 1 ma-n[a ... ] Ha-ta-a-ah-šu: r x 1 [ •.• ] KB qa-at r x1 ... ] [ TUG ku-ší-tim [ ... ] al-qri: 12 GIN[ ... ] Ki-ka-ar-ša-a[n ... ] i-na KB a-[ ... ] 2/3 ma-na : r x 1 [a-na ma-lci] tí-ir-tí-ka a-n[ ... ] ni-dí-in [ ... J am-tam ' aš- ,. [ ... ] 10 GIN[ ... ] aš-qu[l ... J break tup-pí-šu-nu [ ... ] KB a-na 8 [ ... ] aš-qu/1112 GIN K[B a-na] lu-bu-Ší-šu ša E-[ ... ] aš-qul1 GIN KB a-[na ... ] 'h - ' šl'-na- vi a-m 2 GIN[ ... ] 11/2 GIN a-na ša-hi-[ir-tim] 2 2/3 GIN a-na rx₁ [ ... ] uša dí-du-ti[m ... ] 1/3 GIN a-na tí-ib-[nim] KB ša i-na-[. .. ] am-ta- h u-ru- ' a-n[a- ' ... ] zi-tí-ka u qa-[ ... J 1 ma-na KB : ah-[ ... ] tš-tu tt-tr-ta- [k'] •v ' '. i-li-ka-ni [ ... J 50 Letters - Family KI Ku-ša-ra a-n[a ... ] al-qi-ma [ ... ] i-na I[TI₁ ••• ] KB a-[ ... ] u ra-[. .. ] ša 1 r2/3 1 ma-na 5 GIN KB ni-ih-[bu-lu] KB KI pa-ni-im-ma še-bi4.r li₁-ma a-na Ku-ša-ra la-aŠ-qul la i-ma-id",To Ennam-Assur from Anna-anna: 2 textiles Li-qep ... 1 min a 10 shekels ... extra I received. 1 mina ... Hatahsu ... silver .. . a robe .. . I received. 12 shekels ... Kikarsan ... of the silver ... 2/3 min a ... in accordance with your message we gave to ... the maid ... 10 shekels ... I paid ... ... their tablets ... I paid ... silver for 8 ... 1 lh shekel of silver for the clothes of E ... I paid. 1 shekel of silver for two ... ; 2 shekels ... ; 1 lh shekel for small goods; 2 2/3 shekels for ... and of the fibula ... 1/3 shekel for straw ... The silver that I have received of ... ... of your share .. . 1 mina of silver .. . After your message arrived ... Correspondence I received from Kussara and ... in the month ... e. that we owe 1 2/3 mina 5 shekels of sil- ver; send the silver as soon as possible so I can pay to Kussara. The interest must not increase.,AKT 6b.pdf
303. kt 94/k 1668,"a-na r Ma-nu ₁-ki-A -šur u A-n[a-a-n]a qí-bi-ma um-ma En-[um-A-Yšur₁-ma 1 1/2 m[a-na KB] u 5 GIN GUSKIN ku-r nu ₁-ki-a: a-na l-tur4-DINGIR Ša-lim-ar-dì Letters- Family Correspondence na-H: a-na ma-Id[ ___ ] rša-lim-ar-d[₁ I-tur₄-DINGIR break e-[---] tu-ur-da-n[i-im ... ] u-qa-a ' ' u ' a-na [' u-p :1 rtt-a ' ih-da-ma ma-la [x t]a [ ... ] íu u-ta-tum e[-X x] r X 1 [---] uz-ni pe-tí-a; a-[na] [A-]na-a-na qz'-bi-r ma₁ ša-am-nam [t]a-i-bi: u a-na mz-ma ša aš-pu-ra-ki-ni ku-un-ki-ma iŠ-t[ Ša-lim-ar-/d[ še-birli-im u ' a- d'v z ša L' a-qe-ep ' [ ... ] šu -up-rz-tm a-ma-nu- k'[Av] z- -šur rv1 .. ""' [ q ]'b' z- z-ma šz-zm y,. 'b a-tt- 'k['] r -na a- l a- ' k. t-a u- , rb - l] t '1 1 [","To Mannum-ki-Assur and Anna-anna from Ennam-Assur: Salim-wardi brings 1 1;2 mina silver and 5 shekels of gold under my seal to ltur-ili. 51 In accordance with __ _ Salim-wardi ltur-ili ___ send to me ... I await it. Also take care with my grain and in acordance with ... both the grain ... Inform me. To Anna-anna: Make the oil sweet; also, seal all that I write you about and send it with Salim-wardi. Also, write me about the affair concer- ning La-qep. To Mannum-ki-Assur: I shall bring the proceeds from your tex- tiles when I arrive.",AKT 6b.pdf
304. kt 94/k 650,a-na Ma-nu-ki-A -šur 52 Letters- Family Correspondence u -na-na qi-bi-ma um-ma En-um-A-šur-ma 1 tup-pa-am :ša ba-ab I DINGIR ša 9 112 ma-na I 3 GIN KB ša Ši-bu-ti u -lu-la-a Lci-qi-ep u 1 tup-pu-um ša 5 GU URUDU ša hu-bu-ul r Ku-ra : ku-nu-ki-a -ka-li IR : ša -šur-/ma-lik na-aŠ-a-ku-nu-ti: a-ma-kam iš-ti: -na-na li-ib-H-u a-ma-kam Im-ra-mu-ša a-na ba-ab-tim ša Tu-um-li-a-/i-im li-hi-id,"To Mannum-ki-Assur and Anna-anna from Ennam-Assur: Akali, Assur-malik's slave is bringing you under my seal 1 tablet from the Ga- te of the God concerning 9 minas 3 shekels of silver, with the testimony of Alulaya and Li-qep, plus 1 tablet con- cerning 5 talents of copper from Kura's debt. Let them remain there with Anna-anna. There Ewarimusa should take care of the outstanding claims of the man from Tumliya.",AKT 6b.pdf
305. kt 94/k 1251,5 GU URUDU iJ-ti Ku-ur-zi-a u Šu-Ni-ša-/ba iš-tu ha-mu-uí.tim šaA-bi-i-H a-na 4 ha-am-ša-tim i-ša-qU-lu šu-ma ld ií.qu-lu ki-ma a-wa-at ka-ri-im ITI.KAM A-al-DUG 3 GU 23 ma-/na URUDU ií.ti 1-li-iš-ta-kdl 5 GU URUDU iš-ti Ku-ra u4-mu-šu 1 ITI.KAM e-ti-qu 4 GU URUDU KIA-šur-i-mi-/ti iš-tu ha-mu-uí./tim ša Ku-lu-uk-lu a-na 3 ha-am-ša-tim i-ša-qdl šu-ma l[ d i]š-qul ki-ma r a-wa-at 1 r ka ₁-ri-im ITI.KAM ša ša-ra-tim li-mu-um ša r i₁[-q]d-ti rA-al-DUG₁ il₅-qe-u ša mz-ma a-we-li a-ni-u-tim tup-pi-šu-/nu ha-ru-mu-tim a-na A-ta-ta DUMU LUGAL-Šu-/in e-zi-ib IGI A-šur-i-mi-/ti IGI -al-DUG IGI Ah-ša-lim 54 Letters- Family Correspondence DUMU 1-dí-Htar,"5 talents of copper is owed by Kurziya and Su-Nisaba. Reckoned from the week of Abi-ili they are to pay within 4 weeks. If they have not paid (in time) they are to add interest according to the rule of the colony. Month Allanatum, eponymy 3 talents 23 minas of copper is owed by IIis-tikai; talents of copper is owed by Kura. His terms are overdue by 1 month. talents of copper is owed by Assur- imitti. Reckoned from the week of Ku- luklu he is to pay within 3 weeks. If he has not paid (in time) he is to add interest according to the rule of the co- lony. Month Ša-šarratim, eponymy he who took over from Ali-tab. With respect to all these men I have left their certified tablets with Atata son of Sar-Suen. Witnessed by Assur-imitti, by Ali-tab, by Ah-salim son of Iddin-IStar.",AKT 6b.pdf
306. kt 94/k 1305,a-na[ ... ] um-ma -b[i-... J KI Ku-ra a[l-qe ... ] Ku-ur-zi-a [ ... ] [ 4] GU KI A-šur[-i-mi-tx1 [2 +] 1 GU 23 m[a-na URUDU iŠ-tx1 r íl-lí-iš-d-k[al ... ] [A-mu]r-A-šur u A-ta-ra 1 [ ... ] r ha ₁-bu-la-ZU-um 20 ma-na H-im ku-ta-nim ša A-bi-i-lí i-li-bi4-a 8 1/2 ma-na KIA -bi4-i-lt SUNIGIN 18 GU 50 112 ma-na ruRUDU₁ ba-a-ab₁-tam thi-ba-am sA.BA 2 112 GU KI Ku-ra al-qe 2 GU KIA -šur-i-mi-tí al-qe 2 GU 17 ma-na iš-ti 1-lí-iš-d < -kal> al-qe 0 -mur-A -šur al-qe 1 G KIA 1 GU 38 ma-na iŠ-ti e. Ku-ur-zi u Šu-Ni-ša-ba al-qe SUNIGIN 9 GU r25₁ ma-na URUDU ša [i-ba-]a-ab₁-ti-ka u al-qlu a-na-ku 36 ma-na u-ra-dì-ma 10 rc(J 11 ma-na a-na Pu-ru-[u]Š-h[a-d]í-e aŠ-qu-ul 35 m[a-na ... ] Šu-mi-a-bi-r 1 [ ... ] 30 ma-na[ ... ] a-E k.z[-ri-im ... ] ma-aš-hi-l[i ... ] i-li-[bi ... ] 2 ma-na[ ... ] three lines broken away ' [ ' . ] ša-nu- qz-zm ... a-na[-.. ] lax[ ... ] u [ ... ] a-[ ... ] r KB ša DAM.GAR-ri-im u-[ša-aŠ-qa-al]-ma H-tíVRVDV-ka a-KB [u-ta-ar] a-na URUDU ša Pu-šu-ki-in u r x x 1 tí-Šu a-KB a-da-an-ma a-ta-be-a-ma a-ta-la-kam,"To [Ennam-Assur] from Abi-... I received ... from Kura .... Kurziya .. . 4 talents owed by Assur-imitti. 3 talent 23 minas of copper owed by Ilis- rikal. ... Amur-Assur and Araya ... I owe to you. 20 minas, the proceeds from Abi-ili's kutdnu is in my posses- SlOn. 8 minas owed by Abi-ili. In all: you left me 18 talents 50 minas of copper as outstanding claims. Of that I received 2 talents from Kura, 2 talents from Assur-imitti, 2 talents 17 minas from Ilis-tikal, 1 talent from Amur-Assur, 1 talent 38 minas from Kurzi and Su-Nisaba- In all 9 talents 25 minas of copper that I received from your outstanding claims. Also, I personally added 36 minas and I paid 10 talents 1 mina to the men from Purushaddum. 35 minas ... Sumi-abiya ... 30 minas ... for the office of the colony _, I shall lead out and I shall have the silver of the merchant paid, and convert the rest of your copper to silver. As to Pusu- ken's copper and his ... I shall sell it for silver, set out and leave.",AKT 6b.pdf
307. kt 94/k 1269'',a-na Ma-nu-ki-A -šur Na-ab-/Šu-in -na-na u Da-ra-aš qi-bi-ma um-ma En-nam-A-šur-ma 1 ma-na KB ku-nu-ki-a 30 ma-na URUDU SIG₅ ku-nu-ki-a 2 Ši-ta a-ma-tim u 2 Ši-na i-na mz-ma a-nim : a-na hu-bu-li-im ša Da-ra-aš qa-ti: A-lu-la-a ša-ak-na-at KB u URUDU ku-nu-ki-a Ša-ta-na na-aš-a-ku-nu-ti a-ma-tim u šiu-/hu-ur-Ši-na a-na E be-ti-a : Da-ra-aš lu-še-ri-ib-ma KB iš-ti Ma-nu-ki-A-šur li-ib-Ši-ma a-ma-tim ba-ti-iq u-tu-ur di-na-ma 1 ma-na-am ša-ni-am KB Da-ra-aš li-iš-qu-la-ku-nu-ti-ma u KB ku-nu-ki-a Ma-nu-ki-A -šur i-na KB a-mu-ri-im lu-ka-in-ma iš-tli-ni-iš ša 2 ma-na KB Ši-ma-am ša ba-/la-ti-šu ša Ka-ni-iš a-tu-nu u Da-ra-aš Ši-ta-a-ma-ma pi-ri-ka-nu a-šar Ma-nu-ki-A-šur-/ma le-ru-bu u KB aŠ-ra-kam-ma ša< -aš> -qi-ld-- a-di pi-ri-ka-nu-um la e-ru-ba-ni KB 1 GIN a-na Da-ra-dš La tu-ša-ra pi-ri-ka-ni ša ta-ša-/a-ma-ni lu-ša₁-ni-iq-ma a-šar Ma-nu-ki-A -šur li-ib-Ši-u I.e. a-di a-ld-ka-n[i] lei tu-ša-ra-šum u-ku-r ul₁[-d] ₁-ma-d šu-a-tì r i-na di-r na ₁-ni Da-ra-dš lu-ma-li ih-da,"To Mannum-ki-Assur, Nab-Suen, Anna- anna and Daras from Ennam-Assur: As to the 1 mina of refined silver under my seal, 30 minas of good copper under my seal, 2 slave-girls plus their 2 children - Alulaya has laid claim to all this for Daras' debt. Sat-Anna brings you the silver and cop- per under my seal. Let Daras bring the slave-girls and their children into my house, and let the silver remain with Mannum-ki-Assur; sell the slave-girls at the best available price, and let Daras pay to you another mina of silver, and then Mannum-ki- Assur must confirm the silver under my seal among the checked silver; for in all 2 minas of silver you and Daras must make a purchase in Kanesh that will benefit him, and the pirikannuš (you buy) should enter Mannum-ki-Assur's (house). Then, have the silver paid in the same place. As long as a pirikannu has not en- tered, do not release a single shekel of silver Daras. to He must check he pirikannuš that you buy, and let them remain with Mannum- ki-Assur. Do not release them to him until I come. Also, I shall pay up the food of the slave- girls as a substitute for Daras. Take care!",AKT 6b.pdf
309. kt 94/k 1014,"um-ma En-um-A-[šur-ma a-na] U-qe-pi-im u A-[na-a-na] a-na A-na-a-na qí-bi₄-ma a-dì 10 iŠ-ri-šu aš-pu-ra-ki-im um-ma a-na-ku-ma ba-ab-ti za-ki-a-ma a-dí r a-la-Wt-ni Ší-la-tum la i-ba-Ši: u KB 1 GIN li-im-hu-ri a-ti ki-ma ša-pa-ri-rna uz-ni-/a pa-ta-im ti-ir-ti-ki ma-ti-ma u-ta i-la-kam 1 ma-na 15 GIN rK₁B u i-dí ša rHa₁-pi-ah-šu ma-na GIN u ba-tu-šu J iš-ti Ta-ar-hi-š1 ]r-an 1 [ •.. ] 1/2 ma-na 5 GIN K[B] u 18 GIN iŠ-tt1 Al-wa ša [ .. .i [xxxa]l[ ... ] [x x x x] KB 20 [ ... ] [ ... ] [xxxx]u7[ ... ] rKB₁ ... ] : [x] na-ru-uq SE [ ... ] e-zi-ib [ša] DUMU U[š-ha-ta] [x] da [x x] ti iš-ti[ ... ] [x x x d]a-tim [ ... ] [x x x] dí-na-šu b[i x x x] [a-na] r a]m-tí-a dŠ-ta-pd-ra-ni [ša li-bi] tdm-ka-ri-a lu KB '] 'r ' '1..., ?l' l' [l u u- ta- tam- ša-aš-qt- ša v a-a i-ša-r qu-lu ma-na-um 1/2 ma-na sd-r as₁-[ me-]ra-šu-nu-tí za-ku-ša ma-/ld KB ta-[am]-hu-ra-ni šu-up-ra-/nim-ma uz-ni pi-te-a : a-na Ld-qlep qi-bi-ma a-na-ku u a-ta a-ta-ah-wa-ni iš-tu ITI.KAM -la-na-tim KB ša i-šu-u iš-tu Pu-ru-uŠ-ha-dim i-na e-ra- b. k' a-ma tu-še- ' ., b a- l[ am šu-ma J tr v a-ta rKB₁ a-NIM u-lci a-ga-mi-iāka 15 112 ma-n[ ax] GIN KB a-ha-ma 1/2 ma-na 3 GIN i-[x x]-ma i-ri-ha gdm-r ra 1 J [ ... J a-na am-tt- 'r 1 [ ...","From Ennam-Assur to La-qepum and An- na-anna; specifically to Anna-anna: I have written you 10 times, saying: ""Clear my outstanding claims so there will be no wrongdoing until I come. So, every shekel of silver should come my way."" However, you, instead of writing and gi- ving me information - no message from you ever comes. 1 mina 15 shekels of sil- ver and its interest is the wages of Happi- ahsu; 1 mina 10 shekels and its interest is owed by T arhisan; ... 1h mina 5 shekels ... plus 18 shekels, his interest, owed by Alwa ... ... silver for their interest x sacks of barley ... apart from that of Ushata's son I have written repeatedly to my maid, that you should have the claims on my custo- mers, both the silver and the grain paid. Who does not pay, calculate for them 1/2 mina per mina and write me a report about how much silver you have received and inform me. To La-qep: I and you are indeed brothers. From the month Allanatum- as to the silver you owe me, when you arrive from Purushaddum you will send it to me. If you delay this silver, I shall not be le- nient towards you with the interest. 15 lh minas x shekels of silver, and further lh mina 3 shekels is left. ... to my maid ...",AKT 6b.pdf
310. kt 94/k 1390,um-ma En-urn-A -šur-ma a-na La-qe-ep u -na-na qi-bi-ma mì-šu ša a-dì urmì-im a-nim a-ma-kam wa-a[š-b ]u-ni u a-na-ku a-šu-mì-šu-nu a-na-kam ša-ah-ra-ku-ni a-pu-tum ih-da-m[a] tu-ur-da-nim a-na La-qíí-ep qi-bi-ma a-r hi ₁-/ta? i-na a-la-ki-a : li-bi La a-ma-la [ te-er- ' t' z-a ] ša v zš- -vt'r z 'h a-rt-a . l [ r x x KB 1 [xxxx]rxkuu₁ a-di a-la-ka-ni ku-nu-ku-ka-ma iš-ti-ša li-ib-H-u : u a-na KB ša ba-ba-ti-a ih-da-ma ba-ba-ti-a za-ki-a-ma KB lu ša-li-/it-ma iš-tUa-ma li-bi-Ši a-di a-la-ki-a lu u-ta-tam lu ša nu-a-e pa-hi-ra H-Id-tum la i-ba-Ši: a-ša-me-rna [E]n-na-Šu-in iš-tu A-lim{ki} [e]-li-am šu-ma ke-na-ma [e-]li-am za-ku-ša: a-na r mì-ma 1 e. [ttúir-ti-a iš-ti ba-ti-qi-im šu-up-ra-nim-ma uz-ni pe-tíí-a Letters- Family Correspondence it šu-ma I-tur₄-DINGIR e-ki-ip-ma ha-ra-šu a-na . ki - k - [A - ]l zm 1 z-na . 1. [ x x ] -rz - tm ki' - šu-up-ra-mm-ma • . la-tal-kam,"From Ennam-Assur to Li-qep and Anna- anna: Why have my servants stayed there until this day, so that I am delayed here because of them? Urgent, take care to send me my servants. To La-qep: My dear brother, so that I do not get angry at you when I arrive, ... in accordance with my message that arrives with my servants let them remain with her under your seal until I arrive; also, take care with the silver from my outstanding claims and clear my claims so that the silver is at hand and let it be with her. Collect both grain and firewood from the Anatolians before I come. There must be no misconduct. I hear that Enna-Suen has come up from the City. If he has really come up, send me a report concerning all my merchandise ordered with an express caravan to inform me. 61 Also, if ltur-ili is about to go or has alrea- dy gone to the City, then write me ... of the City so I can come.",AKT 6b.pdf
311. kt 94/k 633,a-na Ku-ku-zi-a La-qe-ep uA-na-a-na Ennam-Assur: qì-bi-ma um-ma En-urn-A -šur-ma a-ma-la u-ša-hi-zu-ku-nu-[ttú/ni 5 As šu-ma -lu-wa have itA-še-e iš-tit kannuš Ha-na-ak-na-ak ma-La KB r u-šhi-u-ni-ni₁ 10 e. pi-ri-ka-r ni₁ na-ar-bu-tim rev. u-ta Ši-ma-am ša ki-ma ta-da-ga-[la-ni-ma] realise 62 Letters - Family Correspondence KB 1 GIN e-li-/u ša-ma-ma a-dì a-ltiJ ka-ni₁ H-mu-um li-r ib?-š(₁ ha-ra-ni r hu ₁-ur-H-a e-ku-nu li-li-ik e.,"Kukuziya, La-qep and Anna-anna from I instructed you, if Aluwa and Ase'e left Hanaknak, then buy soft piri- for what silver they conduct; make the best purchase you can see will every shekel of silver, and until I come the purchase should remain. I am on my way. Keep an eye on my store-room.",AKT 6b.pdf
312. kt 94/k 1395,"[ um-ma 1-ku-ptVa-ma 1 a-na [En-nam-A-šur L]a-qí-ípì₁-im [x x x x A-na]-a-na r it Šu?-x (xúl [qì-bi-ma x x x] AN.NA [X X X X x] šu-íma₁ [(x x)] [x x x x x] AN.NA rx x₁ i-[x x] KB ša a-dì-[ ... ] X X u₁ 20 m[a-na AN.NA] ša-a-ma-[nim] r 40 ma-[na AN].NA ša l[i-bi-ka] ra-di-ma [iš-te-]ni-iš 1 GU [AN.NA] še-bi-[lam A]N.NA lu ru.1 [ ... ] 40 ma-na r ANl.NA ša li-bi-ka En-nam-A -šur li-ik-nu-uk AN.NA ša a-tu-nu ta-ša-a-ma-ni r iš""l-tí-šu ku-un-ka 15 personally Ši-tíKB-pí-a TUG.HI.A lo.e. Buy Ta-al-ha-at ša-ma-nim rev. silver. ša Ta-al < -ha > -at la-šu make ša ba-ld-tí-a ša-ma-/nim a-tu-nu 20 ih-da-ma diM-pí-ld-ah Adad-pilah. tur₄-da-nim a-na En-nam-A -šur a-na ša u-na.í hi-₁[du] Pay a-ta i-hi-id-ma turrdam 25","From lkiin-piya to Ennam-Assur, La-qep, ... Anna-anna and Su-... : ... tin ... tin ... silver ... buy 20 minas of tin for me and add 40 mi- nas of tin in your possession and in all of tin. send me 1 talent The tin should ... Ennam-Assur should seal the 40 minas of tin in your possession. tin that you purchase yourselves, you must seal it together with him. textiles from Talhat for the rest of my If there are none from Talhat, then a profitable purchase for me. dear brothers, take care to send me Ennam-Assur: heed to what I instructed you to do, dear brother, and send my servant.",AKT 6b.pdf
