transliteration,translation,source
<PN>Ištar-lamassī</PN> šī-im-ta-ša <PN>Tašima</PN> ina 1 <PN>Mana</PN> lā 3 šiqil kaspam ša ibaššiūni ½ <PN>Mana</PN> 7 šiqil <PN>Iliā</PN> ilaqqe ⅓ <PN>Mana</PN> <PN>Ilabrat-bānī</PN> ilaqqe 2¼ šiqil ḫurāṣum u 7½ šiqil kaspam u kunukkam ana mer'itīa gubabtem u-šé-bu-lu ½ <PN>Mana</PN> kaspam ša bētū ukta'lu 15 šiqil kaspam a--lá+lá-xx bētū ša ukta'lu ṭuppušunu ana <PN>Iliā</PN> izzazzu luqūtum ša abīšunu ana kilallēšunu izzazzu ID-xxx ša-bu-a--at xx talaqqe qablītam ša 1 <PN>Mana</PN> <PN>Iliā</PN> ilaqqe musālam u šugariā'am <PN>Ilabrat-bānī</PN> ilaqqe maḫar <PN>Maṣi-ilī</PN> maḫar <PN>Puzur-Ištar</PN> maḫar <PN>Ennum-Aššur</PN>,"Ištar-lamassī made her will as follows: Of the 57 skekels of [silver} that are available, Iliya will take 37 shekels. Ilabrat-bāni will take 20 shekels. 2 1 / 4 shekels of gold and 7½ shekels of silver plus the seal one will send to my daughter who is a -priestess. ½ mina of silver, for which the house is held (as security), 15 shekels of silver ... ... ... . her house is held (as security), the relevant tablets belong to [Iliya?]. The merchandise? of their father belongs to the two of them. With [... ... ... ...] she is satisfied, ... ... ... ... she will take. A -bowl weighing 1 mina [Iliya] will take. The mirror and the Ilabrat-bāni will take. In the presence of Maṣi-ilī, of Puzur-Ištar, of Ennam-Aššur.",original
<PN>Ikuppiya</PN> ana <PN>Iddi(n)-Aššur</PN> iṣbatniātima umma <PN>Ikkupiya-ma</PN> ana <PN>Iddi(n)-Aššur-ma</PN> 40 bilat weri damiqtam ša ummiānū i- libbīka iṣbutūni anāku aḫḫūa u bētum <PN>Abiā</PN> ula ni-tù-ra-kum ana awâtem anniātem kārum <GN>Durḫumit</GN> niddin maḫar <PN>Babazūya</PN> maḫar <PN>Ṭāb-ṣill-Aššur</PN> maḫar <PN>Šu-Ištar</PN>,"Ikūn-pīya seized us against Iddin-Aššur and Ikūn-pīya said to Iddin-Aššur: Concerning the 40 talents of good copper that the investors seized in your possession, neither I nor my brother nor my paternal house will raise further claim against you. The Durhumit colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. Witnessed by Babazua, Ṭāb-ṣill-Aššur, by Šu-Ištar.",original
3 karpatem aršāti 3⅔ šiqil 15 uṭṭat ašqul 1 naruq še'em x 3 šiqil ašqul 1½ šiqil ana emmerū ½ šiqil a- qanuē ša šuruptem ašqul ½ šiqil ana bilātem eṣē ašqul ⅙ šiqil a- Ì.NUN ašqul 1½ šiqil ana še'em 2 karpatem ašqul 1¼ šiqil ana 1 karpatem aršāti ašqul ⅓ šiqil ana eṣē bilātem ašqul,(For) 3 jars of wheat I paid 3 3 / 4 shekels; (for) 1 sack of barley 3 shekels; 1½ shekel for a sheep; ½ shekel I paid for reed used a fuel; ½ shekel I paid for a few loads of firewood; 1 / 6 shekel I paid for two jars of barley; 1 1 / 4 shekel I paid for 1 jar of wheat; ⅓ shekel I paid for a few loads of firewood.,original
½ <PN>Mana</PN> 3 šiqil kaspam ši'im amātem ina libbi x x x x-an ina tuāreššu kaspam išaqqal,"½ mina 3 shekels of silver, the price of slave-girls, is owed by ...an.",original
ša 5 ḫa-me-eš <PN>Qātātem</PN> ša <PN>Itūr-ilī</PN> u <PN>Ennānim</PN> 13 GÚ.TA šāptem 65 bilat šāpātem u 56 maškū ištēniš 2 mi'at 80 maškū mimma anniem amḫur ina qerbemma 1 bilat šāpātem ana <PN>Itūr-ilī</PN> 1 bilat <PN>Ennānum</PN> ilqe 30 <PN>Mana</PN> ana qarab-bītim u 16 maškī aḫamma 5 bilat 50 <PN>Mana</PN> <PN>Bēlānum</PN> iddinam ina qerbemma 5 bilat ana <PN>Iribu</PN> <PN>Adin</PN> 40 <PN>Mana</PN> ana <PN>Iddin-Suen</PN> <PN>Adin</PN> šī-tí-tum kunukkūa ibaššiu,"Of the five shares belonging to Itūr-ilī and Ennānum: 13 talents of wool each, (giving) 65 talents of wool; and 56 fleeces each share - in all: 280 fleeces. I received all this. Thereof: 1 talent of wool for Itūr-ilī;",original
kunuk <PN>Aššur-taklāku</PN> mer'a <PN>Ikūnim</PN> kunuk <PN>Kēna-Aššur</PN> mer'a <PN>Babalim</PN> kunuk <PN>Aššur-nādā</PN> mer'a <PN>Ḫappu-ala</PN> ša ḫubul <PN>Aššur-nādā</PN> mer'a <PN>Ḫappu-ala</PN> 10 šiqil kaspam SAḪAR.BA iṣṣēr <PN>Aššur-nādā</PN> tamkārum īšu warḫem <PN>Ḫubur</PN> līmum ša qātē <PN>Abu-šalim</PN> mer'a <PN>Ili-ālim</PN> ana warḫē išaqqal <PN>Šuma</PN> lā išqul 1½ šiqil kaspam ina warḫem ṣibtam ana 1 manā'em uṣṣab wābil ṭuppem šūt tamkārum ammākam <PN>Tūr-Ištar</PN> mer'a zu-mā-x be'lātem ša'ilšu,"Seal of Assur-taklaku, son of Ikunum, seal of Kinam-Assur, son of Babalum, seal of Assur-nada, son of Happuala, of the debt of Assur-nada, son of Happuala. 10 shekels of 'dust silver' Assur-nada owes to the creditor. Month VI, eponymy of the successor of Abu-salim, son of Ili-alum. He will pay within 6 months, if he does not pay he will add 1½ shekel of silver per month as interest per mina. The bearer of this tab let is the creditor. Over there Turi-Istar, son of Zuma-x, (is) the litigant, ask him.",original
ana <PN>Puzur-Anna</PN> <PN>Al-aḫim</PN> u <PN>Mannum-kī-Aššur</PN> ana <PN>Al-aḫim</PN> qibima umma <PN>Zukuwa-ma</PN> tašpuram umma attāma kaspam ša libbīka šēbilam 1 <PN>Mana</PN> ¾ šiqil kaspam ina qerbemma ½ šiqil kaspam ana qātē <PN>Ili-ašranni</PN> <PN>Adin</PN> kunukkīa <PN>Al-aḫum</PN> mer'a <PN>Aššur-bānī</PN> naš'akkum 1 tamalākam ina qerbemma 1⅔ <PN>Mana</PN> kasātum ša kaspam u 5½ šiqil ilū ša ḫurāṣum mimma anniem kunukkīa ana nabšiem ēzibakkum ašammema ana ālem <PN>Ḫaraga</PN> ina ūmem ša ana ālem tatalluku tamalākam kunukkīa <PN>Šuma</PN> <PN>Mannum-kī-Aššur</PN> saḫer ašar šuāti ezibā <PN>Šuma</PN> <PN>Mannum-kī-Aššur</PN> lā saḫer ašar tadaggalānima mer'a ummiānem <PN>Kenim</PN> lā ša šaḫātim wašbu tamalākam kunukkīa piqdā aḫḫūa attunu ina ūmem ša ašar tamalākam kunukkīa tēzibanni tîrtakunu lillikamma uznī peteā ana <PN>Al-aḫim</PN> qibima ṣubātam ša tušēbilanni adi mā-l,"To Puzur-Anna, Ali-ahum and Mannum-kī-Aššur; specifically to Ali-ahum from Zukuwa: You have written, saying: Send me the silver in your possession."" 1 mina less 1 / 4 shekel of silver, of which I gave ½ shekel silver to Ilī-ašrannī's expenses, Ali-ahum son of Aššur-bāni brings to you under my seal. 1 container in which there was 1⅔ mina, cups of silver plus 5½ shekels, the golden gods, all this I entrusted to you for safe-keeping under my seal. I hear that you are going to the City. The very day you depart you must leave the container under my seal with Mannum-kī-Aššur - if he is delayed; if Mannum-kī-Aššur is not delayed, then entrust the container under my seal where you observe there lives an affiliated trader who is reliable and not to be nervous about. My dear brothers, the same day send me word about where you have left the container under my seal and inform me. To Ali-ahum: I have shown  the textile you sent me once or twice. Since they offer a low price, Ilī-ašrannī your servant brings you the textile, still under your seal.""",original
ana <PN>Itūr-ilī</PN> qibima umma <PN>Ḫanaya</PN> u <PN>Abum-ilum-ma</PN> 20 <PN>Mana</PN> kaspam kunukkīka <PN>Ḫanaya</PN> ublam nisniqšu 5 šiqil imṭi 1 mi'at x ṣubātem 6⅓ <PN>Mana</PN> 7 šiqil kaspam itbulu 2½ bilat 5 <PN>Mana</PN> annukum 9⅚ <PN>Mana</PN> kaspam 15¾ šiqil itbal 2 bilat 10 <PN>Mana</PN> annukum kunnukī 25 <PN>Mana</PN> annukum annak qātem 4 emārū ṣallāmū 1⅓ <PN>Mana</PN> kaspam itbulu 10 šiqil unūt emārum u ukultašnu 1 <PN>Mana</PN> 4 šiqil kaspam be'ūlāt 2 kaṣṣārē <PN>Amur-Ištar</PN> ilqe 10 šiqil waṣītum 10 šiqil tēṣubē 1½ šiqil ša sa'etem x šiqil 2 abarniē kasapka gamrakkum mimma anniem <PN>Amur-Ištar</PN> iraddeakkum luqūtka ša-al-mā-at-mā ište mā-sú-e ša unūtka a--bu-kà-ni <PN>Šalim-aḫum</PN> illikam,"To Itūr-ilī from hanaya and Abum-ilum: hanaya brought 20 minas of silver under your seal. We checked it and 5 shekels were missing. 129 textiles cost 6⅓ minas 7 shekels of silver; 2½ talents 5 minas of tin cost 9⅚ minas of silver at the rate 15 3 / 4 to 1; (this consisted of)  2 talents 10 minas of sealed tin, 25 minas of tin for expenses; 4 black donkeys cost 1⅓ mina of silver; 10 shekels: the harness for the donkeys plus their fodder; Amur-Ištar received 1 mina 4 shekels of silver, the working capitals of 2 harnessors; 10 shekels: export duty; 10 shekels: additions; 1½ shekel: of the ; x shekels: 2 -textiles. Your silver has been spent for you. All this Amur-Ištar leads to you. Your merchandise is safe, and Šalim-ahum came with the leaders with whom I dispatched your goods.",original
⅔ <PN>Mana</PN> 6 šiqil ište <PN>Šu-Nunu</PN> mer'a <PN>Pazuzu</PN> 1 <PN>Mana</PN> kaspam <PN>Ennum-Aššur</PN> mer'a <PN>Kurkur</PN>,⅔ mina 6 shekels owed by Šu-Nūnu son of Pazuzu;,original
15 šiqil kaspam ištu ḫamuštem ša xxxx warḫem ab šarrānē bētum tamkārum 1 šiqil a- ṣibtem alqema addišum ½ šiqil kaspam aḫamma ukultī <PN>Wardum</PN> ašar u-kà-i--lu-šu-ni <PN>Adin</PN> ur-ište-tám <PN>Wardum</PN> i- qātē <PN>Uṣur-pī-Aššur</PN> ebutma 3 šiqil kaspam ana bētum nuā'em ašqul <PN>Wardum</PN> ušēṣiam amtam ša ṣuḫārtem ša iddin kārem tadānam lā qá-bi-u-ni <PN>Uṣur-pī-Aššur</PN> u-da-bi-sí-mā itbi-ma illak,"15 shekels of silver from the week-eponymy of ..., in month V, I borrowed at the house of a merchant at an interest of 1 shekel per (month) and I gave it to him. ½ shekel of silver I gave separately as food for the slave, where he held him Later the slave escaped from Uṣur-pī-Aššur's grip and I paid 3 shekels of silver to the house of the Anatolian (and) I obtained the release of the slave. The female slave belonging to the girl, whose sale was forbidden by a verdict of the colony, Uṣur-ša-Aššur has ... ... ... ... , whereupon he got up and went away.",original
umma <PN>Alama</PN> u <PN>Šēp-Ištar-ma</PN> ana tamkārem qibima 6⅚ <PN>Mana</PN> kaspam šīmtam nilqe aḫamma ṣibtam ⅔ <PN>Mana</PN> 1 šiqil kaspam ša 4 ḫamšātem 12 šiqil kibsātem ša 6 <PN>Mana</PN> kaspam 5¼ šiqil ina qerbemma abnum ša bētum kārem ištēniš ⅚ <PN>Mana</PN> 8¼ šiqil kaspam aṣṣēr šīmtem iṭḫe ina <PN>Kenim</PN> ana kaspam ša libbīka ⅓ <PN>Mana</PN> 4½ šiqil kaspam <PN>Pilaḫ-Ištar</PN> mer'a <PN>Aššur-rē'ī</PN> ikla umma <PN>Alama</PN> ⅓ <PN>Mana</PN> kaspam ana ḫubullīka ana <PN>Ennum-Aššur</PN> mer'a šu-(d)EN.LÍL ašqul 5 šiqil kaspam <PN>Šēp-Ištar</PN> ilqe ammākam luballiṭakkum 7 <PN>Mana</PN> kaspam kunukkēni <PN>Aššur-ennam</PN> mer'a <PN>Šamaš-bānī</PN> naš'akkum aḫī <PN>Adā</PN> kīma kaspam talqeuni ṭuppam ša ḫubullī <PN>Pilaḫ-Ištar</PN> ana <PN>Aššur-ennam</PN> dinma ṭuppam aṣṣērīa šuprānemma ṭuppū ište ište-lā-lá+lá-x limūtū u kaspam aššumi <PN>Pilaḫ-Ištar</PN> eqlam etiq,"From Alaya and Šēp-Ištar to the merchant: We took the agreed amount of 6⅚ minas of silver. Further, interet of ⅔ mina 1 shekel of silver; for 4 weeks 12 shekels: deductions;  on 6 minas of silver: 5 1 / 4 shekels. Specified with the colony's weight stone. In all, ⅚ mina 8 1 / 4 shekels of silver he transferred to the agreed amount. Truly, Pilah-Ištar son of Aššur-rēʾī held ⅓ mina 4½ shekels back on the silver in your possession. From Alaya: I have paid ⅓ mina of silver on your debt to Ennam-Aššur son of Šu-Illil. Šēp-Ištar took 5 shekels of silver. Let him make it up to you there. Aššur-ennam son of Šamaš-bāni brings you 7 minas of silver under our seals. My dear brother, when you have received the silver give the tablet concerning the debt of Pilah-Ištar to Aššur-ennam, send the tablet to me so I can nullify the tablet with them both; also, the silver passed overland in the name of Pilah-Ištar.",original
ana <PN>Al-aḫim</PN> qibima umma … <PN>Šuma</PN> tadaggal … nisarridamma lā ni-ba-ri … 3 ereqqātem … tí-ib-na-am-x … ina qātē x … bi uš a- dí ga … xxx x … umma attāma … kaspam šaqālam lā imūa i--… kaspam šašqilšu … 5 ūmē u-ta-… <PN>Šuma</PN> xx <PN>tù-Amurrum</PN> … lā x annukum u … u 10 ṣubātem na-x … u x ta ta mā u xx tí a- xxx xx ṣé-ri-… ištu <GN>Zalpa</GN> illakakkum ula anākuma e x ur warḫum,"To Ali-ahum from ...: If you observe ... we shall pack and we shall not stay ... 3 wagons ... straw ... You said: He will not pay the silver."" ... Make him pay the silver ... 5 days ... he will come to you from Zalpa ...""",original
kunuk <PN>Ištar-pālil</PN> mer'a <PN>Šu-Kūbim</PN> kunuk <PN>Nimar-Ištar</PN> mer'a <PN>Bala</PN> kunuk <PN>Abu-šalim</PN> mer'a <PN>Ilī-ālum</PN> ½ <PN>Mana</PN> kaspam ṣarrupam iṣṣēr <PN>Ištar-pālil</PN> mer'a <PN>Šu-Kūbim</PN> tamkārum īšu ištu ḫamuštem ša <PN>Enlil-bānī</PN> warḫem Te'inātem 1 šiqil ina warḫem ana kaspam anniem ṣibtam uṣṣab līmum <PN>Ḫanna-nārum</PN> kunuk <PN>Ištar-pālil</PN> mer'a <PN>Šu-Kūbim</PN> kunuk <PN>Aššuriš-tikal</PN> mer'a <PN>Ḫinnaya</PN> kunuk <PN>Al-aḫim</PN> mer'a <PN>Susaya</PN> kunuk <PN>Puzur-Ištar</PN> mer'a <PN>Šu-Kūbim</PN> kunuk <PN>Bēlum-bānī</PN> mer'a <PN>Gaziā</PN> kunuk <PN>Ab-šalim</PN> aššat <PN>Al-aḫim</PN> ½ <PN>Mana</PN> kaspam ṣarrupam iṣṣēr <PN>Ištar-pālil</PN> <PN>Ab-šalim</PN> aššat <PN>Al-aḫim</PN> u mer'ē <PN>Al-aḫim</PN> tamkārum īšu ištu ḫamuštem ša <PN>Ḫanaya</PN> warḫem <PN>Kanwarta</PN> 1½ šiqil ṣibtam ina warḫem ana 1 manā'em uṣṣubū kaspam i- qaqqad šalmīšunu u kēnīšunu rakis līmum <PN>Ḫanna-nārum</PN> i- šaḫāt <PN>Ab-šalim</PN> u mer'ē a--,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Nimar-Ištar, son of Bala, seal of Abu-šalim, son of Ilī-ālum. ½ mina of refined silver Ištar-pālil, son of Šu-Kūbum, owes to the creditor. From the week-eponymy of Ellil-bāni, month X, he will add 1 shekel per month for this silver. Eponymy of hanna-nārum.Seal of Ištar-pālil, son of Šu-Kūbum, seal of Aššuriš-tikal, son of hinnāya, seal of Ali-ahum, son of Susāya, seal of Puzur-Ištar, son of Šu-Kūbum, seal of Bēlum-bāni, son of Gaziya, seal of Ab-šalim, the wife of Ali-ahum. ½ mina of refined silver Ištar-pālil, Ab-šalim, the wife of Ali-ahum, and the sons of Ali-ahum owe to the creditor. From the week-eponymy of hanāya, month IX, they will add 1½ shekel as interest per month per mina. The silver is bound on [the one of them] who is solvent and reliable. Eponymy of hanna-nārum. Bēlum-bāni, son of Gaziya, assisted Ab-šalim and the sons of Ali-ahum. A tablet of 24 minas and 35 shekels of tin, on the name of 'creditor', has been deposited as pledge. This silver was taken in the name of Ali-ahum. Seal [of Aššur-taklāku, son of Qardāya, seal of Ṭāb-ṣilli-Aššur, son of Aššur-balāṭī, seal of Dadāya, son of Nimar-Ištar. 24 minas 35 shekels of -tin (and) 4 textiles Dadāya, son of Nimar-Ištar, owes to the creditor. From the week eponymy of Aššur-taklāku, son of Ali-ahum, he shall pay within [16 weeks. If, when his term is due, he has not paid, [he will add an interest of 1½ shekels per month. [Month XI, year eponymy of Maṣi-ilī. He will pay the full amount of tin without (deducting) fees and [transport costs.",original
[...] x šu-a--x-… umma … … … … <PN>Ennam-Aššur</PN> … bi-mā … tamkārem … <PN>Ḫua</PN> … … kaspam maḫar <PN>Eništarum</PN> … ni annekē … šī-a--ni … … mā x kunkāma ana <PN>Eništarum</PN> dinamma ište bātiqem ša ana pani elletem illakanni lā isaḫḫur ṭurdāniššu annākam wēdāku aḫḫūa attunu <PN>Eništarum</PN> lā isaḫḫur ṭurdāniššu milik luqūtem x x bi-ri-im milkā saḫertam ša 5 šiqil kaspam x x nim ana ši'im … … … … mì-li-ik-šu-nu milkā,[Obverse too broken for translation],original
[...] 9⅓ <PN>Mana</PN> kaspam ṣarrupem … <PN>Iddin-abim</PN> līmum ište <PN>Šalim-aḫim</PN> ilqeu ištu ḫamuštem ša <PN>Aguzā</PN> ṣibtam ana 1 manā'em i- warḫem 1½ šiqil <PN>Iddin-abum</PN> uṣṣab,...9⅓ minas of refined silver ... of Iddin-abum the eponym(s) received from Šalim-ahum. Reckoned from the week of Akuza Iddin-abum must pay interest at the rate 1½ shekel per mina per month.,original
5 šiqil kaspam ana mer'at <PN>Ḫinnaya</PN> 10 šiqil ana mer'at <PN>Aššur-nīšu</PN> 3 šiqil ana mer'at <PN>Iddin-abim</PN> mer'a <PN>Bala</PN> 1 šiqil ana <PN>Lamassī</PN> ša <PN>Ištar-puzrī</PN> ⅔ <PN>Mana</PN> kaspam šēbultaša ana <PN>Lamassī</PN> mer'at <PN>a--šur-Dudu-ši</PN> <PN>Adin</PN> 5½ šiqil ana <PN>Umme-Išḫara</PN> 4 riksū kunukkīa ana bētum <PN>Al-aḫim</PN> u <PN>Zikur-ilī</PN> mimma anniem maḫar <PN>Dadia</PN> apqid 2 riksē ša <PN>Šu-Bēlem</PN> mer'a <PN>Aššur-bēl-awātim</PN> na aḫātīšu u mer'itīšu maḫar <PN>Adā</PN> áp-qí id,"5 shekels of silver for hinnāya's daughter, 10 shekels of silver for Aššur-nišū's daughter, 3 shekels for the daughter of Iddin-abum, son of Bala, 1 shekel for Lamassī of Ištar-puzrī, ⅔ mina of silver, her consignment, I gave to Lamassī, daughter of Aššur-šamšī, 5½ shekels for Ummī-išhara, four packets with my seals for the house of Ali-ahum and Zikur-ilī - all this I entrusted (for transport) in the presence of Dadiya. Two packets of Šu-Bēlum, son of Aššur-bēl-awātim, for his sister and his daughter I entrusted (for transport) in the presence of Ataya.",original
kunuk <PN>Nimar-Ištar</PN> mer'a <PN>Bala</PN> kunuk <PN>Ennum-Aššur</PN> mer'a <PN>Iddin-Suen</PN> kunuk <PN>Ennum-Aššur</PN> mer'a <PN>Elamma</PN> <PN>Idī-Ištar</PN> u <PN>Ilabrat</PN> immigrūma bētū ša <GN>Kaneš</GN> u uṭuptum ša <PN>Idī-Ištar</PN> <PN>Ilabrat</PN> lā ṭaḫḫu ana ḫubul abīšunu kilallāššunuma izzazzu ana kubur <PN>Puzur</PN> ūmēšunu ana gamrem u ḫubul <PN>Puzur</PN> ūmēšunu <PN>Idī-Ištar-ma</PN> izzāz inūmi ša ina ālem i--za-ku-u-ni bētū ša <GN>Kaneš</GN> lā išakkunū,"Seal of Nimar-Ištar, son of Bala, ",original
<PN>Ennam-Aššur</PN> <PN>Al-aḫam</PN> iš'al umma <PN>Ennam-Aššur-ma</PN> ana <PN>Al-aḫim-ma</PN> mer'ū mētem nēnu miššum tamkārū abīni sí-ište-ni uka'lu bā'am ana tamkārum abīni lu nusallima tamkārum abīni lu nuṭa''ib lā tunna'ānima u sí-ište-ni lā uka'lu adi ḫamšīšu u išrīšu aḫam ebram nušēšibma <PN>Adā</PN> qātam tamtanaḫḫaṣ u tunna'ānima ištuma ša aḫem u ebrem lā tašammeu <PN>Baya</PN> ana ṣēr 4 ummiānē ša kīma abīni lu nillikma lu-šé-šī-ru-ni-a--tí-mā tamkārī abīni lu nuṭa''ibma u ana ālem aṣṣēr aḫātīni gubabtem lu nillikma ana mala šīmat abīni ša ālem lu nizku lā tunnaḫāni u kaspam 1 šiqil lā tušagmaranni lā rigmātum šēbuttum,"Ennam-Aššur questioned Ali-ahum. Ennam-Aššur said to Ali-ahum: We are inheritors. Why do our father's customers detain us? Come, let us plead with our father's customers and please our father's customers. Do not cheat me lest they detain us. Five or ten times we have had a colleague and friend sit down to negotiate, but you have rejected everything; so, you cheat me. Since you do not hear what brother and friend say, then come, let us go to the four investors who represent our father, let them set us straight and let us please our father's customers, and after that let us go to the City to our sister, the priestess, and clear the matter in accordance with our father's will that is in the City. Do not obstruct me and do not let me waste a single shekel of silver."" This is not a formal court case, it is a statement before witnesses.""",original
umma <PN>Ḫanunu</PN> <PN>Lipit-Ištar</PN> <PN>Uṣur-ša-Ištar-ma</PN> ana <PN>Al-aḫim</PN> qibima ina 11 <PN>Mana</PN> 7½ šiqil kaspīka ša ištu <GN>Burušḫaddem</GN> ublūninni ana mala tîrtīka ana ṭuppīka ša 7⅓ <PN>Mana</PN> 5 šiqil kaspam ša ana <PN>Zukuwa</PN> ḫabbulātini ūmūka 3 warḫem ittiqūma <PN>Inaḫ-ilī</PN> <PN>Iddin-Kūbam</PN> ušaḫḫitma ša 2 warḫem u šapattem 17½ šiqil kaspam ṣibtem ilqe 2 šiqil ana manā'em kibsātem ilqe ṭuppam ša kunukkīka nušēṣiamma niltešuma i- libbi ṭuppīka ina bētum <PN>Inaḫ-ilī</PN> niškun šîttē kaspīka 3 <PN>Mana</PN> 10 šiqil kaspam a- mala tîrtīka bētum <PN>Inaḫ-ilī</PN> nušēṣiamma ina 5 bilat weri ša tušēbilanni ina qerbemma 13 <PN>Mana</PN> weri ana gamrem ša ḫarrānem ukultī emārū <PN>Irnuit</PN> ilqe ši'im 4 bilat 47 <PN>Mana</PN> werîka ⅔ šiqil 15 uṭṭat kasapšu 3½ <PN>Mana</PN> 5 šiqil ½ <PN>Mana</PN> 2 šiqil kaspam ši'im 2 emārīka,"From Hanunu, Lipit-Ištar (and) Usur-ša-Ištar to Ali-ahum: Of the 11 minas 7½ shekels of your silver that they brought from Purušhaddum--in accordance with your instructions for your tablet concerning 7⅓ minas 5 shekels of silver which you owed to Zukuwa--your terms were exceeded by 3 months and Enah-ilī cleared Iddin-Kūbum, so he took interest for two-and-a-half months: 17½ shekels of silver; he took 2 shekels per mina as deducted amounts. We produced the tablet with your seal and opened it and put it among your tablets in Enah-ilī's house. The rest of your silver, 3 minas 10 shekels, we brought out of Enah-ilī's house according to your instructions, and of the 5 talents of copper that you sent, Irnuid took 13 minas copper to cover transport expenses (and) fodder for the donkeys. The proceeds from your 4 talents 47 minas of copper, at the rate ⅔ shekel 15 grains silver (per mina) was 3½ mina 5 shekels; ½ mina 2 shekels of silver: the price of 2 your donkeys. Of that we paid 17 shekels of silver, the price of a donkey that you owed to Ennānum son of Abiya. We gave 5 shekels of silver to your maid; we gave 4 shekels of silver to Usur-ša-Ištar; 1½ shekel: pasture for the donkeys; 3 shekels: deductions from the silver we brought out of Enah-ilī's house we deducted from the price of the tin; 16⅔ shekels: the price of two kutānus. Both the silver we brought out of Enah-ilī's house and hte silver that was the price of your copper, after we made payments for expenses with the silver became available, and we paid 6⅓ minas 8½ shekels of silver as the price of the tin, so at the rate 1:8½ we bought 55 minas 4½ shekels of tin for you. 16⅔ shekels of your silver remain, so we bought 2 kutanus for your silver for you. 55 minas 4½ shekels of tin, 2 kutanus and Salliya's tablet -- all this Usur-ša-Ištar brings you under our seal. The silver that left Purušhaddum as well as the proceeds from your copper--your goods have been spent, your donkeys too.",original
[...] ana 5 <PN>Mana</PN> ṭuppam ša x bu-…-kum <PN>Ilī-dān</PN> u šu-(d)EN.LÍL ša 2⅓ <PN>Mana</PN> 4½ šiqil kaspam šāpātem 1 <PN>Mana</PN> 10 šiqil annukum 6 emārum ṣallāmū u unūssunu mimma anniem ana <PN>Amur-šarrassa</PN> addinma ana <GN>Kuburnat</GN> ubil maḫar <PN>Adida</PN> maḫar <PN>Ababā</PN> maḫar <PN>Damqāya</PN> 3 šiqil kaspam i- libbi <PN>Šuli</PN>,"... for 5 minas ... a tablet ... Ilī-dan and Šu-Illil ... Wool worth 2⅓ minas 4½ shekels of silver, 1 mina 10 shekels of tin, 6 black donkeys and their harness - all this I gave to Amur-šarrassa and he brought it to Kuburnat. Witnessed by Adida, by Ababa, by Damqaya. 3 shekels of silver is in the possession of Šuli.",original
ana <PN>Ennum-Aššur</PN> qibima umma <PN>Tutāya-ma</PN> išram ša ana <PN>Ummaza</PN> taddināninni anāku u šūt ina ga-bar-tí ḫarrānem nimmiḫirma išram lā addišum tîrtaka lillikamma ašar pá-nu-im pá-ni-šī aḫī <PN>Adā</PN> aršātem karpat ana qātem dēn,"To Ennam-Aššur from Tutaya: As to the belt you gave me for Ummaza, when I and he met at the conclusion of the journey, I did not give him the belt. Send me a word and dispose of it wherever possible. My dear brother, give a pot of wheat to dispose over.",original
umma <PN>Ennum-Aššur-ma</PN> ana <PN>Anana</PN> qibima annākam abārum ša <PN>Itūr-ilī</PN> iḫliqma 1 šiqil 15 uṭṭat kaspam ana <PN>Šalim-bēlī</PN> ṣuḫārēšu <PN>Adin</PN> ammākam kaspam <PN>Šalim-bēlī</PN> liddinakkim apputtum ammākam lu a- ba'abātī lu ana bētīa lā tašalliṭī awātī ša <PN>Ilī-dān</PN> <PN>Iddi(n)-Aššur</PN> u <PN>Šu-Ištar</PN> alteqe ḫarrānī attallakam adi <PN>Enna-Suen</PN> <PN>Šalimma</PN> <PN>Šuma</PN> ištu ālem ittaṣam uznī peteā,"From Ennam-Aššur to Anna-anna: Itūr-ilī's lead has been lost here, and I gave 1 shekel 15 grains of silver to Šalim-bēlī, his servant. Let Šalim-bēlī give you the silver there. Urgent, do not act rashly there with regard to either the outstanding claims or my house. I have accepted the proposal of Ilī-dan, Iddin-Aššur and Šu-Ištar. I shall come on my trip. Ask about Enna-Suen, and inform (plural) me if he has left the City. ",original
