entry_type,form,norm,lexeme,type,known_meaning,train_frequency,in_train_data,eBL
lexicon,a-mur-ra-bu-sa,Amur-rabussa,Amur-rabussa,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-rabussa
lexicon,a-mur-ra-bu-sà,Amur-rabussa,Amur-rabussa,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-rabussa
lexicon,a-mur=(d)UTU,Amur-Šamaš,Amur-Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Šamaš
lexicon,am-ur=(d)UTU,Amur-Šamaš,Amur-Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Šamaš
lexicon,a-mur=(d)UTU-ši,Amur-Šamaš,Amur-Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Šamaš
lexicon,(m)a-mur-(d)UTU,Amur-Šamaš,Amur-Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Šamaš
lexicon,a-mur=(d)UTU-ma,Amur-Šamaš-ma,Amur-Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Šamaš
lexicon,a-mur=(d)UTU-ší,Amur-Šamaš,Amur-Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Šamaš
lexicon,a-mur-ša-am-ší,Amur-šamšī,Amur-šamšī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-šamšī
lexicon,a-mur=(d)UTU-ší,Amur-šamšī,Amur-šamšī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-šamšī
lexicon,a-mur=(d)UTU-ši-ma,Amur-šamšīma,Amur-šamšī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-šamšī
lexicon,a-mur-su-en,Amur-Suen,Amur-Suen,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Suen
lexicon,a-mu-ur-sú-en₆,Amur-Suen,Amur-Suen,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Suen
lexicon,a-mu-ri,Amuri,Amuri,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amuri
lexicon,a-mur-e-a,Amuria,Amuria,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amuria
lexicon,a-mu-ra-a-a,Amurā,Amurrā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurrā
lexicon,a-mu-ra-ú,Amurau,Amurrā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurrā
lexicon,a-mur-ra-a,Amurā,Amurrā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurrā
lexicon,a-mu-ri-tim,Amurritem,Amurritu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurritu
lexicon,a-mu-ri-tum,Amurritum,Amurritu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurritu
lexicon,a-mu-ri-en,ammurên,Amurriu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurriu
lexicon,a-ma-tí-a,amātēa,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,a-ma-sá,amassa,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,GÉME-tim,amtem,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,a-mì-tim-ma,ammītemma,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-me-ša-ma,ammēšamma,ammēša,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammēša
lexicon,a-mì-ša-ma,ammēšamma,ammēša,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammēša
lexicon,a-mì-ša-a-am,ammēšam,ammēša,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammēša
lexicon,a-mì-a-am,ammiam,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-mì-am,ammiam,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,am-mì-a-am,ammiam,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,am-mì-am,ammiam,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,am-mì-im,ammiem,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-mì-im-ma,ammiemma,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-mì-tim,ammītem,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-mì-a-tim,ammiātem,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-mì-tám,ammītam,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-am-tum,amtum,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,a-mì-tí-im,ammītem,ammiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammiu
lexicon,a-mì-tim,ammitem,ammutu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammutu
lexicon,a-mì-tí-im,ammitem,ammutu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammutu
lexicon,am-nu-a,Amnua,Amnua,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amnua
lexicon,am-ra-a,Amrā,Amrā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amrā
lexicon,am-ra-a-a,Amrā,Amrā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amrā
lexicon,a-am-ri-a,Amriā,Amriā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amriā
lexicon,am-ri-a-ma,Amriāma,Amriā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amriā
lexicon,am-tam₄,amtam,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,am-tam,amtam,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,am-tù-um,amtum,amtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=amtu
lexicon,a-mu-ri-i-im,amurrîm,Amurriu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurriu
lexicon,(d)MAR.TU-um,Amurrum,Amurru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurru
lexicon,a-ma-nu-ḫi,Amanuḫi,Amanuḫi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amanuḫi
lexicon,MAR.TU,Amurrem,Amurru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurru
lexicon,a-mur-kà-la,Amur-kala,Amur-kala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-kala
lexicon,a-mu-ur-kà-lá,Amur-kala,Amur-kala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-kala
lexicon,a-mur-la-šu,Amur-laššu,Amur-laššu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-laššu
lexicon,a-mur-lá-šu,Amur-laššu,Amur-laššu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-laššu
lexicon,a-mur-lu-ú-sú,Amur-lūṣu,Amur-lūṣu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-lūṣu
lexicon,a-mu-ur-lu-sú,Amur-lūṣu,Amur-lūṣu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-lūṣu
lexicon,a-mur-lú-su,Amur-lūṣu,Amur-lūṣu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-lūṣu
lexicon,a-mur-lu-su,Amur-lusu,Amur-lūṣu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-lūṣu
lexicon,a-mur-lu-sú-ma,Amur-lusuma,Amur-lūṣu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-lūṣu
lexicon,a-ma-ri-i,Amāri,Ammāru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Ammāru
lexicon,a-ma-num-ma,ammānumma,ammānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammānu
lexicon,a-ma-nu-um-ma,ammānumma,ammānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ammānu
lexicon,a-lu-zu-bu,Aluzubu,Aluzubu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aluzubu
lexicon,al-za-ḫa-lá,Alzaḫala,Alzaḫala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Alzaḫala
lexicon,al-za-na,Alzana,Alzana,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Alzana
lexicon,a-ma-a-šùr,Ama-Aššur,Ama-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Ama-Aššur
lexicon,a-ma-pá,Amaba,Amaba,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amaba
lexicon,a-ma-ka-ni,Amakani,Amakani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amakani
lexicon,a-ma-li-a,Amalia,Amalia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amalia
lexicon,a-ma-li-a-ma,Amaliama,Amalia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amalia
lexicon,a-ma-li-aš,Amaliaš,Amaliaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amaliaš
lexicon,a-ma-li-a-áš,Amaliaš,Amaliaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amaliaš
lexicon,a-ma-lu,Amalu,Amalu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amalu
lexicon,a-ma-ma,Amama,Amama,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amama
lexicon,a-ma-a-ma,Amama,Amama,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amama
lexicon,a-mur-kà-lá,Amur-kala,Amur-kala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-kala
lexicon,a-mur-iš₈-tár,Amur-Ištar,Amur-Ištar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Ištar
lexicon,a-mur-iš-tar-ma,Amur-Ištar-ma,Amur-Ištar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Ištar
lexicon,a-mur-E-a,Amur-Ea,Amur-Ea,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Ea
lexicon,(d)MAR.TU-im,Amurrem,Amurru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurru
lexicon,MAR.TU-im,Amurrem,Amurru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurru
lexicon,(d)MAR.TU-em,Amurrem,Amurru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amurru
lexicon,a-mu-ur-na-ḫu-uš-ma,Amur-naḫušma,Amur-naḫuš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-naḫuš
lexicon,a-mu-ur-a-šur,Amur-Aššur,Amur-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Aššur
lexicon,a-mu-ur-na-ḫu-uš,Amur-naḫuš,Amur-naḫuš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-naḫuš
lexicon,a-mur-lu-šu,Amur-lusu,Amur-lūṣu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-lūṣu
lexicon,a-mur-a-šùr-ma,Amur-Aššur-ma,Amur-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Aššur
lexicon,a-mur=(d)a-šur-ma,Amur-Aššur-ma,Amur-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Aššur
lexicon,a-mur=(d)a-šùr-ma,Amur-Aššur-ma,Amur-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Aššur
lexicon,a-mur-ba-ni,Amur-bānī,Amur-bānī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-bānī
lexicon,a-mur=(d)en-LÍL,Amur-Enlil,Amur-Enlil,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Enlil
lexicon,a-mur-iš-tar,Amur-Ištar,Amur-Ištar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Ištar
lexicon,a-mur-i-dí,Amur-idī,Amur-idī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-idī
lexicon,a-mu-ur-DINGIR,Amur-ilī,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,a-mur-ì-lí,Amur-ilī,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,a-mur-ili₅,Amur-ilī,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,a-mur-DINGIR-ma,Amur-ilīma,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,a-mur-i-lu-um,Amur-ilum,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,a-mur-DINGIR-su,Amur-ilisu,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,ZA-mur-ì-lí,Amur-ilī,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,(m)a-mur-DINGIR,Amur-ilī,Amur-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-ilī
lexicon,am-ri-IŠTAR,Amur-Ištar,Amur-Ištar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Ištar
lexicon,a-mu-IŠTAR,Amur-Ištar,Amur-Ištar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Amur-Ištar
lexicon,a-ta-lá,Adala,Adala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adala
lexicon,a-da-lá,Adala,Adala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adala
lexicon,a-da-la,Adala,Adala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adala
lexicon,a-bi-tù-kúl-tí,Abī-tukultī,Abī-tukultī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-tukultī
lexicon,a-bi-a-ma,Abiāma,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-bi-a-a-ma,Abiāma,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-bi₄-a-a-ma,Abiāma,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-be-i-a-a,Abīya,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-pi-a,Abiā,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-bí-a,Abiā,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-bí-a,Abīya,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-pì-a,Abīya,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-pì-a,Abiā,Abiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-bi₄-la-am-dum,Abī-lamdum,Abī-ilamdu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ilamdu
lexicon,a-bi-at,Abiat,Abiat,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiat
lexicon,a-bi-la-am-dum,Abī-lamdum,Abī-ilamdu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ilamdu
lexicon,a-bi₄-du-ri,Abī-dūrī,Abī-dūrī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-dūrī
lexicon,áp-du-a-ta,Abduata,Abduata,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abduata
lexicon,áb-du-a-ta,Abduata,Abduata,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abduata
lexicon,ab-di-IŠTAR,Abed-Ištar,Abed-Ištar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abed-Ištar
lexicon,a-pì-la,Abela,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-pì-lá,Abela,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bi-la,Abela,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-be-la,Abela,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-pí-la,Abela,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-pì-lá-ma,Abela-ma,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bi-lá-ma,Abela-ma,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bi-la,Abila,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-pì-lá,Apila,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bí-we-dum,Abī-wēdum,Abī-wēdu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-wēdu
lexicon,a-bi-DUG,Abī-ṭāb,Abī-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṭāb
lexicon,a-bi₄-ḫu,Abiḫu,Abiḫu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiḫu
lexicon,a-bi-DU₁₀-ma,Abī-ṭābma,Abī-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṭāb
lexicon,a-ḫu-a-ḫi-ma,Aḫu-aḫī-ma,Aḫu-aḫī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-aḫī
lexicon,a-ḫu-wa-ḫi-ma,Aḫu-aḫī-ma,Aḫu-aḫī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-aḫī
lexicon,a-ḫu-ki-in,Aḫu-kēn,Aḫu-kēn,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-kēn
lexicon,a-ḫu-DUG,Aḫu-ṭāb,Aḫu-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-ṭāb
lexicon,a-ḫu-DÙG,Aḫu-ṭāb,Aḫu-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-ṭāb
lexicon,aḫ-i,aḫi,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-tí-i-ma,adimma,aDāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aDāmu
lexicon,a-dí-i-ma,adimma,aDāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aDāmu
lexicon,ad-mu-šu-ni-ma,atmūšunima,aDāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aDāmu
lexicon,a-bi₄-ì-lí-šu,Abī-lišu,Abī-lišu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-lišu
lexicon,a-pil-ì-li-šu,Abī-lišu,Abī-lišu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-lišu
lexicon,a-pì-il-ì-lí-šu,Abī-lišu,Abī-lišu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-lišu
lexicon,a-bi-na-ṣir,Abī-nāṣir,Abī-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-nāṣir
lexicon,a-bi₄-na-ṣí-ir,Abī-nāṣir,Abī-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-nāṣir
lexicon,a-bi-na-ṣé-er,Abī-nāṣir,Abī-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-nāṣir
lexicon,a-bi₄-ni-im-ri,Abī-nimrī,Abī-nimrī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-nimrī
lexicon,a-bi-ru-ša-kim,Abi-rušakim,Abī-rušaki,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-rušaki
lexicon,a-bi-ru-ša-ki-im,Abi-rušakim,Abī-rušaki,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-rušaki
lexicon,a-bi-ṣu-ra,Abī-ṣura,Abī-ṣura,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṣura
lexicon,a-be-zu-ra,Abī-ṣura,Abī-ṣura,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṣura
lexicon,a-pì-zu-ra,Abī-ṣura,Abī-ṣura,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṣura
lexicon,a-bi₄-DUG,Abī-ṭāb,Abī-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṭāb
lexicon,a-bi₄-DÙG,Abī-ṭāb,Abī-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṭāb
lexicon,a-bi₄-DU₁₀,Abī-ṭāb,Abī-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṭāb
lexicon,a-bi-DU₁₀,Abī-ṭāb,Abī-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ṭāb
lexicon,a-be-i-lá,Apila,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bi-la-ma,Abela-ma,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bé-lá,Abela,Abela,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abela
lexicon,a-bi-a-num,Abī-Anum,Abī-Anu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Anu
lexicon,a-bi-im-ma,abemma,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-a-ma,abīama,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-kà-ma,abīkama,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-ki,abīki,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-ša,abīša,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-ša,abīša,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-šu-ú,abīšu,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-šu-ma,abīšuma,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bu,abu,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bu-ki,abūki,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bu-um,abum,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bu-šu-nu,abušunu,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-kà-ma,abīkama,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-ki,abīki,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-šu-ma,abīšuma,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-ni-ma,abīnima,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-ni-ma,abīnima,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-i-a,abīa,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,ab-na-am,abnam,abnu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abnu
lexicon,a-bi₄-at,Abiat,Abiat,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiat
lexicon,NA₄-a,abnem,abnu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abnu
lexicon,áb-na-ti-ni,abnātēni,abnu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abnu
lexicon,a-bi-at-i,Abiati,Abiati,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiati
lexicon,a-be-eḫ,Abiḫ,Abiḫ,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiḫ
lexicon,a-bi-iḫ,Abiḫ,Abiḫ,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiḫ
lexicon,a-bí-im,abem,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi₄-im,abem,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-ba-ú-šu-nu,abbā'ūšunu,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-bi-du-ri,Abī-dūrī,Abī-dūrī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-dūrī
lexicon,a-be-a-ni-im,Abī-Anim,Abī-Anu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Anu
lexicon,a-bi₄-a-nim,Abī-Anim,Abī-Anu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Anu
lexicon,a-bi₄-a-šùr,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,a-bi₄-a-šur,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,a-bi-a-šùr,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,a-bi-a-šur,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,a-bí-a-šùr,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,(m)a-bi₄-a-šùr,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,(m)a-bi₄-a-šur,Abī-Aššur,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,a-bi-a-šur-ma,Abī-Aššurma,Abī-Aššur,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-Aššur
lexicon,a-bi₄-i-ba-áš-tí,Abī-baštī,Abī-baštī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-baštī
lexicon,a-pì-tù-ri,Abī-dūrī,Abī-dūrī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-dūrī
lexicon,a-bu-ú,Abu,Abu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abu
lexicon,a-bi₄-i-lá-am-dim,Abī-ilamdim,Abī-ilamdu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abī-ilamdu
lexicon,ab-du-a-ta,Abduata,Abduata,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abduata
lexicon,a-bi-a-at,Abiat,Abiat,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiat
lexicon,a-pí-a-at,Abiat,Abiat,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiat
lexicon,ab-ni-šu,abnīšu,abnu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abnu
