transliteration,translation
asipu ana seri ussâmma É rim-ki ippus,the exorcist goes out into the open country and builds the bathhouse
ina É rim-ki ussab,he takes a seat in the bathhouse
pallisu sa sarru abuka ugallibuni ina É rim-ki errab u ina pani salmani issenis sarru abuka iptiqissu,"the stonedriller(?), whom the king, your father, had consecrated, used to enter the bathhouse and the king, your father, appointed him in charge of the statues as well"
lallika É rim-ki lusetiqi kÿma rab kakardinni illaka issisuma allaka,"I will come and perform the washing ritual, so I can go with the chief kakardinnu baker when he comes"
asseme ma panât nepese annûti SAL ra-gi-in-ti tartugumu,I heard that before these ritual ceremonies a prophetess prophesied
ra-gi-in-tu ina puhri sa mati taqtibassu,a prophetess told him in the assembly of the country
fPN SAL ra-gi-in-tú ma abat LUGAL dNIN.LÍL si-i,thus the prophetess fPN: It is the word of queen DN (be not afraid)
elli ana ekalli la tarsak LÚ ra-ag-gi-mu assaåal dunqu la a-mur ma-ah-hur u diglu untatti,"I am unfit to go up to the palace, I turned to a prophet but did not find favor, he was willing(?) but did not see much(?)"
u sanêm ip-ta-ah-nu,and wounded another
ude LÚ.BA{ÁR 4 egubbû 4 kandurû 4 sahharÿ 24 adagurru 24 habû 120 malÿtu 300 bagurru 60 nignakku 5 ZA.KID 6 aggannu 6 nesep 2 sindû 2 namhari,"the utensils of the potter are: 4 basins for holy water, 4 potstands, 4 sahharu bowls, 24 adagurru containers, 24 habû jugs, 120 bowls, 300 scoops(?), 60 censers, 5 . . . . , 6 aggannu bowls, 6 shovels, 2 sindû containers, 2 vats"
summa tamkaru sa istu PN imutuni kasap ilqeuni utarru u attunu sÿm bÿti taåerama u ru-ub-sa-ma ana baåabat kaspija zuzama,"If the creditors who, after PN died, took silver do return it, then you (pl.) too return the price of the house and substantiate your claims and take a share according to the outstanding claims on my silver"
summa iptu-anniati istini i-ra-ba-as,if he gives us information he will (be able to) present his claim together with us
~lum dÿnam idÿnma ana kaspim u subatÿ asalasat niati ir-ta-áb-su-ni-a-tí,the City rendered a decision and they have substantiated the claim(?) against us three for the silver and garments
ina rab-ba-a-ti lu-sib,let me sit on a seat of honor
belu sa ra-ba-ti ina libbisu ul asib,the lord of greatness is not present there
DN u DN2 hÿratus ina rab-ba-a-te usbu,"Ea and Damkina, his wife, sat down in majesty"
tisbi DN ina ra-ba-a-ti DN2 DN3 u DN4 lÿsibu ittiki,"sit down, O Istar, in majesty, let Anu, Enlil, and Ea sit with you"
sa ana adê sa ili u istari ra-bi-is putuqqu,who is solemnly concerned with the agreements with god and goddess
nisu rapsatu sa kissat mati ra-bis upaqquka,the many people of the entire land pay careful attention to you
ra-bi-is issÿma,he cried out tremblingly
anumma DUMU.SAL fra-bi-ti sa hitta rabâ ana kâsa tetepas leqesi,"now, take the daughter of the Great Lady who has committed the great sin against you (and treat her as you please)"
RN bani ekallim ina qerbu GN ra-bi-ti-su,"RN, the builder of the palace in the midst of Razama, his capital"
alpÿ rab-sú-ú-ti ul usetbi,he did not make the recumbent cattle get up
ana put alpi rab-si 3-sú tanaqqi,you pour (water) three times over the recumbent bull
rab-sú itebbi,the recumbent one will arise
kÿma pitilti lip-pa-sìr,"like (this) rope, may (the oath) be unraveled"
kispu upsasû ina mahar ilutika lip-pa-ás-ru,before your divinity let sorcery and machinations be undone
aj ip-pa-sir,may it not be undone
ilu u amelu la ip-pa-ás-sá-ru,may neither god nor man be released
ina kibir nari la tap-pa-ás-sar-sú,on the river bank you shall not be . . . . to him
pitilta i-pa-ás-sar,he unravels a rope (as symbolic ritual act)
ù qé-e LÚ.TÚG ma-du-tim pu-su-ur,(go home) and untangle the many threads of the fuller
kî la pa-ás-ra ul tabu ana eresi,"if they are not broken up, it will not be good for cultivation"
epus Ea ip-sur Ea sa rÿbu ÿpusuni sutuma NAM. BÚR.BI etapas,"Ea made, Ea unmade, he who caused the earthquake has himself also created the apotropaic ritual against it"
ÿpus Ea ip-sur Ea,"Ea made, Ea unmade"
ittu mihir itti la ittabsÿma pi-is-sà-tú la irtasi ul usettiq,"should the sign not have a countersign nor acquire a cancellation, one cannot make (it) pass by"
summa ittu ina samê illikamma pi(!)-is-sá-tu la irsi,if a sign occurs in the sky and does not acquire a cancellation
kirâm sa pu-is-sí-im usasiakka,(PN) has rented for you an orchard that is to be cleared(?)
tu-pa-as-sa ina haragi la esseti tutâr tu-pa-as-sa,"you sinter (the mixture) in a used haragu pan, you sinter (the mixture) again"
narkabatisunu pit-hal-la-sú-nu unut tahazisunu ekimsunu,"I took from them their chariots, their riding horses, and their battle equipment"
abiktasu askun pit-hal-lu-sú ekim,"I secured his defeat, I took away his riding horses"
50-a(!)-a pít-hal ina panÿsunu likliu,let them keep fifty riding horses each
pì-ri-kà-ni samutim samama sebilanim,buy and send me red p. textiles
pì-ri-kà-ni sa talaqqeani lu samu,make sure that the p.-s that you acquire are red
pì-ri-kà-ni sa talaqqeani lu SIG5 lu rabû,the p.-s that you get should be of good quality and large
63 pí-ri-kà-nu sa lubus suharÿ x KÙ.BABBAR sÿmsunu,"63 p. textiles for clothing for the servants, their price is one mina and 50!-4 shekels of silver"
40 TÙG pí-ri-kà-nu x KÙ.BABBAR sÿmsunu,"40 p. textiles, their price is one mina and 26-3 shekels of silver"
pì-ri-kà-ni ana lubustim bÿtam samam,buy for me in(?) the house p.-s for clothing
!-3 MA.NA 5 GÍN KÙ.BABBAR ana 10 pí-ri-kà-ni ana PN nisqul,we paid PN 25 shekels of silver for ten p.-s
sÿm pì-ri-kà-ni annakam batqu mahÿr Kanis la masi,"trade in p.-s is slack here, the (supply in the) market of Kanis is not su¯cient"
mýnum nemal pì-ri-kà-ni-ma anaku pì-ri-kà-ni amakkar,What pro˜t anyhow can be derived from p. textiles that I should trade in p. textiles?
ina 10.TA pá-ra-kà-ni 1 pá-ra-kà-nam nishatika telaqqe,you will take as your import tax one out of every ten p. textiles
SIPA teneseti atta,you (Marduk) are the shepherd of human beings
RN re-iu-um nibÿt Enlil anaku,"I am Hammurapi, the shepherd called (to rule) by Enlil"
nu-ma-ti sa ezibu itbal u inanna ina bÿtija ustasianni umma sûma GUD.{I.A i-ra-ab-bi-qú,"he took away the furnishings which I had left behind, and now he has even driven me out of my house saying: ""The cattle will . . . ."""
inanna appunama GUD.{I.A ana mahrija sunu ullikÿam ur-ta-ba-qú,now they . . . . the oxen to me there
barûtam ana elê GN ni-ir-ta-ab-bi-is-ma ul salma,we repeatedly performed(?) divination for going up to Babylon and (the portents) were not favorable
ina matati kÿma rÿmi eqdu rab-su,in all lands he (Enlil) lies down like a fierce wild bull
kÿma ni-si ina subti rab-su,(demons) lie in wait in an ambush like a lion
asar mursi ir-tab-su,(the evil demons) lay down at the place of sickness
63 U8 sa ina dunnim ra-ab-sa-ma ana PN paqda,63 ewes which were bedded in the fortified area and were entrusted to PN
2 UR.MA{ . . . ina pan musim ir-bi-sú-ma,two lions lay down at the beginning of the night
erbû ana GN imqutunim . . . ul ir-bi-sú,locusts descended on GN but did not settle
erbû iteb-bâmma ina muhhi . . . i-ra-bi-is,locusts will arise and settle on the crop(?)
mÿnamma ana satammi u LÚ.SAG nasâ,everything that has been brought to the chief administrator of the (Eanna) temple and to the (royal) commissioner
LÚ sá SAG.LUGAL sa kÿma belisu suma nabû,a royal o¯cer who is given the name of (the king) his lord
LÚ sâti ana su-ut re-su-tim esiksu ina su-ut re-si illak,"assign that man to the armed service, he will perform (his) duty among the soldiers"
PN su-ut SAG wardum 1 LÚ {anûm u 1 awÿlum ina Su-ha-iki istu GN2 iksudunim,"coming from Jamhad, PN, a soldier, a slave, one Hanean, and one man from the Suhians have arrived"
jabiltum sa GN sa mê ana ZA-da-nim ubbalu istu ume madutim pé-te-e-et,the canal of GN which carries the water for . . . . has been open for a long time
ina sabim sa halsim pí-te-si,open it with the people of the area
pí-tam ip-te-ma ana pí-ti-nim-ma ana sekerim ul illik,he made an opening but did not go back to block the opening
tettirma hisba la qatâ qa-ri-ra te-ep-ti,"you save(?) unceasing abundance, you opened the (water) flow"
Salbatanu erbe ubani TA IGI Kajamanu pa-a-te la ithi,"Mars remains four fingers away from Saturn, it did not come near"
summa sa imitti pe-ta-a sa sumeli sa-la-a,if (the lines) on the right are apart (and the lines) on the left are close together(?)
summa pe-tu-ú,if (the eyebrows) are far apart
tuppam isten pè-té-ma sitamme,open one tablet and hear it
summa amelu PÚ ina pe-te-e,if when a man digs a well
ina suwar alpÿ ina pu-uz-ri-i-su inÿtam ana kaspim la ad-di-i-nu,(I swear that) I did not hire out (lit. give) for silver an ox-team from his cattle herd without his knowledge
agana ina pu-uz-ri-ia sitaåalsuma seåam mali . . . elqûma liqbÿkum,"now interrogate him in isolation from me, and let him tell you how much barley I took"
ammÿnim ina pu-IZ-ri-im la ettenesme,why am I never heard in the p.?
kummu ra-ap-si-is asteåema,I searched widely for the (site of a new) cella
sibit ilani samê rap-su-ti sibit ilani mati ra-pa-ás-ti,"they are the seven gods of the vast heavens, the seven gods of the vast land"
kÿma sapari rap-si ina asri rap-si sunÿl,like a wide net cast over a wide place
nisu ra-ap-sa-tum listemiqakum,may the widespread people beseech you earnestly
matu ra-pa-ás-tum mê usabil,he had water carry away the wide land
sa merestasu ra-pa-as-tum ihhabtu,its large arable land was destroyed
parutu . . . ina sapan KUR GN ú-sap-tu-ni pa-ni-sú,they (the gods) had the (location of the deposits of) alabaster deep in the Amanus mountains revealed to me
ina saparim ul tu-us-tap-te-e-em,you have not been candid(?) with me in communicating messages
sá nis-mu-sú ik-bi-tu tu-sap-ta uz-nu,you (Marduk) cause to be opened the ears of him who became hard of hearing
suharum ul su-te-ep()-ªtuº-ma ul atrudassu . . . sapirÿ 1 redâm litrudamma . . . suharam itti alik idi lutrudam,"(I am myself still sick and) no servant could be relieved of duty(?) so I could not send one, let my superior send me a soldier so that I can send a servant with an escort"
7 KÁ KUR.NU.GI4.A lip-pe-ªtu-uº ina panÿka,let the seven gates of the Land-of-No-Return be opened to you
MU.3.KAM KÁ NU BAD,for three years the gates will not be opened
lama KÁ.GAL GN ip-pé-et-tu-ú,before the gate of Aksak was opened
KÁ.GAL É pe-hi-i-tum BAD-te,the closed gate of the house will be opened
sa-mu ip-pí-tu,the sky opened
gusanum sû mahrisa li-ip-pé-ti,that leather sack (of wool) should be opened in her presence
pisan emuqti BAD-ma,the storage container of the provident woman will be opened
summa la i-pé-ti belÿ annÿtam la annÿtam lispuram,my lord should send word to me whether or not it (the mouth of the statue of the goddess) should be opened
nes-mu-sú BAD-te,his hearing will be restored
balat um re-e-qú-ú-tim . . . surkim,grant me a life of distant days
isid kussÿja sursid ana um re-e-qu-tim,firmly establish my throne for distant days
imarrasma imât umam re-qá-a-am mut ilisu awÿlum imât,"he will fall ill and die, or else the man will die the death destined for him"
samûm izannun umam re-qá-a-am nasirti awÿlim ussi,"it will rain, or else a treasure of the man will disappear"
umam re-qá-a-am kurrum issaqqal,or else the (contents of a) kurru measure will be weighed (and not measured)
alaktasa re-qé-et,her behavior is unfathomable
istarsu ina zumrisu ir-te-eq,his protective goddess withdrew from his body
anaku ina resika azzazzuma la a-ru-qú-ni,I am at your disposal and will not go away from you
PN ina bÿtim la i-ru-a-aq,PN must not depart from the house
resni kÿl te-re-qa-na-ti-ma bÿtka nudabbab,"provide for our needs, if you are going to avoid us we will take action against your house"
sa semû i-re-eq-qú-nim,those who hear (it) will leave
atta kî te-re-qa-an-ni,when you left me
atta maåda kî te-re-qa-ni,because you went so far away from me
RN ittija ana mati i-re-qa,Ninurta-tukulti-Assur will go with me to the land
alka belu nap-lis aluka,"come, O lord, look favorably upon your city"
asar la nap-lu-si ip-pal-su,they looked where one is not allowed to look
ip-pa-li-is-si-ma nap-lu-us mutimma,"she gazed at her, it was a death-dealing glance"
a-wi-lim tap-pa-la-si,the man at whom you look
hadîs lu ip-pal-su-in-ni-ma,they looked at me with joy
ÿnu ul ip-pal-la-as,no eye sees (the word of Enlil)
dEnlil a-na ali sa sÿmatusu arratu lip-pa-lis,may Enlil glance at a city whose fate is a curse
sunu sâsu lu pal-su-sú,they look at him
kussid la takalla pa-li-is-ku-um mahas,"defeat (the enemy), do not tarry, strike the one who faces you"
sidÿtam ammÿni la ta-ap-lu-si,why did you (fem.) not see to the provisions?
mursu dihu imtu diliptu elisu ir-te-eh-hu-ú,"sickness, headache, venom, and misery have continually poured over him"
summa amelu miqtu ir-te-né-eh-hi-sú,if miqtu disease continually afflicts a man
annimmis sittu ir-hu-ú elija,as soon as sleep flowed over me
hazannu sa manahtisu ra-hi sittu,the mayor in his weariness is fast asleep
sittum re-hat nise elisu imqut,"sleep, that flows over people, fell upon him"
sitti la tabtu re-ha-a salali kÿma qutru immalû samê ustarÿq,"he swept far away troubled sleep, the pouring out of slumber, like smoke with which the heavens are filled"
assum fPN sa dÍD ir-hu-si,concerning fPN whom the river ordeal has overcome
epistu u mustepistu samû anaku ul tulappatinni ersetu anaku ul tu-ra-hi-in-ni,"witch and sorceress, I am heaven, you cannot touch me, I am earth, you cannot impregnate me"
ilu sâsu sa taspurannâsuma ur-ta-ha-ni-ma littatÿl ittija,"that god whom you sent to us has impregnated me, let him lie with me"
kassaptu ukassipanni ra-hi-tum ú-re-eh-ha-an-ni,"the sorceress put a spell on me, the incubus woman(?) impregnated me"
leåû leåûti apkal ilÿ Bel it-tar-he-e-ma,"Bel, the cleverest of the clever, the sage of the gods, was begotten"
PN lubusam pí-sa-tam u piqittam ul iddissim ina aplutisu inassahsu,"if PN does not give her clothing, oil, and (food) allowances, she may disinherit him"
ana ser seåim sa suharatim kurummatÿ lubusÿ pí-sa-ti piqittÿ nudunnê subilam,"in addition to barley for the young girls, send me my food, clothing, and oil allowances, and my provisions (for offerings)"
samnam tabam sa aptassasu Ì.BA surmenim subilam,"send me fine oil with which I may anoint myself, oil of cypress"
samna saman pis-sá-te sa rubê litpatama,"be anointed with oil, the oil fit for anointing princes"
pis-sá-tú samnu ellu zumursun utahhid,I anointed their bodies richly with sacred oil
ana epes sipri suatu ra-bis amtallikma,I deliberated much in connection with the execution of this work
ana amat aspurakku ra-bis ahka la tanandi,you should not completely disregard the matter I herewith put before you
ra-bi-is ittasab,he sat down solemnly
ina parakki sÿri ra-bis usbuma,they sat on the exalted dais solemnly (to eat)
emqam issÿma ra-bi-is ú-te-e-er,he (Ea) summoned a wise one and solemnly instructed him
a-ta-ar-ru-rum pí-ri-tum gilittum namrirru u melemmu kûmma Istar,"agitation, terror, fear, splendor, awe-inspiring sheen are yours, Istar"
pí-ir-de-tum ù tanuqatum kûmma Istar,"terror and the din of battle belong to you, Istar"
ina zumrija pí-rit-tú iskuna,he has put fear in my body
pì-ir-da-tù-kà etaklani,worries about you have consumed me
summamin qÿptumma ma pì-ir-da-tum,"if it had been consigned goods, there would indeed have been (reason for) fear"
ahÿ atta ina pí-ir-da-tim la alteåe,"please, my brother, I am powerless because of anxiety"
kÿma pí-ri-tám isserika ekallum iskunu nismema,we heard that the palace put a scare into you
ana sarri pi-ri-it-tu,there will be terror for the king
pi-ri-it-tu ina mat nakri issakkan,there will be terror in the enemy land
libbÿ kabbara pi-rit-ti utannis,fear has weakened my robust heart
issaknanimma idat pi-rit-ti,fearful omens beset me
qaqqassu nugallib . . . sindÿ . . . ni-ir-ku-us,we will shave his head and bandage (the wound?) with . . . bandages
3 patÿrÿ ana DN DN2 u DN3 tar-kas,"you set up three movable altars for Anu, Enlil, and Ea"
passuru patÿru ina res ersi ta-rak-kás,you set up a table and a reed altar at the head of the bed
12 NINDA ZÍZ. ÀM tar-kás,you prepare twelve emmer breads
qabutu hashure i-ra-ku-su,they prepare a bowl of apple (juice?)
sappÿ hurasi ina passur Ani ta-rak-kas,you set up golden bowls on the table for Anu
aklÿ sa ªsamniº ina muhhi salli i-ra-kas,he arranges oiled loaves of bread on top of the basket
passur takbitti maharsu ar-ku-su-ma,I set up a bounteous table in front of him (the vassal king)
passuru ina pan malahe i-ra-ku-su,they prepare a table in front of the boatmen
adi sarru passura sa pan Assur i-ra-ka-su-ni sangû passure sa ilani sa pitte i-ra-kas,"while the king prepares the table in front of Assur, the sangû prepares the tables of the gods around (him)"
passuru i-ra-kas tabtu ikarrar,sets the table and strews salt
sa Marduk rém-ni-i kabattasu ippashu,the heart of merciful Marduk was appeased
uspassah Marduk re-mi-nu-u,merciful Marduk appeases
Ninurta rém-nu-ú ilitti samê,"merciful Ninurta, offspring of heaven"
sa napsursu abu re-mi-nu-ú,(Marduk) whose pardon is (like that of) a forbearing father
Ninurta ilu rém-nu-ú sa sÿpusu tabu,the merciful god to whom it is sweet to pray
re-mi-nu suppê isemmi,"(my beloved) is merciful, he listens to prayers"
na-ruqqu upsasê sa lemnis rak-sat,sack containing evil magic which is tied with evil intent
ina imnisu ru-ku-us-su-ma,tie it (red wool) to his right hand
ina parsÿgu sa MIN-e qaqqassu ru-ku-us-ma,tie the headband of the mashultuppû around his head
qaqqad marsi ru-kus-ma,bandage the head of the sick man
TA AN.PA adi AN.ÚR iprik,if a white cloudbank lies crosswise from the zenith to the horizon
30 MA.NA SÍG BABBAR . . . idin,give (her) thirty minas of white wool
DUR tabarri SÍG BABBAR tatammi,you spin a string of red and white wool
20 li-me-e za-pè-e i-libbim 10 li-me-e za-pu-ú pá-sí-ú-tum u 10 li-me-e za-pu-ú salmutum ana 2!-3 MA.NA KÙ.BABBAR,"twenty thousand bristles(?), of which ten thousand are white and ten thousand black, valued at two and one-third minas of silver"
PN PA.AN É.AD.DA.NA IN.DU8,PN redeemed the offices of his paternal house
sa pa-ar-sa-am essam ana labÿrim ubbalam ukannusuma,they will convict anyone who introduces a new rite instead of the old
summa mû la ÿsuma mala sukusisunu ru-ub-bé-e-em masû,"if the water is not too little, but sufficient to submerge their sustenance field"
isata tu-rab-ba nappatu tusessÿma,"you douse the fire, you remove the brazier"
kÿma isat asrupu ú-rab-bu-ú,(just) as I have doused the fire I have lit
damu pe-lu-tu ina pÿsu illaku iballut,"red blood flows out of his mouth, he will recover"
summa ina pÿsu dama pe-la-a ittadâ,if he spews red blood from his mouth
damusu pe-lu-ú,its blood is red
summa naru kÿma dami pe-li-i,if the river is red like blood
sum-su pé-li,its red (glow) is red-hued
abnu sa sulumsu SA5 pe-lu-ú-ti ukâl,the stone whose black (surface) contains red-hued flecks(?)
summa pani pe-li,if he has a red face
summa sarat qaqqadisu pe-la-at,if the hair on his head is red
summa pitrusu suma pe-la-a sarpu,if its fissures are dyed p.-red
summa alpa SU4.A immar,if he sees a red ox
summa suraru SU4.A ana muhhi ameli imqut,if a red lizard falls on a man
summa sinnistu LÚ.BA.AN.ZA (SAL.BA.AN.ZA) ittalad,if a woman gives birth to a male (female) cripple
BA.AN.ZA iåallad,a cripple will be born
1 LÚ pé-es-sú-u sa NA4 kirretu ina qatisu,"one stone (˜gurine in the shape of a) cripple, holding jars"
wa-sú-tu-um sa a-na x x wasbu GUR7.dNANNA.TA BA.ZI,"the exiles who are residing . . . ., (the barley is) withdrawn from the granary of Nanna"
a-lap pu-ut-su pe-sa-at,ox whose forehead is white
sarat unÿqi la petÿta pa-si-ta u salimta tanassahma,you pull out hair from a white and a black unmated she-goat
sa() seni sipatu damqatu MIN pe-sa-a-tu ina qatisu iskunu,"they placed fine wool, white wool, from a sheep in his hand"
MIN BABBAR-ú sa Dumuzi leqema,take a white goat from Dumuzi (and have it lie down by the sick man)
janu sa i-ri-hu,there is nothing that has been left
x MA.NA annuku ina qat PN ir-ti-a-ah,25 minas of tin were left over with PN
sipatu sa qatika kê masi ibassi i-ri-ha,how much of the wool at your disposal is available as remainder?
naphar anniu gabbu sa PN ina balatisu ana PN2 DUMU-sú irÿmuni sa ri-hu-u-ni ana 8-sú TA ahhesu ibattaq,"this is the total of everything that PN, during his lifetime, ceded to his son PN2, what remains he will divide into eight shares with his brothers"
mar sipri sarru belÿ lispur eqlu ammar ina panÿsu ri-hu-ni libtuqu ana mar siprija liddin,"let the king, my lord, send a messenger to partition whatever field is left to him and give it to my messenger"
x alpe-sunu sa ri-hu-u-ni lusebiluni,let them bring their remaining eleven oxen
ana hur . . . hurasu ri-hi,there is still . . . gold left
1 !-2 GÍN la(!) ri-hi(!),neither one nor half a shekel is left over
memeni la re-hi,nothing is left
re-hi-it uttati sa ina libbi ta-ri-ih-hu lumsuh,I will measure the remainder of the barley which is left
4 ina ammatim mû is-hu-tu-ma 2 ina ammatim mû i-ri-hu u sunu illakuma,"the water (level) went down four cubits, only two cubits have been left and they will go also"
zera ur-tap-pi-is,he has broadcast seed
summa ina bab ekallim qûm ra-pa-as,if in the 'palace gate' a lament is spread wide
summa naplastum ressa ra-pa-as,if the top of the 'spy hole' mark is wide
summa kunuk imitti atar u panusu tapsu,if the right vertebra is oversized and its front is wide
summa sibtu DAGAL-at,if the sibtu is wide
summa martum medehtum edhessima ina imittim ir-pi-is-ma ina sumelim iqtin,"if the gall bladder is covered with a network, and it is wide on the right side but narrow on the left side"
summa bab ekallim ir-pi-is,if the 'gate of the palace' is wide
summa sippi imittim ir-pi-is,if the 'doorjamb' of the right side is wide
summa kunuk imitti pûsu kÿma kursinni DAGAL-es,if the opening of the right vertebra is as wide as a fetlock
summa kalÿt imitti ir-pis,if the right kidney is enlarged
summa masrah martim ir-ta-pi-is,if the masrahu of the gall bladder has become enlarged
summa irtu DAGAL,if his chest is broad
summa serru sibit qaqqadisu patratma muhhasu i-rap-pu-us,if the baby's fontanelle is open and its skull widens
re-hi kaspi ina misil satti inandin,he will pay the remainder of the silver in the middle of the year
re-ha-an-ni sa MN u MN2 mamma ul id-di-ni-an-na-su,no one gave us the deliveries due us for MN and MN2
ina re-e-hi-ia ana PN attadin,as my outstanding obligation I gave to PN (the following items)
fPN2 re-e-hi sa muhhi PN ana makkur Eanna tettir,(if PN disappears) fPN2 will pay to the property of Eanna the outstanding obligation with which PN is charged
put suddudu re-å-i-ti massartu sa U8. {I.A PN nasi,"PN is responsible for tending, herding, and guarding the sheep"
senu sa ina mahrini ana SIPA-i-tum ul numassar,we will not release the flocks that we have for pasturing
mandatti ina satti 2 GUD.{I.A sa SIPA-i-tum u 20 UDU.NITÁ sa SIPA-i-tum niddakka,we will give you two oxen and twenty sheep per year as an additional fee from the (herds which we) pasture
pe-tu-tum uddulu babu,the gates that were open are (now) bolted
abullam pé-te-tam la irrubamma,let him not come in to me through the open city gate
U8 nubatta ina panÿja i-pet-tu,they will slit open a ewe before me in the evening
libbasu BAD-ma murra tumalla,you open its belly and fill it with myrrh
summa immerum lama te-ep-tu-ú-su,if the sheep before you slit it open (for extispicy)
ullanumma libbasu BAD-ma ina libbisu . . . saknat,from the beginning its belly is open and in its belly there is a . . .
ussesu ap-te-e-ma,I opened foundation pits for it
bÿt usse pa-te,the foundation pit is open
ahsu iddÿma eqlam la ip-te-te,he is negligent and does not open the field (for cultivation)
seråatisu ip-te-ma,he opened its furrows
ana salmat qaqqadim sa Enlil isrukam re-ú-sí-na Marduk iddinam,on behalf of the black-headed people whom Enlil has granted me (and) whose shepherding Marduk has given to me
MA.DA.MA.DA kalasina sa Marduk belÿ re-é-ú-si-na jâti isrukam,"all lands, the shepherdship of which my lord Marduk has granted me"
hattu isartu re-å-ú-ut teneseti ana sar matati belija lisruku,"may (the gods) grant a just scepter and the shepherdship of mankind to the king of the lands, my lord"
umallâ qatussu salmatu qaqqadu ana re-é-ú-us-su(),he (Nabû) entrusted him (the king) with the shepherding of mankind
inuma Ea Damkina ana re-ú-ut GN sumÿ ibbû,when Ea and Damkina called me to the shepherdship of Malgium
sa Assur ana re-é-um-ut mati u nise inambû zikirsu,whom Assur will call to the rule of the land and the people
sa ilu rabûtu inambûsuma ana re-å-ut mati inassûsu,whom the great gods will call and whom they will exalt to the shepherdship over the land
ana re-é-um-ut mati u nise ullâ resÿja,(Assur) elevated me to become the shepherd of the land and the people
re-å-u-ti mÿsari baåulat Enlil apqida qatukka,I entrusted to you the just shepherdship over the subjects of Enlil
lÿpusma re-é-ut salmat qaqqadi,let him shepherd the black-headed people
sa kullat matati gimir kalama SIPA-si-na teppusi,you (Istar) shepherd all lands and the entire universe
lÿteppus re-é-um-tú sa gimir matitan,let him (Sargon) exercise shepherdship everywhere
sa . . . ana re-é-ú-ti salmat qaqqadam epesu Nabû . . . hattu isarti usatmihu qatussu,into whose hands Nabû entrusted the just staff for shepherding the black-headed people
be-el-ku ri-im-tum sá-qu-tum,"I (Istar) am the lady, the noble wild cow"
ip-pa-nas-hu-ma iddû ilu milkam,"the gods fell silent, at a loss for plans"
hazannu pa-sá-la-ti eterub ana ali,the mayor entered the city crawling
x hurasam pá-sa-lam kunukkija PN nasåakkunutim,PN is bringing to you 61 shekels of p. gold under my seal
x kaspum sarrupum x hurasum pá-sa-lúm sa abnisu kunukkija PN kassar PN2 ublakkunuti,"PN, a donkey driver for PN2, brought you (pl.) under my seal 150 shekels of refined silver and 10!-6 shekels of p. gold from ore(?)"
x kaspam x hurasam pá-sál-lam u nishassu sebilam,send me five minas of silver and one-half mina of p. gold and the duty on it
summa x hurasam pá-sa-la-am u elis kasam dina,sell the goblet for at least a half mina of p. gold
x hurasam pá-sa-lam x kaspam sarrupam ana PN ana ~lim . . . addissum,I gave x p. gold and x refined silver to PN for (making purchases in) the City
x hurasam pá-sa-lam sa harran ~lim PN habbulam,PN owes me x p. gold for shipment to the City
tahsistam sa x KÙ.BABBAR u x KÙ.GI pá-sa-lam e-li-a-am . . . ana PN apqid,I turned over to PN the memorandum for x silver as well as(?) x . . . . p. gold
ersu . . . issi darê sa pa-sal-lu litbusat abne nisiqti zaånat,"a bed made of durable wood, encrusted with p. and studded with precious stones"
ina É ri-du-te ina pan PN2 paqid dullu ina qatesu lassu,"he is under the charge of PN2 in the bÿt ridûti, and has no work to do"
ri-ik-si-sú iptur,(Gilgames) loosed the straps of his (clothing)
GÚ.È.A ri-ik-si ana epesim nÿdi ahim la tarassi,(I will go there) do not put oˆ making a coat with ties(?)
la tupattara rík-sat babati,you must not remove the bands of the doors
hudî ri-i-si nuhi u supsihi,"rejoice, exult, be serene and appeased"
libbÿ utÿb kabatta us-ris,"he has made my heart happy, he has let (my) feelings exult"
ri-i-sá-ak itti RN sarrija ri-i-si GN,"(as) I am exulting together with Esarhaddon, my king, exult (also you), Arbela!"
panusu ir-ti-sú,(and) his face beamed in exultation
lublut luslim lu-ris,"let me regain my health, let me get well so that I can rejoice"
malaå ri-å-a-sú u anÿni ittikunu ni-ir-es-su,there was exultation all over(?) and we were exulting together with you (pl.)
imri li-ri-is kabattuk,"brighten, let your heart exult"
passuru lu-ú li-ri-is umsu,the oˆering table shall indeed exult daily
ana È-sá sa Belet-Ninua e-ris-sú kal ilÿ,"when the Lady-of-Nineveh comes out, all the gods exult"
Istar-kakkabe i-ra-ás,Istar of the stars will exult
adi ri-ih-ti URUDU ikkalu,until the remainder of the copper compound is absorbed
ri-ih-tu-sú summa ibassi,if he has anything left
karanu marru . . . ri-he-et DN raåimika,"the bitter wine, the leftovers from (oˆerings presented to) Istaran who loves you"
ri-ha-at Bel . . . adi mahrija ublunimma,they brought me the leftovers (from the meal) of Bel
ri-ha-a-ti kajamanatu sa pan Assur ana ekalli ittalka,the customary leftovers coming from Assur went to the palace
ri-ha-a-te sa Nabû ana mar sarri belija ussebila,"I am sending to the crown prince, my lord, the leftovers of (the oˆerings to) Nabû"
anaku RN ri-he-e-ti sarrutija usebilsu ri-he-e-ti sâtina imhurma ina mahar sut resija unassiqa qaqqaru,"I, Assurbanipal, sent him (the king of Elam) my royal leftovers, he accepted those leftovers and kissed the ground before my o¯cial"
nisÿ bÿtija ri-he-et nakri . . . lu-us-pur-am-ma,I will send the members of my family whom the enemy spared
marati ri-he-et nak-ru ilaqqit,the . . . takes away the daughters whom the enemy spared
