source,target,origin
DUMU m d MUATI-⸢ TIN ? ⸣-[ su-iq-bi ... ],"son of Nabû-ba [ lāssu-iqbi , ... ]",oracc_ribo/babylon7
[... ] x x x [... ] a-na-ku é-ḫúl-ḫúl É * d 30 [ šá ? qé-reb ? URU.ḫar-ra-na ? a-na ? d 30 ? EN DINGIR.MEŠ šá ] AN u KI-tim EN-ía lu *-ú e-pu-uš 1,"[ ... ] ... [ ... ] , am I . [ For the god Sîn , lord of the gods of ] heaven and earth , my lord , I indeed ( re ) built Eḫulḫul , the temple of the god Sîn [ that is inside the city Ḫarrān ] .",oracc_ribo/babylon7
[... ]-ma a-si ?-[... ] [... ] ti-iz-kar [... ] [... ] li [... ],[ ... ] ... [ ... ] speak ! [ ... ],oracc_ribo/babylon7
m d MUATI-na-ʾi-id LUGAL TIN.TIR.KI za-nin é-sag-íl u é-zi-da DUMU m d MUATI-ba-lat-su-iq-bi NUN gít-ma-lum é-ḫúl-ḫúl É d 30 šá qé-reb URU.ḫar-ra-na a-na d 30 d nin-gal d nusku u d sa-dàr-nun-na EN.MEŠ-a lu DÙ-uš,"Nabonidus , king of Babylon , the one who provides for Esagil and Ezida , son of Nabû-balāssu-iqbi , perfect prince . For the deities Sîn , Ningal , Nusku and Sadarnunna , my lords , I built Eḫulḫul , the temple of the god Sîn that is inside the city Ḫarrān .",oracc_ribo/babylon7
a-na d 30 LUGAL šá DINGIR.MEŠ a-šib ⸢ AN ⸣-[ e GAL.MEŠ EN é-ḫúl-ḫúl šá qé-reb KASKAL.KI EN-ia ] d MUATI-NÍ.TUKU LUGAL TIN.TIR.KI za-nin é-⸢ sag ⸣-[ íl u é-zi-da a-na-ku kal-lu u ] šul-pi šá NA₄.a-lál-lum a-na na-še-e me-⸢ e ⸣ [ ŠU.II ina ... ] ziq-qur-rat é-ḫúl-ḫúl šá qé-reb KASKAL.KI e-pu-⸢ uš ⸣-[ ma a-na si-mat DINGIR-ú-ti-šú ] GAL-ti šá u₄-mi-šam-ma ana gi-né-e ina šá-ma-mu a-⸢ ma ⸣-[ at-su i-qab-bu-u ] u a-na qí-bit-šú ⸢ la ⸣ [ i-tur-ru ... ] 1,"For the god Sîn , king of the gods , the one who resides [ in the great ] hea [ vens , lord of Eḫulḫul , which is inside the city Ḫarrān , my lord ] : Nabonidus , king of Babylon , the one who provides for E [ sagil and Ezida , am I ] . I ma [ de a kallu - bowl and ] a šulpu - vessel of alallu - stone for carrying water for the [ ( washing of ) hands in ... ] , the ziggurat of Eḫulḫul , which is inside ( the city ) Ḫarrān [ and , as an emblem of his ( Sîn’s ) ] great [ divinity ] , who daily and constantly [ speaks his ] wo [ rd ( s ) ] in the heavens and ( who ) does no [ t go back ] on his promise , [ I ... ] .",oracc_ribo/babylon7
GÍR ḫi-šíḫ-ti d EN.ZU EN DINGIR šá ina MÁŠ.GI₆ m d AG-I MAN TIN.TIR.KI i-ri-šú,"( This is ) the dagger , a request of the god Sîn , lord of the god ( s ) , that he requested from Nabonidus , king of Babylon , in a dream .",oracc_ribo/babylon7
[( x )] DINGIR.⸢ MEŠ ⸣ [... ] [... ].MEŠ [... ] [( x ) x ].MEŠ [( x x )] x [... ] [... ] [ ina ? ] ⸢ lìb ? ⸣-[ bi ? ] URU.⸢ pa ? ⸣-[ dak ?-ku ? ] x ⸢ URU ? ⸣.[... ] lìb-bi URU ⸢ EN ⸣-[ ú-ti-( ia )] ana DÙ ? [... ] [... ]-⸢ ti ? ⸣ [... ] d ⸢ MUATI-I ⸣ LUGAL E.KI [... ] LUGAL [ GAL-ú ? ] ⸢ LUGAL KUR ⸣-[ šu-me-ri ? u ? KUR-URI.KI ? ] x x ( x ) [( x )] x ( x ) [... ] x [... ] [ x ( x )] DINGIR GAL ? [... ] [ x ( x )] x-lu ?-tú ? x ( x ) A [... ] ⸢ d ⸣ 30 ⸢ LUGAL DINGIR ⸣.MEŠ ⸢ EN ⸣ DINGIR.MEŠ [... ] [... ] x x ( x ) [... ] [ x ] x ⸢ ša ? ⸣ u d [... ] [ d ? ] ⸢ 30 ? ⸣ d nusku d [... ] [ x ( x )] NI d ? x d ⸢ 15 ⸣ u d [... ] [... ] x [... ],"[ ( ... ) ] gods [ ... ] ... [ ... in ] side the city P [ adakku ] , the cit [ y ... ] , in the city of [ ( my ) ] lordly ma [ jesty ] , to build [ ... ] . Nabonidus , king of Babylon , [ ..., great ] king , king of the land of [ Sumer and Akkad ] , ... [ ... ] ... [ ... ] ... [ ... ] The god Sîn , king of the gods , lord of the gods , [ ... ] ... [ ... ] ... [ ... ] the deities [ Sî ] n , Nusku , [ ... ] ..., Ištar , and [ ... ]",oracc_ribo/babylon7
x x [... ] ⸢ KASKAL ? ⸣ x x [... ] x x ( x ) x [... ] x x ( x ) URU ?.x [... ] x ( x ) x [... ] [... ] [... ] x [... ] ⸢ šu ? ⸣-x [( x )] x [... ] [... ] x ⸢ KASKAL ? ⸣ x [... ] MU ? .5. KAM ? [... ] ⸢ KI ⸣ a-ḫa-míš [... ] x x x [... ] LUGAL.MEŠ x x [( x )] x ( x ) BU [... ] x [( x )] x x x x [... ] x [... ] x [( x )] x [... ] [... ]-IZ ?-x [... ] x ( x ) x [... ] x ( x ) x [... ] x [( x )] [... ] x [( x )] [... ] x [( x )] x [... ] d na ?-⸢ bi ?-um ? ⸣ [... ] x x x [... ] x x ( x ) x [... ] x x x x [ x ] [... ] x [... ] [... ] x [... ] [... ] [... ] RAB ? x URU ?.x [... ] [... ] x x x [... ] [... MU ? ] .5 ?.KAM ? [... ] [... ] x ra ? [... ] [... ] AB ( x ) x [... ] [... ].MEŠ šá x x ( x ) x [... ] [... ] APIN ? x [... ] [... ] x x x [... ] ⸢ ana ⸣-ku m d MUATI-⸢ I ⸣ LUGAL E.⸢ KI ⸣ x [... ] ⸢ d ⸣ UTU EN x [... ] ⸢ d EN ? ⸣.[ ZU ... ] x x [... ] [( x )] x [... ] [ x ] ma ? x [... ] [( x )] x [... ] [( x )] x [... ],"( No translation possible ) ( During my ) fifth year [ ... ] with each other [ .... ] ... [ ... ] the kings of ... [ ... ] ... [ ... ] ( No translation possible ) I am Nabonidus , king of Babylon , [ ... ] the god Šamaš , the [ ... ] lord , [ ... ] , the god S [ în , ... ] ( No translation possible )",oracc_ribo/babylon7
[ a-na-ku ? m d MUATI-I ? LUGAL ? TIN.TIR.KI ? ... ] [... ] [... ] [... ] [... ] [... ] [... ] [... da ]-ri-u-⸢ tú ? ⸣ [... ] [... ] [... ] [... ] x [... ] x ( x ) [... ] [... ] ⸢ d ⸣ x x [... ] ⸢ ra ⸣-biš ú-⸢ šak ⸣-[ lil ] [... ] ⸢ a-na d MUATI ? ⸣ x x ( x ) x [... ] x x x [ x x ( x )] [... ] x x x ( x ) x [ x ( x )] x ( x ) [... ] x x [... ] [... ] šá [... ] ⸢ NA₄ ⸣ ni-siq-tú NA₄ šú-[ qu-ru-tú ] [... ] ⸢ NA₄ ? ⸣.x [... ] x ( x ) x [... ] x x x [... ] [... ] ⸢ GUN ⸣ 6 MA.NA [... ] x x x x x x NA₄.x [... ] x [... ] [... ] x ⸢ 6 ⸣ GUR NA₄.⸢ GIŠ ? ⸣.[ NU₁₁ ?.GAL ? ... ] ⸢ 6 ⸣ LIM 6 ME ⸢ NA₄ ?.MEŠ ? ⸣ ni-siq-[ tú ... ] [... ] ( x ) x-qu ? NA₄.BABBAR.DILI [ x ( x ) x ] NA₄.⸢ GUG NA₄.ZA.GÌN ⸣ x ( x ) x x [... ] [... ] x x [( x )] x x x x ( x ) x-šu ud-du-nin-⸢ ni a-na ⸣ [ ia-a-ti ? ] [... ] x x x x x x x-su ra-biš ú-⸢ ter ?-ma ? a-na-ku ? ⸣ [... ] ⸢ ú ⸣-šá-lik 1 NÍG.NA KÙ.GI SIKIL ⸢ ú-šag ?-me-er ? ⸣ šu-bat d AMAR.UTU ⸢ d zar-pa-ni ⸣-[ tum ] [... ] x x d x ( x ) [( x x )] ⸢ d taš ⸣-me-tum d na-na-a ⸢ d ⸣ [ x x ( x )] [... ] ⸢ d GAŠAN-ía šá qé-reb é ?-bára ⸣-< dúr >-gar-⸢ ra ? ⸣ [ x ( x )] [... ] x ( x ) [... ],"[ I am Nabonidus , king of Babylon , ... ] [ ... e ] tern [ al ... ] [ ... ] the deity ... [ ... ] I [ mag ] nificently com [ pleted . .... ] for the god Nabû ... [ ... ] ... [ ... ] ... [ ... ] [ ... ] of [ ... ] precious [ sto ] ne ( s ) , va [ luable ] stone ( s ) , [ ... ] ... [ ... ] ... [ ... tal ] ents ( and ) 6 minas of [ ... ] ... [ ... ] ... 6 gur of al [ abaster ( - stones ) , ... ] 6,600 precio [ us ] stones , [ ... ] ..., pappardilû - stone ( s ) , ..., carnelian , lapis lazuli , ... [ ... ] ... [ ... ] revealed his [ ... ] to [ me ] . [ ... ] ... I magnificently returned ( it to ) its ... and I [ ... ] made ( it ) befitting . I had a censor of shiny gold completed . [ ... ] the residence of the god Marduk ( and ) the goddess Zarpan [ ītu ... ] ... the goddesses Tašmētu , Nanāya , ( and ) [ ... of ] Bēltīya ( Zarpanītu ) , which is inside Ebara<dur>gara , [ ... ] ... [ ... ]",oracc_ribo/babylon7
[(... )] DIŠ ⸢ ALAM ⸣ m d MUATI-I ⸢ LUGAL TIN.TIR ⸣.KI LUGAL dan-na A ⸢ m ⸣ [ d MUATI-TIN-su-iq-bi ... ],"[ ( ... ) ] Statue of Nabonidus , kin [ g of ] Babylon , mighty king , son of [ Nabû-balāssu-iqbi , ... ] .",oracc_ribo/babylon7
[... ù d iš-tar GAŠAN ] ⸢ MÈ ú-qa-ù ⸣-[ nin-ni ... ] [... DINGIR.MEŠ a-ši ]-bi é-⸢ sag ⸣-íl ⸢ u é ⸣-[ zi-da ... ] [... ] ⸢ ŠÀ ? ik ⸣-kud x [... ] [... ] x x [... ],"[ ... and the goddess Ištar , the lady of ] battle , waited [ for me ... the gods who resi ] de in Esagil and E [ zida ... ] ( my ) heart was pounding , [ ... ] ... [ ... ]",oracc_ribo/babylon7
x x [... ] qé-reb [... ] ina qí-⸢ bi ⸣-[ it ... ] ina ⸢ kal ? ⸣ [... ] lu-be-[ el ... ] x ⸢ KUR / TE ⸣ [... ],"... [ ... ] inside [ ... ] , by the comm [ and of ... ] among all of [ ... ] may I rule [ over ... ] ... [ ... ]",oracc_ribo/babylon7
[... ] x [... ] [... ] x ⸢ mu ⸣-šak-⸢ lil ⸣ [ eš-re-e-ti ? ... ] [... URU.ḫar ]-⸢ ra ⸣-na mu-ud-diš ⸢ é-ḫúl ? ⸣-[ ḫúl ? ... ] [ ka-ši-id ? šá-di-i ? e ? ]-lu-ti mu-⸢ ṭib lìb-bi ⸣ [... ] [ za-nin é-sag-íl u é-zi ]-⸢ da ⸣ DUMU m d MUATI-⸢ TIN ⸣-[ su-iq-bi ] [... a ]-⸢ na ⸣-ku d [... ] [... ] ŠI x [... ],"[ ... ] , the one who complet [ es sanctuaries , ..., the one who ... the city Ḫar ] rān , the one who renovates Eḫ [ ulḫul , ..., the one who ( succeeds ) in reaching h ] igh [ mountains ] , the one who pleases the hea [ rt ( s ) of ..., ..., the one who provides for Esagil and Ezid ] a , the son of Nabû-balā [ ssu-iqbi , ..., am ] I . The god ( dess ) [ ... ] ... [ ... ]",oracc_ribo/babylon7
mu-[... ] URU.[... ] LUGAL [... ] ana ṣal-⸢ ti ⸣ [... ] ina ITI.[... ] x [... ],the one who [ ... ] the city [ ... ] the king ( of ) [ ... ] for / into batt [ le ... ] during the month [ ... ],oracc_ribo/babylon7
[... LUGAL TIN ].TIR.KI NUN na-a-du [... qar ]-⸢ ra ⸣-du la ša-na-an [... ] ⸢ e ⸣-tel-lu qar-du [... ša ]-⸢ ga ⸣-pi-ru [... ] TA A DAM [... ] ⸢ ša ⸣-qu-ú d AMAR.UTU [... ] ru-um-tì DINGIR GAL.GAL [... ] DINGIR.DINGIR d AG iš-tu SILA.DAGAL KÁ.GAL-d UTU a-di ki-šá-⸢ ad ⸣ ga-at-ti ša LUGAL.MEŠ AD.MEŠ-e-a qer-ba-šu i-pú-šu ga-nu-ni tal-la-ak-ta-šu la šu-ud-du-la-at la du-um-mu-qu ši-pí-ir-šu in gu-šu-ur GIŠ.EREN ba-nu-ú ṣú-⸢ lu ⸣-ul-šu ša É.GAL šu-a-tim šu-bat ḫi-⸢ da ⸣-a-tim ú-ra-áš tak-né-e maš-ta-ku ri-ša-a-tim [ ú ]-⸢ te-ed-du-šu lìb ⸣-bi ḫa-diš ub-lam-ma [... ] x x [... ],"[ ..., king of Bab ] ylon , attentive prince , [ ... ] , unrivalled [ wa ] rrior , [ ... ] , valiant lord , [ ..., the maj ] estic one , [ ... ] ..., [ ..., the mo ] st exalted of the god Marduk , [ ... ] , beloved of the great gods , [ ... of ] the gods , the god Nabû , from the square of the Gate of the god Šamaš to the bank of the Gattu River ( Euphrates ) , wherein the kings , my ancestors , had built private rooms — its processional way was not wide enough , its construction not well done , ( and ) its roof was built with beam ( s ) of cedar . My heart joyfully prompted me [ to ] renovate that palace , ( that ) seat of happiness , bedroom of pleasure , ( and ) chamber of joy , and [ ... ] ... [ ... ]",oracc_ribo/babylon7
[... ] x ⸢ ad-dì-in ki-ma x x-uš ⸣ 1 [... ] ⸢ AḪ ? ḪI ⸣ x [... ].⸢ MEŠ šu-ú ⸣ pa-⸢ al ? ⸣-x x [... ] (traces) [... ] (traces) [... ] x x x x ( x ) [... ] x x ⸢ KI ⸣ [... ] ḪI x-⸢ a-ti ⸣ [... ] x AB DÙ x [... ] ⸢ re ⸣-e-ši-⸢ ša ⸣ [... ]-⸢ ti ⸣ e-pu-uš-⸢ ma ⸣ [... ] x-BU ri-ki-is-su [ GIŠ.IG.GIŠ.IG ? GIŠ ].⸢ EREN ⸣ taḫ-lu *-up-tì ZABAR 2 [... ] KÁ-šu ú-rat-ti [... ta-am ]-⸢ la ⸣-a << MEŠ >> ú-ma-al-li-ma [... ] x x-na ak-ṣu-úr [... ]-šu šá KU MA ⸢ ḪI ⸣ ia-ti [... ] e-lu-tim ? qé-er-ba-šu [(... ) uš-ma ]-al-la [... ] x-ti KU₆.ḪI.A u ⸢ MUŠEN ? ⸣.ḪI.A 3 [... ] x ma-ti-ia ⸢ ú ? ⸣-da ?-áš-ši [... ] x i-na ? x x IS ZI-tim [... ] x E ŠU x MU LA É x x ( x ) [... ] x ir ?-šu i-na MU x x x x x [... ] x-bi-ma ú-da-⸢ an ⸣-ni-in né-re-⸢ bi-šu ? ⸣ [... ] x x na ši ? im ru DINGIR.MEŠ ú ? d ⸢ IŠ ⸣.[ TAR ] [... ] x ep-še-ti-ia li-ṭí-ba * e-< li >-⸢ ka ⸣ 4 [... re ]-⸢ e-ú ⸣-si-⸢ na ⸣ ip-pu-šu li-ib-bi-⸢ ia ? ⸣ [... ] ⸢ li ⸣-ri-ku UD.MEŠ ba-la-ṭe₄-ia [(... )] ⸢ lu-uš-ba-a lit-tu-tu ⸣ [... ] x-ku ⸢ li-na-ar ⸣ a-a-⸢ bi ⸣ [... ] x ⸢ Ú IL ⸣ x ZA x x x,"[ ... ] I gave [ ... ] like ... ( No translation possible ) [ ... ] its superstructure [ ... ] I built and [ ... ] ... its structure . I installed [ in ] its gate ( s ) [ doors ( made ) of ced ] ar with a facing of bronze [ ... ] . [ ... ] I filled ( it ) in with [ an inf ] ill and I constructed [ ... ] … [ ... ] … ( As for ) me , [ I had a ] high [ ... fill ] ed up inside it . I copiously supplied [ ... ] ... fish and birds , [ ..., ( and ) the ... ] of my land . ( No translation possible ) [ ... ] ... and ( thereby ) strengthened its entryways . [ ... ] ... gods and goddesses . [ O ... ] may my deeds be pleasing to you [ ... ] exercise their [ she ] pherdship , [ ... ] my heart [ .... M ] ay the days of my life be long so that [ ( ... ) I ] may be sated with old age . [ ... ] kill my enemies [ ... ] ...",oracc_ribo/babylon7
[ x x ] (blank) [... ] [ šá ] ⸢ áš ⸣-ra-[ a-ti-šu-nu ] [ iš ]-te-né-⸢ eʾ ⸣-ú ⸢ a-na ⸣-[ ku ] [ a ]-⸢ ma ⸣-a-ti-šu-nu ⸢ eš ⸣-te-né-em-me-e-ma ⸢ la ⸣ a-qí-ip-ma [ ar ]-ta-ši ni-qit-⸢ ti ⸣ [ a-na ] mi-lik d ⸢ UTU ⸣ [ ù ] ⸢ d ⸣ IŠKUR ra-ba-[ a ] [ aṣ-ba ]-⸢ at ⸣ su-up-⸢ pe ⸣-[ e ],"[ ..., ( the one ) who con ] stantly seeks out [ their ] shri [ nes ] , am I . [ I ] was listening to their [ wo ] rds , but I [ d ] id not believe ( them ) and [ be ] came distress [ ed ] . [ In order to ] ( receive ) grea [ t ] advice from the gods Šamaš [ and ] Adad , [ I start ] ed pra [ ying ] .",oracc_ribo/babylon7
[... ] x x x [... ] [... ] 5 LIM GUR ŠE.[ BAR ... ] [... LUGAL ] maḫ-ri LUGAL TIN.⸢ TIR ⸣.[ KI ... ] [... m d AG-NÍG.GUB ]-⸢ ÙRU ⸣ LUGAL TIN.TIR.KI [... ] [... ] x-šú u pa-⸢ li-iḫ ⸣ x [... ] [... ] ṭù-⸢ uḫ ⸣-[ ḫu-da-ku ? ... ] [... ] x x [... ],"[ ... ] ... [ ... ] 5,000 gur of bar [ ley ... ] , a former [ king ] ( who was ) the king of Babylon , [ ... Nebuchadnezz ] ar ( II ) , king of Babylon [ ... ] ... and the one who reveres [ ..., ... I ] lavish [ ly provide ... ] ... [ ... ]",oracc_ribo/babylon7
⸢ ša ⸣ [... ] É x [... ] d [... ],w [ ho ... ] house / temple of [ ... ] the god ( dess ) [ ... ],oracc_ribo/babylon7
ì-nu-um d AMAR.UTU ⸢ be ? ⸣-lí x [... ] d EN.⸢ LÍL DINGIR.DINGIR ⸣ x x [... ] ⸢ ri ? ⸣-x x [... ] ⸢ ma ? ⸣-[... ] ma-ḫa-zi [... ] ik-[... ] é ?-x [... ] [ x ] x [... ] [ x x ] x RI ? šu ? x [... ] a-na RA ? za-ʾi-i-⸢ ri ⸣-[ ia ? ... ] bi-la-at ša-di-im x [... ],"When the god Marduk , my lord , [ ... ] , the Enlil of the g [ od ] s , ... [ ... ] ... [ ... ] cult centers [ ... ] E [ ... ] [ ... ] ... [ ... ] to ... [ my ] enemie [ s ... ] tribute of the mountain ( s ) [ ... ]",oracc_ribo/babylon7
[... ] x [... ] x x [... ] (traces) [... ] (traces) [... ] (traces) [... ] (traces) [... ] (traces) [... ] (traces) (traces) (traces) ⸢ da-rí-a ⸣ (traces) ( x ) x-ia ina ? x x (traces) x x x bi-ri (traces) x x x (traces) (traces) [... ] (traces) [... ] x x x [... ] ( x ) x x x [... ] ( x ) x x x [... ] x x-⸢ ti ? ⸣ [... ] x x x x (traces) (traces) (traces) (traces) (traces) (traces) [ x ( x )] (traces) [ x ( x )] (traces) [... ] (traces) [... ] (traces) [... ] (traces) [... ] (traces) [... ] x [... ] x [... ] x [... ] x [... ] x [... ] x [... ] x [... ] x [... ] a-⸢ na ⸣ [... ] d UTU be-lí-⸢ ia ⸣ [... ] ( x ) x a-na x x x [... ] x-ma ba-la-ṭa₄ << x >> u₄-⸢ um ru-qu ⸣-ú-tim lu x ( x ) x ⸢ ši ⸣-[ ri ]-⸢ ik ⸣-tu-um-ma i-na na-⸢ am-ru ⸣ nu-ú-ri-ka x x x x x x x la x x ( x ) ⸢ a-na še-be-e li ⸣-[ it-tu-ti ] (traces) a-na-áš-šu-⸢ ka ⸣ [ x ( x ) x ] ⸢ i-na ⸣ x ( x ) x nim ? ši x [... ] i-x (traces) [... ],"( No translation possible ) ( No translation possible ) to/for [ ... ] the god Šamaš , m [ y ] lord , [ ... ] to ... [ ... ] and ... a [ l ] ong life ( lit . “a life of [ l ] ong da [ ys ] ” ) as a g [ i ] ft . With your br [ igh ] t light , ... for the atta [ inme ] nt of ve [ ry old age ] , ... I raise up my hand ( s ) to y [ ou ... ] ... [ ... ] ... [ ... ] .",oracc_ribo/babylon7
[... ] x [... ] x-ki [... ] x-ru [... ] x-šu [... ] x [... ] x-bu [... ] x-ki [... ] ⸢ a-na ⸣ dan-na-ti e-pu-uš-ma iš-di-šu i-na qaq-qa-ri ú-dan-ni-in d UTU EN GAL DI.KU₅ MAḪ d a-a ḫi-ir-tum na-ra-am-ta-ka ⸢ a ⸣-bu-ut ZIMBIR.KI ⸢ ù ⸣ é-babbar-⸢ ra ⸣ ⸢ li ⸣-iṣ-bat-⸢ su ⸣-ma ⸢ ri ⸣-ši ta-a-a-ri ⸢ áš ⸣-šu ⸢ ki ⸣-iṣ-ṣí-⸢ ka ⸣ SIKIL a-⸢ ḫu-la ⸣-ap 1 liq-bi-⸢ ku-um ⸣-ma ⸢ li ⸣-ši-ru iṣ-⸢ ṣu ⸣-šu [... ] x x x [... ] x x ⸢ taš-mi-ka sa-lim ⸣-ka lu-mu-ur i-nu-< šu > i-na ku-šar-ti ⸢ šu-a-tum ⸣ mu-sa-re-⸢ e ⸣ sa-am-su-i-lu-ni LUGAL maḫ-ri a-bi-ia la-bi-ri a-mu-ur-ma šu-um-šu la ú-nak-kír i-na man-za-zi-šu-ma ⸢ ú-ki-in ⸣ ù mu-sa-⸢ re-a ši-ṭir šu-mi ⸣-[ ia ] áš-ṭur-ma i-na ⸢ ku-šar-ti ⸣ ⸢ šu-a-tum it-ti MU ⸣.[ SAR ] ⸢ sa-am-su-i-lu-ni ⸣ [ LUGAL ] ⸢ maḫ ⸣-ra a-na ⸢ da-ár ⸣ [ lu-ú ú ]-⸢ kin ⸣ [ ru-bu ]-⸢ ù ⸣ ar-ku-⸢ ú ⸣ [ ša d UTU i ]-nam-bu-šu-⸢ ma ⸣ [... ] ⸢ é ⸣-babbar-⸢ ra ⸣ [... ]-ru [... ] x [... ],"( No translation possible ) [ ... ] ... [ ... ] ... I built [ ... ] to the bottom of the foundation pit and ( thereby ) reinforced its foundations in the ground . O Šamaš , great lord ( and ) exalted judge , may the goddess Aya , your beloved wife , intercede for Sippar and Ebabbar so that you have mercy ( on me ) . With regard to your pure shrine , she may say “ Aḫulap ! ” to you so that its wood stays in good condition ( lit . “straight” ) [ ... ] ... [ ... May I experience ] your grace ( and ) see your reconciliation . At that time , in that repaired part , I found an inscribed object of Samsu-iluna , a king of the past , an ancient ancestor of mine , and I did not change ( the inscription bearing ) his name , ( but ) firmly placed ( it ) in its ( original ) position . Moreover , I inscribed an object bearing [ my ] name and [ indeed fi ] rmly placed ( it ) in the repaired part , together with the ins [ cribed object of ] Samsu-iluna , [ a king of ] the past , forever . [ Any ] later [ ru ] ler [ whom the god Šamaš n ] ames and who [ renov ] ates the [ dilapidated section ( s ) of ] Ebabbar and [ ... ]",oracc_ribo/babylon7
