oa,english
"20 bi4-lá-tim SÍG.HI.A É Ma-nu-ki-A-šur nu-šé-ṣí-a-ma a-na ma-lá tí-ir-tí-ku-nu a-mì-ša-am na-[áš-ú]-ni-ku-nu-<tí> ṭup-pu-um ù s[í]-kà-an-LUGAL É Ma-nu-ki-A-šur nu-šé-ṣí-a-ma a-na [Ištar]-lá-ma-sí ni-dí-in","We brought out 20 talents of wool from Mannum-ki-Aššur's house, and following your instructions they bring it to you there. We brought out a tablet and some sikkan-šarru-stone from Mannum-ki-Aššur's house and gave it to Ištar-lamassī."
"a-na En-um-A-šur qí-bi-ma ha-ra-ni a-na Wa-ah-šu-ša-na a-ta-lá-ak wa-dí a-hi a-ta me-er-i a-ta a-na tí-ir-tí-kà ša ta-<áš>-pu-ra-ni um-ma a-ta-ma a-na Wa-ah-šu-ša-na a-ša-pár-ra-ma URUDU ú-šu-ru-ni-kum u4-ma-ma tí-ir-ta-kà li-li-kam-ma URUDU lu-šé-ru-nim a-na KB lu-ta-e-er-ma ma-ah-ri-kà lá-[áš]-ku-un-ma a-ta-ma a-l[i ma-lá-ki]-im mì-li-[ik]","To Ennam-Aššur: I have left on a journey to Wahšušana. Know, my dear brother and son, as to the message you sent me, saying: ""I shall write to Wahšušana that they shall release the copper to you."" Send word even today, so they release the copper to me and I can convert it to silver, and place it before you so you yourself may decide what is to be done. ... is lost ..."
"URUDU d[a- x x x x x b]u ú-kà-al lá i-[x x x x x] a-na-kam ṭup-pu-[um x x x x r]i-im [sà-hi-ir]-[x x ṭup-pá-am] ú-kà-a[l] ša URUDU i-ša-qú-lu-ni-ni i-hi-id-ma tí-ir-ta-kà a-ṣé-ri-a li-li-kam ù En-um-A-šur a-ṣé-ri-a šé-ri-a-am pì-ri-kà-ni a-na nu-a-im i-dí-in-ma šu-ma i-tí-ki-ir","copper ... here the tablet ... I hold a tablet stating that they must pay the copper to me. Take care to send word to me. Also, conduct Ennam-Aššur to me. He gave the pirikannus to the Anatolian, and if he denies ..."
"[KIŠIB Ku-k]u-a-ma [KIŠIB] Šu-Ištar a-na En-um-A-šur","Seal of Kukuwa and seal of Šu-Ištar; to Ennam-Aššur."
"um-ma Ku-ku-a ù [Šu-Ištar-ma] a-na En-um-A-[šur qí-bi-ma] a-na ma-lá tí-ir-[tí-kà] ša ki-ma ku-a-tí i-na [qá-tí] 1 ma-na KB a-mu-ra-am 5/6 ma-na KB ṣa-ru-pá-am a-na Ištar-lá-ma-sí ù Ma-nu-ki-e-lí-a a-na ṣí-ib-tim i-dí-in","From Kukuwa and Šu-Ištar to Ennam-Aššur: In accordance with your instructions your representative ... gave 1 mina of checked silver and 5/6 mina of refined silver to Ištar-lamassī and Mannum-ki-iliya against interest."
"a-na-kam 2 ma-na 4 GÍN KB Ku-ku-a iš-qú-ul-ma ku-nu-ki-šu a-na Šu-Ištar ip-qí-id a-na Kà-ni-iš ni-lá-ak-ma ṭup-pá-am ša ku-nu-ki-šu i-ma-ar-ma KB ù ṣí-ba-sú a-na ša <ki->ma DAM.GÀR-ri-im i-ša-qú-lu-ma ṭup-pá-áš-nu nu-ša-ar KB a-šu-mì-šu-nu-ma GAN-lam5 i-tí-iq","Here Kukuwa paid 2 minas 4 shekels of silver and entrusted it to Šu-Ištar under his seal. We shall go to Kanesh and he will see the tablet with his seal, they will pay the silver and its interest to the representatives of the merchant, and we shall release their tablet. The silver will then travel overland in their name."
"5/6 ma-na 3 GÍN KB a-ha-ma ša ṭup-pì-šu ša-al-tim KB iš-qú-ul-ma ku-nu-ki-šu a-na Šu-Ištar ip-qí-id um-ma šu-ut-ma ša-áp-ra-tí-a ú-qá-ma a-na Kà-ni-iš a-na ṣé-er ša ki-ma ku-a-tí li-li-kam ša-áp-ra-tí-šu ù ṭup-pì-šu lu-šé-ru-ú","He further paid 5/6 mina 3 shekels of silver from his valid tablet, and entrusted it under his seal to Šu-Ištar. He said: ""I am waiting for my surety,"" so let him go to Kanesh to your representatives, so they may release his surety and his tablet."
"15 GÚ SÍG.HI.A ù 7 ANŠE.HI.A sa-lá-mì 7 pá-li-lu A-ba-ba Ša-lim-wa-ar-<dí> ù Šé-ep-Ištar i-ra-dí-ú-ni-kum a-ma-kam lu-qú-ut-kà Ša-lim-wa-ar-dí lu-ba-li-ṭá-kum ku-ṣú-ú il5-mì-nu-ma a-dí u4-[mì]-im a-ni-im is-hu-ru","Ababa, Šalim-wardi and Šēp-Ištar lead 15 talents of wool, 7 black donkeys and 7 palilus to you. Have Šalim-wardi credit your goods to you there. The winter has become bad and until today they are delayed."
"a-na En-u[n-u]m-A-[šur] qí-bi-ma um-ma Šu-[Ištar]-ma tí-ir-ta-kà a-na K[à-]ni-iš li-li-kam-ma [a]-[dí] URUDU-i a-šar kà-šu-dim lu [...] i-na Kà-ni-iš lá-[šu]","To Ennam-Aššur from Šu-Ištar: Send your instructions to Kanesh and with respect to my copper - where it may be reached ... is not in Kanesh."
"um-ma Ku-[zi-zi-a]-ma a-na [En-um]-A-šur qí-bi-ma a-na ma-lá tí-ir-tí-kà hu-ur-ší-[kà] ša ṭup-pé-e Pí-la-ah-Ištar i-dí-[nam] hu-ur-ší-a-nu-um [ù] ku-nu-ku-kà [ku-nu-ku] ša A-lu-lá-a um-ma Pí-lá-ah-Ištar-ma ṭup-pá-am ša kà-ṣa-ri-šu [a]-a-kam-ma ni-il5-qé-ma ú a-na hu-ur-ší-a-nim ni-iš-ku-šu-ma A-lu-lá-a ik-nu-uk","From Kuziziya to Ennam-Aššur: In accordance with your message Pilah-Ištar gave me (access to) your store-room with the tablets – the container and your seal, sealed by Alulaya. Pilah-Ištar said: ""We have taken the tablet of his harnessor somewhere, and then we placed it in the container and Alulaya sealed it."""
"hu-ur-ší-a-nam ša ṭup-pí-kà Eb-ri-mu-ša na-áš-a-kum ù a-ma-lá tí-ir-tí-kà ṭup-pí-kà a-na Pu-ru-uš-ha-dim nu-uš-té-bi-il5 áš-pu-ra-kum um-ma a-na-ku-ma ú-ṭá-tá[m x x x]-a-ku-ma a-we-el-tim [dí-in] ú tí-ir-ta-[kà] li-li-kam ta-áš-pu-ra-am um-ma a-ta-ma a-da-[an] a-hi a-ta dí-[in]","Ewarimuša brings you the container with the tablet; also, as you instructed, we have sent your tablets to Purušhaddum. I wrote to you and said: ""Give the grain ... to(?) the lady."" So, send word. You wrote, saying: ""I shall give it."" My dear brother, give it!"
"a-na E-na-ah-DINGIR Šu-A-šur ù En-um-A-šur qí-bi-ma um-ma Ma-ma-hi-ir ù Šu-ku-tum-ma 2 ma-na 15 GÍN KB ša Šu-ku-tum a-na DAM.GÀR ha-bu-lu ša ṭup-pì-šu ha-ar-mì-im KB ku-nu-ki ša Šu-ki-tim En-um-A-šur na-áš-a-ku-nu-tí ṭup-pá-am ša hu-bu-li-šu am-ra-ma ma-lá u4-mu-šu e-tí-qú-ni 2 ta-ah-sí-is-té-en6 pá-tí-té-en6 lu-up-ta-ma iš-tí-it E-na-ah-DINGIR lu-kà-il5 iš-tí-it Šu-A-šur lu-kà-il5","To Enah-ili, Šu-Aššur and Ennam-Aššur from Man-mahir and Šukkutum: As to the 2 minas 15 shekels of silver that Šukkutum owes to the merchant, according to his certified tablet – Ennam-Aššur brings you the silver sealed by Šukkutum. Look at his debt-note and write two open memoranda about how much his terms are in arrears, and Enah-ili should keep one while Šu-Aššur should keep the other."
"i-nu-mì Šu-ku-tum iš-tí tám-kà-ri-im i-na-mu-ru-ú šu-ma li-bu-šu DAM.GÀR ma-lá u4-mu-šu e-tí-qú-ni ṣí-ib-tám i-ṣé-er Šu-ki-tim li-il5-qé šu-ma ṣí-ib-tám lá i-lá-qé gi-mì-li a-na Šu-ki-tim li-dí-ma li-ig-mì-il5-šu KB ša ki-ma DAM.GÀR li-il5-qé-ú-ma ṭup-pá-am ša hu-bu-ul Šu-ki-tim Šu-A-šur ù En-um-A-šur li-<il5>-qé-ú","When Šukkutum meets with the merchant, the merchant may, if he wishes to do so, charge interest from Šukkutum in accordance with how much his terms are overdue. If he does not charge interest he will do Šukkutum a real favour. The representatives of the merchant should receive the silver, and Šu-Aššur and Ennam-Aššur must take Šukkutum's debt-note."
"KIŠIB Ma-ma-hi-ir DUMU A-[mur-Ištar] a-na En-nu-um-A-šur","Sealed by Man-mahir son of Amur-Ištar; to Ennam-Aššur."
"um-ma Ma-ma-hi-ir-ma a-na [En-nam]-A-šur qí-bi4-ma 1 GÚ 20 ma-na URUDU ma-sí-am [SIG5] A-ni-na DUMU A-šur-be-el-a-wa-tim [ub]-lam ṭup-pu-šu a-na a-bi4-kà [e-]zi-ib ù a-na-ku 1 ma-na 10 GÍN KB ha-bu-lá-ak-šu-um 1 ma-na 10 GÍN KB ku-nu-ki-a Šé-lu-um-ar-dí na-áš-a-kum a-ma-kam A-ni-na URUDU ú ṣí-ba-sú li-[iš-qú-lá-kum]-ma [x x x] KB ú ṣí-ba-sú","From Man-mahir to Ennam-Aššur: Annina son of Aššur-bēl-awātim brought 1 talent 20 minas of washed fine copper. He left his tablet for your father. Also, I personally owe him 1 mina 10 shekels of silver. Šalim-wardi brings you the 1 mina 10 shekels of silver under my seal. Have Annina pay you the copper and its accrued interest there, and pay the ... silver and its accrued interest, and ... the copper ..."
"[šu]-qú-ul-ma URUDU [x] ma-na [x] GÍN [KB] [x] SIG5-pì-A-[šur] [ù] [x x] ku [...] um-ma [A-mur-Ištar]-ma 1 TÚG [x] [ma-na TA áš ku x x] kà [ni-dí-in a-ma-kam] URUDU [SIG5-pì-A-šur] li-iš-qú-lá-kum [i]-na dUTU-ší ṭup-pì [ta-ša-me-ú] tí-ib-a-ma a-tal-kam ù lu ni-iz-ku ša [11] GÚ URUDU SIG5 ṭup-pu-šu ha-ar-ma-lam ša DÙG-ṣí-lá-A-šur a-na a-bi4-kà [x x x x] tí kà ta ni [...]","x minas x shekels of silver ... Damiq-pī-Aššur ... Amur-Ištar said: ""We sold 1 textile worth x mina ..."" Let Damiq-pī-Aššur pay you the copper there. The very day you hear my letter you should set out and come and then let us settle accounts. For 11 talents of good copper ... the certified tablet that Ṭāb-ṣill-Aššur ... to your father ..."
"um-ma Ma-ma-hi-ir-ma a-na En-um-A-šur ù Lu-lu qí-bi-ma [a]-na Lu-lu qí-bi-ma [x] ma-na KB [š]a Ku-ul-ma-ku-ul-ma a-na ṣé-ri-a ú-šé-bi4-lá-[kà]-ni KB a-na En-um-A-šur šu-qúl-ma ù ṭup-pá-am ša ku-nu-ki-šu li-dí-na-kum a-ša ki-ma a-na Ku-ul-ma-ku-ul-ma lá a-tù-ru KB ku-nu-kà-šu-ma iš-tí En-um-A-šur li-ib-ší","From Man-mahir to Ennam-Aššur and Lulu; specifically to Lulu: x minas of silver that I sent to you with Kulma-kulma, pay that silver to Ennam-Aššur. Then let him give you a tablet with his seal to the effect that I shall not raise claim against Kulma-kulma. Seal the silver and let it remain with Ennam-Aššur."
"a-na A-limki na-zu-um a-na En-um-A-šur qí-bi-ma 2 ANŠE ṣa-lá-me-en ú ú-nu-sú-nu Lu-lu li-dí-na-kum ú 1 ANŠE Ar-ší-ah li-dí-na-kum En-na-Sú-in ša-al-ma šu-ma KB [(x)] qá-tí il5-qé e-ri-šu-ma ma-li-a-šu-nu šu-ma lá-šu ANŠE.HI.A a-na 1/2 ma-na TA","There is a complaint against the City. To Ennam-Aššur: Have Lulu give you 2 black donkeys and their harness; also, have Arši-ah give you 1 donkey. Ask Enna-Suen and if he has received silver for expenses demand it from him and load them (the donkeys). If he is not there (sell) the donkeys for 1/2 mina each."
"a-na En-na-nim Ku-ku-ú-a Ma-ma-hi-ir ù Ha-dí-tim qí-bi-ma um-ma En-nam-A-šur-ma a-na Ha-dí-tim qí-bi-ma i-na pá-ni-tim-ma iš-tí Ma-ma-hi-ir tí-ir-tí i-[li-kà]-ki-[im] um-ma a-na-ku-ma ú-ṭá-t[ám] ša a-na a-wi-lá-tim ša KB 2 ma-na a-na u4-[me] ú-šé-ru-ma ku-a-tí ú Ša-x [...] KB ší-im ú-ṭá-tim [...] a-ṣé-ri-a ta-ú-[...]","To Ennānum, Kukuwa, Man-mahir and Haditum from Ennam-Aššur; specifically to Haditum: Earlier I sent word to you with Man-mahir, saying: ""The grain that I released on terms to the ladies for 2 minas of silver ... and which ... for you and Ša..., the silver, the price of the grain ... to me."""
"[a]-na-ku [a]-n[a ...] a-dí ma-[lá ú ší-ni-šu] KB [...] a-na Lá-[qé-ep ...] dí-ni ú x [...] a-ha-ma li-bi-ší a-dí ha-ra-ni i-na a-lá-ki-[a] li-bi mì-ma lá tù-ša-n[i] ú ú-ṭá-tám ša [Tù]-um-[li-a-im] ú ša DUMU Uš-h[a-ta (x) m]a-lá i-ša-nim ni-[...]","I ... both once and twice ... the silver ... give to Lā-qēpum ... and ... let it remain apart until the journey. Do not alienate me when I arrive. Also, the grain from the man from Tumliya and from Ušhata's son ... in the second ..."
"li-bi-ší-[a] [...] a-na Ku-ku-[a qí-bi-ma] um-ma E[n-um-A-šur-ma] ší-im e-[...] ṭup-pá-kà [...] u4-me-e áš-[...] um-ma Šu-Bé-[lúm-ma u4-mu-kà] ma-al-ú KB [ša x x] 1/2 ma-na KB ší-im TÚG.HI.A iš-tí Wa-al-dí-lim ṣa-áb-ta-šu-ma KB ša-áš-qí-lá-šu 25 na-ru-uq GIG Kà-ar-ší-ni er-ša-ma i-be-et En-na-nim li-bi4-ší","it should remain ... To Kukuwa from Ennam-Aššur: The price of ... your tablet ... terms ... Šu-Bēlum said: ""Your term is up. Have him pay the silver."" 1/2 mina of silver, the proceeds from the sale of my textiles is in Waldi-ilum's possession, so seize him and make him pay. Demand 25 sacks of wheat from Karšini, and let them be kept in Ennānum's house."
"a-na En-na-nim Ma-ma-hi-ir ù A-lá-hi-im qí-bi-ma um-ma [En-nam]-A-šur-ma ma-lá [na-áš-pe]-er-tám a-na ṣé-er ša ki-ma a-bi-ni [ù-]šé-bi-lá-ni ù a-tù-nu ší-ta-me-a-ší-ma Ú-ra-a dMAR.[TU-ba-ni] dIM-ILLAT-at A-hu-wa-[qar] [ù] Id[-na-a] ší-bi a-na a-bi-ni Šu-Ku-bu-um a-na-kam iz-ku-ra-ni","To Ennānum, Man-mahir and Ali-ahum from Ennam-Aššur: As I sent a missive to my father's representatives you too should listen to it, since Šu-Kūbum here has sworn in Uraya, Amurrum-bāni, Adad-ellat, Ahu-waqar and Idnaya as witnesses for our father."
"i-nu-mì a-wi-li a-ni-ú-tim a-na a-wa-tí-šu-nu ga-ma-ri-im ú-šé-ší-bu-šu-nu-ni a-wa-tí-šu-nu ú-ga-me-ru-ni maš-[kà]-na-tim ma-lá Ša-lim-A-šur a-na A-limki uš-té-bi-lu KB 1 ma-na ú 2 ma-na né-ma-lam [a-n]a ra-mì-ni-šu la e-pu-šu [x] 1/2 [ma-na] [x] GÍN a-mu-tám [ša] ba-ri-šu-[nu] [Šu]-Ku-bu-um a-na Pu-ru-uš-ha-dim ú-šé-ri-bu i-na ší-im a-mu-tim mì-ma KB du-mu-uq-tám a-na [ra-m]ì-ni-šu la e-pu-šu GÍR ša A-šu[r] [Šu-Ku]-bu-um i-ta-ma-ma [x] ma-na 2 GÍN KB lu ga-mar-šu [x] [lu ša] a-bu-ni i-ša-qal-šu-um","When he had these men sit down to conclude their case (and they have indeed concluded it), then for the deposits that Šalim-Aššur has sent to the City and on which he has not realised a profit of even one or two minas of silver for himself, (and) the x 1/2 mina x shekels of iron, belonging to them both, that Šu-Kūbum sent into Purušhaddum, (and) of the proceeds from the iron he realised no silver value for himself – (on this) Šu-Kūbum will swear on Aššur's dagger, and our father will pay him x minas 2 shekels of silver, both his expenses and ..."
"[x a-][ma-lí-ma] a-wa-tim a-ni-a-tim dMAR.TU-ba-ni a-na ki-lá-[li-ni] [x] [x x ú] a-na a-wa-tim a-ni-a-tim [a]-[ma-kam ih-da-ma] a-we-li [šu-nu-tí] [a]-na [qé-][ra-áb] bé-tim šé-ri-ma [ha-sí-sà-šu-nu] ṭup-pá-šu-nu ba-áb DINGIR le-qé [ù] tí-ir-ta-ku-nu [li-li-kam]","these matters never ... Amurrum-bāni for us both ... and for these matters take care there and lead these men into the house and remind them; take their tablet in the Gate of the God, and send me word."
"be-lu-ú-a a-tù-nu ih-da 1/2 ma-na 1 1/3 GÍN KB ṣa-ru-pá-[am] A-mur-Ištar DUMU A-šur-i-mì-tí ha-bu-lam ṭup-pu-šu ha-ar-ma-am ú-kà-al u4-mu-šu 2 ITU.KAM e-tí-qú a-ha-ma 16 GÍN KB [i-na KB] i-na Pu-ru-uš-ha-dim il5-[qé] [...] KB ú [ṣí-ba-sú ša-áš-qí-[il5 x x] šu-ma ṭup-pá-[x x x x x x] tup-pu-šu [...]","My dear lords, take care! Amur-Ištar son of Aššur-imitti owes me 1/2 mina 1 1/3 shekels of refined silver. I hold his certified tablet. His terms are overdue by 2 months. Further, he took 16 shekels of silver from the silver in Purušhaddum ... Make him pay the silver and its interest. If ... his tablet ..."
"a-na Ha-nu-nu ù En-nam-A-šur qí-bi-ma um-ma Ma-ma-hi-ir-ma a-ma-kam a-na qá-ra-bi-tim er-ba-ma ṭup-pá-am ša bé-ú-lá-at Da-ra-áš En-um-A-šur na-ší i-na li-bi ṭup-pí-a šu-uk-na ú ta-ah-sí-is-tám ša a-na ṣí-it En-um-A-šur ú-ša-qi-lu am-ra-ma i-na na-áš-pé-er-tí-ku-nu ú-dí-a-nim ú ta-ah-sí-is-tám En-nam-A-šur lu-kà-il5-ší","To Hanunu and Ennam-Aššur from Man-mahir: Enter the interior of the house there, and place the tablet (that) Ennam-Aššur carries concerning the working-capital of Daraš among my other tablets. Also, look at the memorandum stating that he paid for Ennam-Aššur's various expenses, and make it known to me in your missive. Also, Ennam-Aššur should keep the memorandum."
"um-ma Ku-da-tum ú Ma-ma-hi-ir-ma a-na E-nam-A-šur qí-bi4-ma 1 ma-na KB ša Da-ra-ší ú Ì-lí-dí-na ší-im e-ma-ri ku-nu-ki-šu-nu Ma-nu-um-ki-A-šur DUMU A-hu-wa-qar na-áš-a-kum a-ma-kam KB li-iš-qú-lá-ku-ma ú ṭup-pá-áš-nu dí-in","From Kudātum and Man-mahir to Ennam-Aššur: Mannum-ki-Aššur son of Ahu-waqar brings you 1 mina of silver from Daraši and Ili-iddina, the price of donkeys, under their seals. Have them pay the silver there to you and then give them their tablet."
"a-na I-dí-a-bi-im I-tur4-DINGIR En-na-nim ù A-lá-hi-im qí-bi-ma um-ma En-nam-A-šur-ma a-šu-mì lu-qú-tim ša a-bi-ni a-na ša-lá-hi-ša ta-áš-pu-ra-ni-ni a-na-kam A-da-da iš-tí A-šur-DÙG DUMU A-zu-za-a i-Ša-lá-ah-šu-wa i-mì-ig-ru-ma a-na Ku-ša-ra A-da-da a-na a-wi-lim ta-mu-im [e]-tí-tí-iq ma-mì-tám iš-tí a-wi-lim i-lá-qé-[ma] ú lu-qú-tám ša DUMU A-zu-za-a-ma ha-ra-an sú-qá-ni-ma i-ša-lá-ah","To Iddin-abum, Itūr-ili, Ennānum and Ali-ahum from Ennam-Aššur: You have written me about dispatching our father's goods. Here Adada agreed with Aššur-ṭāb son of Azuzaya in Šalahšuwa, and Adada has travelled to Kuššara to have the man swear an oath. He will get an oath from the man and then he will dispatch the goods of Azuzaya's son on the Narrow Track."
"a-ba-ú-a bé-lu-a a-tù-nu šu-ma a-ma-kam a-wa-at kà-ri-im ù e-kál-lim da-na-ma lu-qú-tum a-mì-ša-am lá nu-šé-ra-ba-ší KB 1 ma-na tí-ri i-na KB-áp a-bi-ni le-qé-a-ma iš-tí ba-tí-qí-im ú-lá iš-tí ṣú-ha-ri-a šé-bi4-lá-nim-ma lu-qú-ut a-bi-ni a-šar šu-ul-mì-im li-ší-li-ih bé-lu-a a-tù-nu ih-da-ma ṣú-ha-ri-a ṭù-ur-da","My dear fathers, if the orders of the colony and the palace are strict there, then we shall not let the goods enter for that destination. Get every mina of tiri-silver from our father's silver and send it here with an express caravan or with my servant, so our father's goods may be dispatched safely. My dear lords, take care to send my servant."
"a-na I-dí-a-bi-im I[tur4-DINGIR] Ku-ku-wa A-dí-da ù A-lá-[hi-im] qí-bi-ma um-ma En-um-A-šur-m[a] a-šu-mì lu-qú-tim ša a-bi-ni a-šar ša-lá-mì-ša a-ṣé-er ša ki-ma a-bi-ni ù a-ṣé-ri-ku-nu a-dí ma-lá ú ší-ni-šu áš-pu-ra-ku-nu-tí i-na tí-ir-tí-ku-nu ha-ra-an sú-qí-ni-ma a-šé-ru-ub lu-qú-tim ta-áš-ta-na-pá-ra-nim um-ma a-tù-nu-ma a-šar ša-lá-am lu-qú-tim ša a-bi-kà mì-li-ik","To Iddin-abum, Itūr-ili, Kukuwa, Adida and Ali-ahum from Ennam-Aššur: Once or twice I have written to our father's representatives and to you about how to deal with our father's goods in a safe manner. In your instructions you keep writing to me about bringing the goods on the Narrow Track. You wrote: ""Decide about the safety of your father's goods!"""
"ú a-na-kam a-wa-at e-kál-li ša ša-lá-ša-at šu-nu-tí da-na-ma a-šar iš-té-en6 a-wa-sú-nu ša-ak-na-at [ú] i-na ha-ra-an sú-qí-nim-ma DUMU A-zu-za-a iṣ-bu-[tù]-ma a-dí u4-mì-im a-nim kà-li-i a-dí KB ša a-dí ší-ni-šu áš-pu-ra-ku-nu-tí-ni-ma [šu-ut] ú-lá e-zi-ba-ni [a-ba-ú-a] bé-lu-a a-t[ù-nu] [KB] 1 ma-n[a tí-ri] a-ma-lá lu-q[ú-tim ša a-bi-ni] ša-lá-mì-ša [i-x x]-[...]","However, here the orders of the palaces, three of them, are strict, and they have made common cause. So, they have seized Azuzaya's son on the narrow track and he is detained until this day. As to the silver that I wrote you about twice, and which he has not left for me, my dear fathers, every mina of tiri-silver as saving our father's goods ..."
"i-na KB-áp a-bi-a iš-tí ba-tí-qí-[im] šé-bi-lá-nim-ma lu-qú-tám lá-áš-lu-ùh ih-da-ma lá a-sá-hu-ur ú a-ta mì-nam ša a-ma-kam ta-ta x i ha ri ú","Send me some of my father's silver with an express caravan so I can dispatch the goods. Take care so I am not delayed and indeed, why is that there you have ..."
"um-ma I-tur4-DINGIR-ma a-na En-um-A-šur qí-bi-ma 5 [GÚ] [UR]UDU ma-as-a-am [x] [x]-bi4 ša-ni-a-[am] [i-]na ha-ra-ni-a [š]a-a-ma a-ma-kam [li-ni-dí] [i-na] [...] [e-ma-][...] [ú-šé-ra-a-ma] [i-t]a-pu-lu-ni-šu","From Itūr-ili to Ennam-Aššur: Buy 5 talents of washed copper ... another ... on my journey, and let it be deposited there. ... I shall release, and they will balance it with him."
"um-ma I-tur4-DINGIR-ma a-na En-um-A-šur qí-bi4-ma a-na Ú-ùh-šu-ša-na tí-ir-ta-kà li-li-ik-ma ší-im 30 TÚG i-a-ú-tim li-iš-lu-ṭù-ma lu-šé-bi4-lu-ni-kum ší-im 1 TÚG a-bar-ni-im ša DUMU A-lu-[x]-nim li-iš-lu-ṭù-ma lu-šé-bu-lu-ni-kum ú ší-im TÚG ṣú-ba-tí ša A-lá-hi-im ú E-na-nim li-iš-lu-ṭù-ma lu-šé-bi4-lu-ni-kum","From Itūr-ili to Ennam-Aššur: Send word to Wahšušana that they should take control of the proceeds from my 30 textiles and send it to you. They should take control of the proceeds from 1 Abarnian textile belonging to Alu...num's son and send it to you. Also, they should take control of the proceeds from the textiles belonging to Ali-ahum and Ennānum and send it to you."
"[a-n]a I-tur4-DINGIR qí-[bi-ma] [um-m]a En-um-A-š[ur-ma] [a-ma-]lá tí-ir-tí-kà [ta-]áš-bi-it [KB] [x ma]-na 15 GÍN [x x š]a-zu-úz-t[a-kà] [...š]í-mì","To Itūr-ili from Ennam-Aššur: In accordance with your instructions ... your representatives ... the final payment of the silver, x minas 15 shekels ..."
"a-na I-tur4-DINGIR qí-bi-ma um-ma A-lu-la-a ù tám-kà-ru-um-[ma] 16 2/3 ma-na ri-ik-sà-am ku-nu-ki [ša] A-lu-lá-a ša [Ša]-lim-ar-dí ù E-wa-ri-mu-ša ub-lu-ni-ku-n[i-m]a šu-mì DAM.GÀR ú-du-ú-ma [a-]na na-áb-ší-im nu-šé-bi-lá-ku-ni DAM.GÀR En-um-A-šur a-ma-kam ri-ik-sà-[am] a-na En-um-A-[šur] [dí]-in-ma ù té-er-ta-kà [le]-zi-ba-am","To Itūr-ili from Alulaya and the merchant: The bundle of 16 2/3 minas, sealed by Alulaya, that Šalim-wardi and Ewarimuša brought to you and for which the name of the merchant was made known, and which we sent you for safe-keeping – Ennam-Aššur was the merchant. Give the bundle to Ennam-Aššur there and then let him leave a message from you for me."
"a-dí AN.NA š[a] ta-dí-nu-ni-ma 27 ma-na AN.NA iš-tí-kà-ma i-ba-ší 30 ma-na AN.NA ta-dí-na-ma [iš]-tí Pí-lá-ah-Ištar i-ba-ší a-bi a-ta [a-šu-mì-kà] [sà]-ah-ra-ku-ma li-bi4 lá [x x] dí-in ší [x x] [lu ta da a]","With respect to the tin you sold, 27 minas of tin are in your possession; You sold 30 minas of tin and that is with Pilah-Ištar. My dear father, because of you I am delayed and my heart ... give ..."
"ú tí-ir-tí ša k[i-ma ...] um-[ma šu-nu]-ma [...] iš-t[í wa-]ar-k[i-ú-tim ...] [nu]-šé-ba-al-[šu-um be-lu-a] a-tù-nu KB li-iš-[...] šu-ma ta-da-ga-lá-ma ba-ra-num a-n[a Ú-š]a pá-tí-at-ma [a-pu]-tum KB šé-bi-lá a-ma-kam a-tù-nu mì-il5-kà A-lu-wa tù-ur-da lá i-sà-hu-ur","also, the instructions of the representatives ... They said: ""We shall send it to him with the next transport."" My dear lords, let the silver ... If you observe that the road to Ušša is open, then please send silver. You yourselves make up your minds there! Send Aluwa. He should not delay."
"a-na Pí-la-ah-Ištar DUMU A-šur-SIPA ú A-mur-Ištar ni-a-im KIŠIB En-um-A-šur DUMU Ša-lim-A-šur","To Pilah-Ištar son of Aššur-rē'i and our own Amur-Ištar; seal of Ennam-Aššur son of Šalim-Aššur."
"a-na Pí-lá-ah-Ištar ù A-mur-Ištar a-na Pí-lá-ah-Ištar qí-bi-ma um-ma En-um-A-šur-ma 1 TÚG ra-qá-tám SIG5 ša a-na ší-mì-im a-dí-na-ku-ni a-hi a-ta a-na ma-la a-we-lu-tí-kà ra-qá-tám dí-in-ma KB ku-nu-uk-ma KI A-mur-Ištar šé-bi-lam ù šu-ma ra-qá-tum lá ta-ad-na-at-ma a-dí-ni i-ba-ší ki-ma a-ší-mì-ša ú-bu-lu KB i-ra-ma-tí-kà [i-dí]-ma ku-nu-uk-ma A-mur-Ištar lu-ub-[lam]","To Pilah-Ištar and Amur-Ištar; specifically to Pilah-Ištar from Ennam-Aššur: As to the one thin textile of good quality that I gave you to sell, my dear brother, sell the thin one acting as a true gentleman, seal the silver and send it with Amur-Ištar. But if the thin textile has not been sold and is still there, put down silver yourself as much as it will fetch when sold, seal it and let Amur-Ištar bring it."
"ù lu gis-mì-lúm i-a-tí ha-ra-ni a-na A-limki ù a-na-ku a-we-el gis-mì-lim A-mur-Ištar lá i-bi-a-at ṭur4-da-šu šu-a-tí ú-qá-a-šu","So let it be a favour to me – I am going to the City; I too am a man of favours. Amur-Ištar should not delay, send him. It is him I am waiting for."
