id,akkadian,english,source_ref,letter_num,genre
8289580b-8239-484d-ac06-7f1c2bd4da8a,a-na i-ku-pí-a en-nam-a-šur ù šu-mì-a-bi₄-a qí-bi₄-ma um-ma a-šur-na-da-ma a-na e-nam-a-šur ù šu-mì-a-bi-a qí-bi₄-ma 16 mu-ta-tim ša 1 GÚ.TA 7 e-li-a-tum ša 30 ma-na.TA e-zi-ib ša PUZUR₄.IŠTAR ù 6 ANŠE ṣa-lá-me áp-qí-da-ku-nu-tí ŠÀ.BA 1 GÚ 25 ma-na URUDU ša iš-tí ú-ṣú-ur-ša-a-šùr al-qé-ú a-na i-ku-pí-a ú-šé-bi-il₅-ku-nu 1 GÚ 12 ma-na URUDU ša en-um-a-šur 1 GÚ 20 ma-na ša a-šu-mì PUZUR₄.IŠTAR a-pu-lu-kà ší-tí URUDU 15.5 GÚ 3 ma-na ŠÀ.BA 5.5 GÚ 3 ma-na URUDU ša DAM.GÀR ší-mu-um i-ba-lá-kà-ta-ma 15.5 GÚ URUDU DAM.GÀR i-ša-qá-lam ù ga-me-er a-wa-tí-a en-um-a-šur-ma URUDU e ta-aṣ-ba-at ba-lu-um mì-ma 15.5 GÚ URUDU ša ṭup-pu-šu ḫa-ar-ma-am ú-kà-lu DAM.GÀR e it-ba-al-ma e tù-re-i-qá-ni ší-tí URUDU 10 GÚ ku-na-na-ma-i-um ù 6 ANŠE um-ma a-na-ku-ma al-kam lu-ša-qí-il₅-kà-ma at-kál tù-ni-a-ni-ma um-ma a-ta-ma i-na 10 GÚ URUDU ù 6 ANŠE qá-tí lá-áš-ku-un-ma i-na tur₄-ḫu-mì-it a-na URUDU SIG₅ lu-ta-er-ma a-na kà-ni-ìš lu-bi-il₅-ma ša ki-ma ku-a-tí KÙ.BABBAR-pí lu-ša-bi-ú-ni URUDU ù ANŠE.ḪI.A ú-lá ú-ša-qí-il₅-kà mì-šu ša um-ma a-ta-ma lá ša-qú-lá-ku ANŠE.ḪI.A ša i-ku-pí-a ANŠE.ḪI.A wa-šé-er-šu-um a-ší-tí KÙ.BABBAR-pì-kà a-na-ku a-za-za-kum a-šùr <big_gap> ù {d}MAR.TU i-li a-bi-ni lu i-de₈-a a-ṣé-er na-ru-qá-kà ú-ša-zi-za-ku-ni a-ḫi-um pu-ru-i ú-lá iš-ku-un a-ta i-na kà-ar kà-ar-ma pu-ru-i ta-áš-ta-na-kán,"\nSay to Ikuppiya, Ennum-ASSur and Sumi-abiya: thus\n(speak) ASSur-nada; tell Ennum-Assur and Sumi-abiya.\n5-12I have entrusted you with 16 bundles (for donkeys) of 1 talent\each, 7 bundles for the top (of load) of 30 mina\each — except that of Puzur-Istar — as well as 6 black donkeys. On top of that, the talent and the 25 copper mines that I took from Usur-sa-Assur, I have had you take (them) to Ikuplpiya.\n12-2]. (There are) 1 talent 12 mines of copper from Ennum-\nAššur, 1 talent 20 mines of which I have promised the repayment\nin the name of Puzur-Istar; the rest of the copper (amounts to) 15\nI talents 3 mines. Above, (there are) 5 i talents 3 copper mines belonging to the merchant-tarnkdrurn. If the merchandise (to be purchased with it) travels far away, the merchant-tamnkdrurn\nwill pay me 15 i talents of copper [...] and Ennum-Assur (is)\nthe one who settled my affair.\n21-26You must not take the copper. Under no circumstances must the\nmerchant-tamnkaruinn take away the 15 i talents of\ncopper from his certified tablet that I hold, and you must\nprevent him from being beyond my reach. The rest of the copper\nsamounts to 10 talents of (copper from) Kunanamit and 6 donkeys.\n27-33I (said) this: “Come so that I may satisfy you. ""\nI had trusted you but you rejected me by (responding) thus: ""I will take at my disposal the 10 copper talents and the 6 donkeys, and I will sell them in Durhu-\nmid for good quality copperb which I will bring to","AKT 1, 17",237,letter
d774119a-7ca0-36f4-614e-4743f16c6d4f,2 ma-na KÙ.BABBAR ša ì-lí-dan DUMU i-dí-a-šur a-na lá-qé-pì-im ḫa-bu-lu 1.5 ma-na KÙ.BABBAR ša a-šur-dan DUMU i-ku-pì-a a-na lá-qé-pì-im ḫa-bu-lu 0.33333 ma-na 5 GÍN KÙ.BABBAR ší-im ANŠE ša a-na en-um-ì-lí ša i-dí-IŠTAR 0.33333 ma-na KÙ.BABBAR ša i-dí-da-gán 4 ma-na 15 GÍN KÙ.BABBAR lá-qé-pu-um ša-bu a-na a-wi-li a-ni-ú-tim lá-qé-pu-um lá i-tù-ar IGI ku-ra DUMU sú-tí-a IGI šu-ḫu-bur DUMU a-šur-ma-lik li-mu-um PUZUR₄-ni-ra-aḫ,"\nTell Pnšu-kén: thus (speak) Kurub-Ištar.\n3-11Our father invested 2 gold mines with Salim-\nAššur, son of Isu-(a)rik. Sakkukum, the charterer of Qarwiya, brought him 6 (fabrics)-kutdnum of excellent quality.\n12-189 (es) my father. If a man goes on a journey, let him come; but if he stays, reach an agreement with the man\nas best you can.\nBIBLIOGRAPHY: 11. 12-14 are transcribed by K. R.\nVEENHOF, AQATT, n. 184.\nNOTE:\n11. 3-11 of this text are almost identical to 11.\n5-13 of 239.\na. By the “father”, Kurub-Ištar undoubtedly means the “pa-\ntron”.\n","BIN 4, 16",238,unknown
11a7fd5a-3a68-3f6a-1a1a-66c144f672c5,i-nu-mì me-er-e ša-zi-a ni-sí-ú 0.25 GÍN 7.5 ŠE a-na ší-ri-im áš-qúl-ma a-na mu-zu nu-šé-bi₄-il₅ 0.33333 GÍN 7.5 ŠE a-na bu-ša-lim i-nu-mì me-er-ú ša-zi-a ú-ṣú-ni <gap> GÍN KÙ.BABBAR a-šu-mì ḫa-pu-a-lá a-na ḫa-tù áš-qúl,\n[S]ay [to] Salim-Aššur [and] Pušu-ken: thus (speak)\nKurub-Ištar. Tell Salim-Aššur.\n343. L. 40:... a-sé-er: na-ru-qa-kà (sic!),"BIN 4, 17",239,unknown
d6e4b2d0-e31b-4601-bcaf-fed7abbc0cb4,a-na pí-lá-ḫa-a a-gi-a ù a-šùr-na-ṣí-ir qí-bi₄-ma um-ma a-šùr-mu-ta-bi₄-il₅-ma i-na 4 ma-na KÙ.GI ša a-na en-um-a-šur DUMU en-na-sú-en₆ a-bi-i a na-ru-qí-im i-dí-nu 0.66666 ma-na 8 GÍN KÙ.GI qá-sú-ú ša sú-e-a 0.66666 ma-na 8 GÍN KÙ.GI qá-tí i-ku-pá-ša qá-ta-at ki-lá-le-ma i-a-tí i-za-za-ni-im ṭup-pá-áš-nu ḫa-ar-ma-am ú-kà-al ša <gap> qá-tí-ku-nu áš-ú-mu ú-kà-al i-na 2 ma-na KÙ.GI ša a-na a-šur-ma-lik DUMU en-na-sú-en₆ a-bi-i a na-ru-qí-im i-dí-nu 0.33333 ma-na 4 GÍN KÙ.BABBAR qá-sú ša sú-e-a a-ḫi-a i-a-tí i-za-za-am ṭup-pu-šu ḫa-ar-ma-am ú-kà-al a-na-kam lá li-bi₄ i-li-e-ma a-šur-ma-lik me-et 4 ma-na KÙ.GI a-na us-ma-a ip-qí-id-ma a-na ší-a-ma-tim a-na a-lim{ki} ú-bi-il₅ a-ma-kam šu-ma KÙ.GI um-mì-a-nu i-zu-zu-ú a-na 0.66666 ma-na 8 GÍN KÙ.GI a-na qá-tí-a ú qá-tí sú-e-a a-ḫi-a zu-za-a a-ḫu-ú-a a-tù-nu ú-za-an ša ki-ma a-ḫi-a pí-té-a ki-ma KÙ.GI i-a-tí i-za-za-ni,"\nTell Pilahaya, Agiya and Aššur-nasir: thus (speak)\nAššur-mutappil.\n4-15Of the 4 gold mines that my father handed over to Ennum-Aššur, son of Enna-Sîn, in contract-naruqqum,\nmine 8 shekels of gold (correspond to) Sue'a's share, 3 mina\n8 shekels of gold (correspond to) Ikuppasa's share; These two\nparts belong to me. I hold their sealed tablet.\n16-17As for your shares345 (with which)\nI made purchases, I hold (them).\n18-25Of 2 gold mines that my father handed over to Aššur-\nmalik, son of Enna-Sin, in contract-naruqqum, s mine 4 shekels\nof silver (corresponding to) the share of Sue'a, my brother,\nbelongs to me; I hold his sealed tablet.\ns-38Alas, Aššur-malik died here. (Gold) he had entrusted 4 gold mines to Usmaya, and (he) brought them to the City (of Aššur) for purchases. There, if the donors share the gold, share for a value of 3 mines 8 shekels of gold for my part, and for the share of Sue'a,\nmy brother. You (are) my brothers, inform my brother's representative that the gold belongs to me!\n344. L. 6: a-bi4-i: a-na-ru-qs-kâ (SU).\n345. L. 16: his a?-na? : qâ-t(-ku-nu.","AKT 1, 11",240,letter
eee6ec23-52e9-42d1-867a-561dc308b262,a-na ša ki-ma i-a-tí qí-bi-ma um-ma {d}EN.LÍL-ba-ni-ma mì-šu ša ta-áš-pu-ra-ni-ni um-ma a-tù-nu-ma ṭup-pá-am ḫa-ar-ma-am i-na É kà-ri-im né-mu-ur-ma 6 GÚ 2.5 ma-na AN.NA i-na ṭup-pí-im ḫa-ar-mì-im ša kà-ri-im lá-pí-it i-nu-mì ṭup-pá-am ta-aḫ-ri-ma-ni-ni iš-tù tí-mì-il₅-ki-a a-ḫe-e a-na kà-ni-iš ú-ta-e-ra-ma AN.NA-ki ú TÚG.ḪI-a qá-tám a-na KÙ.BABBAR ú-ta-e-ru-ma iš-tù 3 ma-na.TA mu-ṭá-e 2 ma-na.TA ni-is-ḫa-tim ú-ṣa-ḫi-ru-ni-ni ṭup-pá-am za-ku-am ša AN.NA-ki-a ù TÚG.ḪI-a ša 1 GÚ 7.33333 ma-na 0.33333 GÍN KÙ.BABBAR ṭup-pá-am za-ku-am ta-aḫ-ri-ma-nim ú na-áš-pè-er-ták-nu za-ku-tám a-ḫe-e a-na tí-mì-il₅-ki-a ub-lam-ma na-áš-pè-er-ták-nu ú-kà-al ša ki-ma i re-eš₁₅ ṭup-pì-im ḫa-ra-mì-im 3 ma-na.TA mu-ṭá-e 2 ma-na.TA ni-is-ḫa-tim ú-ṣa-ḫe-ru-ni-ni <gap> u₄-ma-am ta-ša-pá-ra-nim um-ma a-tù-nu-ma 5 ma-na.TA mu-ṭá-e ù ni-is-ḫa-tim É kà-ri-im ú-ṣa-ḫi-ru-ni-a-tí-ma 5 GÚ 28.66666 ma-na AN.NA nu-šé-ṣí-am i-nu-mì ṭup-pá-am ta-aḫ-ri-ma-ni-ni 5 ma-na.TA ú-ṣa-ḫi-ru-nim u₄-ma-am i šé-ep AN.NA 5 ma-na.TA uš-ta-áš-ni-ú-ma ú-ṣa-ḫi-ru-nim a-ba-ú-a be-lu-a a-tù-nu a-ma-kam kà-ra-am mu-ùḫ-ra-ma pu-ku-nu pí-té-a-ma ki-ma i re-eš₁₅ ṭup-pì-im na-al-pu-tim mu-ṭá-e ù ni-is-ḫa-tim ú-ṣa-ḫi-ru-ni-ni ší-tí AN.NA-ki-a er-ša-ma ku-un-kà-ma a nu-ur-ki-li dí-na-ma lu-ub-lam a-ba-ú-a a-tù-nu i KÙ.BABBAR-pì-im šál-ša-tim ší-im TÚG.ḪI-a wa-áš-bu-um ú lá-šu-um ú qá-dí lá-šu-im KÙ.BABBAR šál-ša-tim qá-ta-tí-šu-nu il₅-qé-ú ú a-na-ku a-ší-ra-am lá i-šu-ma i-na KÙ.BABBAR-pì-a ra-pu-da-ku iḫ-da-ma KÙ.BABBAR šál-ša-tí-a li-qé-a-nim a-ba-ú-a be-lu-a a-tù-nu lá a-ša-ki-iš ú a-na-ku a té-er-tí-ku-nu a-na-ḫi-id,"\nTell my representatives: thus (speak) Enlil-bâni.\n3—$Why did you write to me this: “We saw\na tablet certified at the kdrum office, and 6 talents 2\nmines of tin are recorded on the certified tablet of the\nkdrum.\n8-24When you certified the tablet, Ahè had\nbrought it from Timilkiya to Kaniš, and ordinary fabrics and tin had been sold for money. After they had deducted from me 3 mines (weights) less from each (talent) and 2 mines as an entry fee from each (talent), a tablet bearing the correct amount (of the amount) of my tin and my fabrics (corresponded to) 1 talent 7 s mines and i shekel of silver; you have certified the corrected document,\net Ahè brought me your final document in Timilkiya, and\nI hold this document to the effect that at the time of certifying\nthe tablet, they deducted from me 3 mines (weights) less on\each (talent) and 2 mines as entry fees on\neach (talent).\n25-28 (Here) today, you write to me this: “ They deducted from us 5 mines of deficit and entry fees on each (talent) at the kdrum office, and we got 5 talents 28 s tin mines. »\n29-38When you certified the tablet, they had\ndeducted 5 mines from each (talent), and today, on the\ntransportation of tin, they again deducted 5 mines from\neach (talent). You (are) my fathers and my masters, over there, contact the kdrum and clarify that they deducted the deficits and entry fees from me, while the tablet was registered. Claim the rest of my tin, seal it, and give it to Nur-ki-ili to bring to me. 39-46 You (are) my fathers. Out of the money, the profits (realized on) the price of the fabrics, - both those present and those absent -, including the shares of the absentees, they obtained for their shares their thirds in money. But as I\nhave no help, I struggle for my money, so be sure to take my third of the pr",KUG 34,241,letter
8b5b76d4-1bcf-7230-ea70-3d55b691656d,a-na šu-ḫu-bur qí-bi-ma um-ma pu-šu-ke-en₆-ma ta-áš-pu-ra-am um-ma a-ta-ma ša i-ku-nim šé-li a-wi-lúm a-na šál-ša-tí-šu lá kà-ší-id KÙ.KI lu a-ta lu É a-bi-kà ma-lá ad-ma-tù-nu-ni BI-ŠA-AM-ma ṭup-pá-kà lá-aṣ-ba-at-ma ma-lá a-le-e-ú lá-al-qé a-šu-mì AN.NA bi₄-il₅-tim ù 4 TÚG KÙ.BABBAR-áp-šu aṣ-ba-at-ma nu-šé-ší-ib-ma a-na 1 GÚ 3 ma-na AN.NA 7 GÍN.TA 9 ma-na KÙ.BI ša 4 TÚG.ḪI.A 15 GÍN.TA 1 ma-na ŠU.NÍGIN 10 ma-na KÙ.BABBAR ŠÀ.BA 8 ma-na al-qé 2 ma-na i-na tù-a-ri-šu iš-tù za-al-pá i-ša-qá-lam i-na 5 ma-na KÙ.BABBAR <gap> ma-na KÙ.BABBAR a ša ki-ma lá-li-im ú-ta-e-er ta-áš-pu-ra-am um-ma a-ta-ma ša 1 ma-na KÙ.KI a-na en-na-a-šùr e-bi-ik a-ṣé-er 1 ma-na-im ša a-ma-kam ta-dí-nu-šu-ni ù 0.66666 ma-na 5 GÍN KÙ.BABBAR ù 5 ma-na-e AN.NA ša li-bi-šu 1.66666 ma-na KÙ.BABBAR i-na ša lá-li-im ša al-qé-ú ù 0.33333 ma-na KÙ.BABBAR i-na KÙ.BABBAR-pì-kà ú-ra-dí-ma 2 ma-na KÙ.BABBAR a-dí-šum-ma 4 ma-na LÁ 15 GÍN KÙ.BABBAR ša 1 ma-na KÙ.KI ú-pì-iq-šum ší-tí KÙ.BABBAR-pì-kà 6 ma-na KÙ.BABBAR dan-a-šùr na-áš-a-kum a-šu-mì i-ku-nim té-er-ta-kà iš-tí a-li-ki-im pá-nim-ma li-li-kà-ma ma-lá ú-šé-lu-ú i šé-pì-a,"\nTell Su-IIubur: thus (speak) Pnsu-kén.\n2-8You wrote this to me: “Realize (the profits) of Iku-\nnum. » The man has not reached a (sufficient) amount\nfor his third party. Prove to me (by showing me the tablet)\nthe amount of gold that you or your father's firm have invested so that, with your tablet in hand, I can recover\nas much as possible.\n9-1 Concerning the talent of tin and the 4 fabrics, I seized\nhis money and we sat down (the witnesses). For 1\ntalent 3 mines of tin at the rate of 7 shekels (of tin for a\nsicle of silver) — or 9 mines, (amount of) my money —\nand as for the 4 fabrics at the rate of 15 shekels each\n— that is to say one mine—, in total, 10 mines of silver, on that,\nI took 8 mines. He will pay me the other two mines when he\nreturns from Zalpa. Of the [x+]5 silver mines, I returned [x]\nmines to the representatives of Lälum.\n20-33You wrote to me: “For (an amount of) 1 gold mine, send (money) to Enna-Asšur! » In addition to the mina that you gave him there, 3 mina 5 shekels of silver [of the] 6 mina of tin that he owes me, I added 1 3 mina of silver that I took from that of Lalum, as well as mina of silver from your silver, I (therefore) gave 2 mina of silver, and I sent him 4 mina 25 shekels of silver on the\ngold mine. Dân-Aššur brings you the rest of your money, i.e.\n6 silver mines.\n34-36 Concerning Iku]num, let your instructions [reach me] through the next[n] traveler, and I will bring you\nin my transport everything that I can achieve347.\n\n347. L. 34-38: a-su-[mi I-ku]-nim té-er-ta-/kà, is-[ti a-li-ki-\nim pa]-nim-ma [li-li kà]-ma: ma la -sé-lu-~ i sé pà a, * la-[sf-\na]-kum.","CCT 4, 9a",243,letter
fe5ff12d-8e8e-44db-93e8-a32d3ed0582a,um-ma šu-ḫu-bu-ur-ma a-na pu-šu-ke-en₆ qí-bi-ma a-šu-mì i-ku-nim ša ta-áš-pu-ra-ni a-na-kam a-šu-mì šál-ša-tí-šu i ma-tí-im ra-bi-ṣa-am a-ḫa-az-ma iš-tí wa-ar-ki-ú-tim a-ša-pá-ra-kum KÙ.BABBAR ša tù-šé-bi-lá-ni ki-ma AN.NA ša-du-ú-ni AN.NA ú-lá ni-iš-ta-a-am ša KÙ.BABBAR-pí TÚG.ḪI.A ni-ša-a-ma iš-tí pá-ni-ú-tim-ma a-ṭá-ra-da-kum AN.NA 10 ma-na ša e-li-a-ku-ni i-ṣé-er AN.NA-ki-kà ri-bi-iṣ AN.NA wa-ar-kà-tám ú-lá i-šu a-šu-mì ša DUMU qá-a-tim mì-šu-um a-ni-um ša mì-ma-ša-ma lá ta-áš-pu-ra-nim a-wi-lúm e-mu-qá-tám e-ta-wu a-ša-me-ma KÙ.BABBAR 30 ma-na a-na a-šùr-UTU-ši a-ḫi-šu ḫa-bu-ul-ma ṭup-pu-šu ḫa-ar-mu-um a-ma-kam i-ba-ší ša-i-il₅-ma té-er-ta-kà za-ku-tum li-li-kam,"\nThus (speaks) S'u-Hubur: tell Pûsu-kèn.\n3-9 Concerning Ikunum about which you wrote to me\nhere, as for its third party, I will make a contract with an attorney\nin the country, and I will send it to you by a later (convoy).\n9-16 (Regarding) the money that you sent me,\nas the tin is out of stock of supplies, we have nowhere been able to buy tin, (but) with the money, we are going to buy fabrics and I will send (them) to you by the next (caravan). there will be no more tin afterwards!\n22-32About the son of Qayydtum, how come you haven't written me anything? The man speaks with violence!\nI learn that he owes 30 silver mines to Aššur-Samsi, his\nbrother, and that his certified tablet is there. Question him and let your detailed report reach me.\n","CCT 6, 47c",244,letter
a448c4e8-e8e7-df43-b793-375583361a94,um-ma šu-ḫu-bur-ma a-na pu-šu-ke-en₆ qí-bi-ma ta-áš-pu-ra-am um-ma a-ta-ma 2 ma-na.TA KÙ.BABBAR a-na 1 ma-na-em KÙ.GI um-mì-a-nu i-ku-nim <big_gap><big_gap> a-na KÙ.GI-šu-nu ú-šé-li-ú šu-ma ta-na-ṭá-al-ma i-na 2 ma-na.TA wa-at-ra-am 3 ma-na.TA i-da-na-kum nam-ge₅-er šu-ma i-na 2 ma-na.TA wa-at-ra-am lá iḫ-ta-lá-qum šu-up-ra-ma a-na-kam ša-al-ša-tí-šu le-mu-sú-ma KÙ.BABBAR-pí i-na a-lim{ki} ar-ku-ús a-šu-mì AN.NA 1 GÚ-tim ša a-na la-li-im i-na ḫa-ḫi-im a-šùr-ma-lik ù ir-ma-a-šùr i-dí-nu-ni a-dí ma-lá ù šé-ni-šu áš-pu-ra-kum um-ma a-na-ku-ma a-na-kam É lá-li-im KÙ.BABBAR e-ri-iš-ma um-ma šu-nu-ma a-šar AN.NA ta-dí-nu-šu-ni šu-pu-ur-ma áš-ra-kam-ma KÙ.BABBAR-áp-kà li-qé KÙ.BABBAR-áp lá-li-im i-na GÁN-lim lá i-ba-ší a-pu-tum i-ḫi-id-ma a-šùr-ma-lik ù ir-ma-a-šùr ší-bu-ú-a ša AN.NA ip-qí-du-ni a-ma-kam a-na ša ki-ma lá-li-im šé-li-šu-nu a-li KÙ.BABBAR 1 GÍN i-ba-ší-ú ša-áš-qí-il₅-ma KÙ.BABBAR-pí lá i-ḫa-liq 15 ma-na AN.NA ik-ri-bu ša a-šùr a-na li-bi šu-uq-lim ša i-ku-nim a-dí ša-áš-qí-il₅,"\nThus (speaks) Su-Hubur: tell Pusu-kén.\n3-18You wrote to me thus: “The backers of Iku-\nnum have made for (their investments) in gold each\n2 silver mines for each gold mine. » If you find\nthat he is willing to give you more than 2 mines, for example\n3 mines, (of silver) for each (mine of gold), then reach an agreement (with him). If he does not offer you more than 2 mines(of silver) for each (mine of gold), write to me so that I can bind him here by contract to make him pay his third to the City(of Asšur).\n19-31 Concerning the talent of tin that Assur-malik and\nIrma-AšSur gave to Lâlum in Hahhum, I have written to you\nthus to several repeated as follows: “Here (in Asšur), I demanded","VS 26, 65",246,letter
1a50b3fc-f32e-1210-f310-bb1d05271785,um-ma ḫi-na-a-ma a-na pu-šu-ke-en₆ qí-bi₄-ma a-šu-mì ša DUMU lá-qé-ep ša ta-áš-pu-ra-ni-ni a-na-kam um-mì-a-nu lá-qé-ep KÙ.BABBAR-áp-šu-nu il₅-ta-qé-ú té-er-ta-kà a-ṣé-er a-mur-IŠTAR IŠTAR-pì-lá-aḫ ù ku-ni-lim li-li-ik-ma mì-ma lá i-du-nu-šum ù šu-ma mì-ma ku-ni-lúm a-ma-kam i-dí-šum ṭup-pu-šu lu-da-ni-in-ma a-na-kam i-na ki-iš-da-tí-šu KÙ.BABBAR lá-al-qé i-ḫi-id-ma ki-ma ṭup-pì ta-áš-me-ú té-er-ta-kà li-li-ik URUDU ni-il₅-qé-ma a-na e-ra-áb ku-lu-ma-a a-na KÙ.BABBAR pá-ni ni-dí-in a ma-lá té-er-tí-kà né-pá-áš-ma ṣú-ḫa-ri-kà ni-ṭá-ra-dam 5 {TÚG}lu-bu-ší pá-ṣí-ú-tim DUMU da-nu-ì-lí ub-lá-kum,"\nThus (speak) Hinnâya: tell Pušu-ken.\n3-19 Concerning the son of Laqep(um) about whom you\nwrote to me, here, the donors of Laqep(um) took\ntheir money. Let your instructions go to Amur-Ištar,\nIstar-pilah and Kuzallum so that they give him nothing. And if Kuzallum gave him anything there, let him validate his tablets so that here I can take the money from his possessions. Make sure your instructions go out as soon as you read my tablet. 19-27 We took copper and we promised money for Kulumaya's arrival. We will act as instructed and send your servants. The son of\nDannu(m)-ili brings you 3 fabrics for white clothes.\nNOTE:\nLaqepum is undoubtedly deceased, and his son cannot receive an inheritance until the bankers of the deceased have\nrecovered their capital.\n","CCT 2, 28",249,letter
c3fcbe71-c447-0be2-a9a6-77f92a661a1a,a-na PUZUR₄-ì-lí i-dí-ku-bi-im i-na-aḫ-DINGIR ḫa-nu-nu a-ta-a-a sà-ak-li-a a-sá-num ib-ni-DINGIR ù a-mur-{d}UTU-ši qí-bi-ma um-ma bu-za-zu-ma i-na {d}UTU-ši sà-ak-li-a e-ra-ba-ni ṭup-pá-am ša a-lim{ki} kà-ra-am ša-áš-me-a-ma 3 a-ḫi-ú-tim ṣa-áb-ta-ma a-na É a-bi₄-a a-na É-tim lá-bi-ri-im er-ba-ma ḫu-ur-ša-am ša a-šùr-mu-ta-bi₄-il₅ ku-nu-ki ša ša-zu-za-tí-šu pì-té-a-ma ku-nu-ki-šu-nu šu-ur-ma-ma 3-tum-ma li-ik-nu-ku a-na šál-ší-šu ta-ma-lá-ku ṭup-pu-ú ša pu-šu-ke-en₆ a-bi₄-ni ṭup-pì šu-nu-tí pì-té-a-ma ba-ri-a-ma ṭup-pu-um ša 40 ma-na KÙ.BABBAR ša na-ru-qí-šu ša i-ku-pì-a DUMU a-ta-a-a 1 ša-num ṭup-pu-um ša 30 ma-na KÙ.BABBAR ša na-ru-uq e-na-sú-en₆ DUMU a-ta-a-a 1 DUB ša 5 ma-na KÙ.BABBAR ša ḫu-bu-ul en-um-a-šùr DUMU a-ta-a-a 1 ša 5 ma-na KÙ.BABBAR ša ḫu-bu-ul PUZUR₄.SA.TU DUMU 0.5 1 DUB ša 4.66666 ma-na KÙ.BABBAR ša ḫu-bu-ul na-bi₄-sú-en₆ DUMU {d}AB-ba-ni mì-ma ṭup-pè a-ni-ú-tim me-ḫe-er-šu-nu <gap>-<gap> <big_gap> <gap>-<gap> <big_gap> qá-ti <gap> <big_gap> <gap>-a pì-iq-da-ma lu-ub-lam gi-mì-lam ša a-dí ba-lá-ṭim i-ṣé-ri-a šu-uk-na e-na-a-šùr a-na ṭá-ra-dim a-zi-iz-ma ak-ta-lá-šu na-áš-pá-ra-tí-a <big_gap> <gap>-me-a-ma a ma-lá na-áš-pá-ra-tí-a <big_gap>,"\nSay to Puzur-ili, Iddin Kubi, Irrah-ill, Hanunu, Ataya,\nSakliya, Asânum, Ibni-Adad and Amur-ili: thus (speak)\nBuzäzu.","TC 3, 99",248,letter
